id,season,age,mp,ws
hughela01,2009,31,295,0.3
hughela01,2011,33,114,-0.5
hugheri01,1985,23,866,-0.5
hugheri02,1999,26,224,0.1
hummejo01,1970,22,2637,3.2
hummejo01,1971,23,1186,-0.8
hummejo01,1972,24,1546,1.0
hummejo01,1973,25,1119,1.6
hummejo01,1973,25,186,0.3
hummejo01,1973,25,933,1.3
hummejo01,1974,26,568,-0.3
hummejo01,1975,27,364,0.1
hummero01,2013,24,655,1.1
hummero01,2014,25,742,0.8
humphja01,1984,22,2062,1.9
humphja01,1985,23,2733,4.8
humphja01,1986,24,2579,4.5
humphja01,1987,25,1809,3.5
humphja01,1987,25,1557,3.5
humphja01,1987,25,252,0.0
humphja01,1988,26,2220,4.9
humphja01,1989,27,2818,7.6
humphja01,1990,28,2726,8.6
humphja01,1991,29,2261,5.8
humphja01,1992,30,2034,1.8
humphja01,1993,31,1619,2.0
humphja01,1994,32,201,-0.4
humphja01,1994,32,149,-0.4
humphja01,1994,32,52,0.0
humphkr01,2004,19,873,-0.3
humphkr01,2005,20,619,0.2
humphkr01,2006,21,670,1.5
humphkr01,2007,22,925,1.8
humphkr01,2008,23,265,0.7
humphkr01,2009,24,1221,1.9
humphkr01,2009,24,315,0.6
humphkr01,2009,24,906,1.3
humphkr01,2010,25,2061,5.4
humphkr01,2011,26,2162,5.3
humphkr01,2012,27,1191,2.7
humphkr01,2013,28,1376,4.1
humphkr01,2014,29,1345,3.8
humphkr01,2015,30,835,1.6
humphkr01,2015,30,466,0.7
humphkr01,2015,30,74,0.0
humphkr01,2015,30,295,0.9
humphkr01,2016,31,445,1.2
humphry01,2002,23,444,-0.5
humphry01,2002,23,322,-0.5
humphry01,2002,23,122,0.0
humphry01,2003,24,11,0.0
humphry01,2004,25,317,0.1
hundlho01,1957,23,1154,-1.2
hundlho01,1958,24,1664,1.3
hundlho01,1959,25,2279,1.9
hundlho01,1960,26,2179,1.9
hundlho01,1961,27,1492,0.1
hundlho01,1962,28,785,0.4
huntebr01,2003,23,406,0.6
huntebr01,2004,24,224,0.2
huntece01,1991,27,1,0.0
huntech01,2009,25,783,1.3
huntele01,1964,22,114,-0.5
huntele01,1967,25,2552,8.4
huntele01,1968,26,2537,5.6
huntele01,1969,27,2859,4.9
huntele01,1970,28,1525,2.2
huntele01,1970,28,110,-0.2
huntele01,1970,28,1415,2.4
huntele01,1971,29,967,2.7
huntele01,1972,30,1333,2.1
hunteli01,1993,23,2172,-0.8
hunteli01,1994,24,944,-0.3
hunteli01,1995,25,2138,3.9
hunteli01,1996,26,3023,6.4
hunteli01,1997,27,2505,4.0
hunteli01,1998,28,1755,4.0
hunteli01,1999,29,2919,5.6
hunteli01,2000,30,2002,4.6
hunteli01,2001,31,1616,2.0
hunteli01,2002,32,673,-0.6
hunteli01,2003,33,661,0.9
hunteli01,2004,34,1144,1.4
hunteli01,2005,35,353,0.5
hunteli01,2006,36,745,1.3
hunteli01,2007,37,215,0.2
hunteli01,2008,38,266,0.0
hunteli01,2009,39,122,-0.3
hunteot01,2008,22,92,0.2
hunteot01,2009,23,33,0.0
hunterj01,2015,22,315,0.3
hunterj01,2016,23,9,0.0
huntest01,2001,20,516,1.0
huntest01,2002,21,447,0.9
huntest01,2003,22,789,0.6
huntest01,2004,23,1046,2.6
huntest01,2005,24,1312,2.5
huntest01,2006,25,1605,2.8
huntest01,2007,26,120,0.1
huntest01,2009,28,158,0.1
hurlebo01,1993,22,499,-0.5
hurlebo01,1994,23,1105,-0.3
hurlebo01,1995,24,1059,-0.3
hurlebo01,1996,25,632,0.4
hurlebo01,1997,26,875,-0.5
hurlebo01,1997,26,417,0.0
hurlebo01,1997,26,458,-0.5
hurlero01,1946,24,,-1.4
hustoge01,1979,22,923,-0.3
hustoge01,1980,23,2434,1.7
hustoge01,1980,23,1892,0.8
hustoge01,1980,23,542,0.9
hustoge01,1981,24,2409,3.0
hustoge01,1982,25,2716,3.4
hustoge01,1983,26,2041,2.6
hustoge01,1984,27,93,0.0
hustoge01,1985,28,1208,1.8
hustoge01,1986,29,428,-0.4
hustopa01,1947,22,,1.2
hutchme01,1951,23,2618,3.8
hutchme01,1952,24,2891,6.9
hutchme01,1953,25,2934,5.8
hutchme01,1954,26,2860,3.9
hutchme01,1955,27,2240,4.4
hutchme01,1956,28,2647,2.8
hutchme01,1957,29,384,0.3
huttojo01,1950,22,,0.6
huttojo01,1951,23,723,1.5
hydergr01,1970,22,1359,1.1
iavarma01,1982,26,1612,1.5
iavarma01,1983,27,1532,1.4
iavarma01,1984,28,1334,0.7
iavarma01,1984,28,156,-0.1
iavarma01,1984,28,1178,0.9
iavarma01,1985,29,1014,1.0
iavarma01,1985,29,669,0.4
iavarma01,1985,29,345,0.6
iavarma01,1986,30,845,1.1
iavarma01,1987,31,1238,1.7
iavarma01,1988,32,796,0.6
ibakase01,2009,20,1323,3.7
ibakase01,2010,21,2216,7.6
ibakase01,2011,22,1792,6.2
ibakase01,2012,23,2486,9.4
ibakase01,2013,24,2666,9.6
ibakase01,2014,25,2116,5.6
ibakase01,2015,26,2500,5.5
ibakase01,2016,27,1415,3.4
iguodan01,2004,21,2686,6.6
iguodan01,2005,22,3086,7.5
iguodan01,2006,23,3062,7.7
iguodan01,2007,24,3242,9.6
iguodan01,2008,25,,9.2
iguodan01,2009,26,3193,6.7
iguodan01,2010,27,2469,6.7
iguodan01,2011,28,2209,7.3
iguodan01,2012,29,2779,5.6
iguodan01,2013,30,2040,5.8
iguodan01,2014,31,2069,5.1
iguodan01,2015,32,1732,4.4
iguodan01,2016,33,1113,3.2
ilgauzy01,1997,22,2379,9.4
ilgauzy01,1998,23,171,0.5
ilgauzy01,2000,25,616,0.7
ilgauzy01,2001,26,1329,2.5
ilgauzy01,2002,27,2432,5.0
ilgauzy01,2003,28,2539,7.8
ilgauzy01,2004,29,2615,8.1
ilgauzy01,2005,30,2283,8.7
ilgauzy01,2006,31,2130,6.6
ilgauzy01,2007,32,2222,6.1
ilgauzy01,2008,33,1765,5.6
ilgauzy01,2009,34,1339,2.5
ilgauzy01,2010,35,1145,2.9
ilicmi01,2006,22,6,-0.2
ilyaser01,2006,19,973,1.0
ilyaser01,2009,22,1898,5.8
ilyaser01,2010,23,1505,3.8
ilyaser01,2011,24,1655,6.4
ilyaser01,2012,25,2012,6.7
ilyaser01,2013,26,1478,1.6
ilyaser01,2014,27,1319,4.0
ilyaser01,2015,28,1881,4.4
ilyaser01,2015,28,1434,3.3
ilyaser01,2015,28,447,1.1
ilyaser01,2016,29,1223,2.6
ilyaser01,2016,29,62,0.0
ilyaser01,2016,29,1161,2.6
imhofda01,1960,22,994,0.0
imhofda01,1961,23,1481,0.7
imhofda01,1962,24,458,-0.6
imhofda01,1963,25,871,0.7
imhofda01,1964,26,1521,2.4
imhofda01,1965,27,1413,2.1
imhofda01,1966,28,2725,5.0
imhofda01,1967,29,2271,4.9
imhofda01,1968,30,2360,5.9
imhofda01,1969,31,2474,8.2
imhofda01,1970,32,826,0.9
imhofda01,1971,33,480,-0.2
imhofda01,1971,33,76,-0.2
imhofda01,1971,33,404,0.0
ingelto01,1973,22,398,0.1
ingelto01,1974,23,344,0.7
ingelto01,1975,24,14,0.0
inglejo01,2014,27,1673,2.2
inglejo01,2015,28,1241,2.3
inglejo01,2016,29,1014,3.2
inglida01,2015,20,156,-0.1
ingrabr01,2016,19,1394,-0.5
ingramc01,1957,26,267,-0.7
inniger01,1967,23,1993,5.4
inniger01,1968,24,484,0.2
irvinby01,1989,23,488,1.2
irvinby01,1990,24,316,0.9
irvinby01,1992,26,45,0.0
irvinge01,1970,22,338,1.2
irvinge01,1971,23,1362,2.5
irvinge01,1972,24,2075,5.5
irvinge01,1973,25,1140,3.2
irvinge01,1974,26,1522,3.7
irvinge01,1975,27,14,0.0
irvinky01,2011,19,1558,4.1
irvinky01,2012,20,2048,5.3
irvinky01,2013,21,2496,6.7
irvinky01,2014,22,2730,10.4
irvinky01,2015,23,1667,5.0
irvinky01,2016,24,1407,5.0
isselda01,1970,22,3274,10.7
isselda01,1971,23,3570,13.5
isselda01,1972,24,,15.8
isselda01,1973,25,3347,13.8
isselda01,1974,26,2864,9.3
isselda01,1975,27,2856,12.5
isselda01,1976,28,2507,10.9
isselda01,1977,29,2851,11.1
isselda01,1978,30,2742,9.8
isselda01,1979,31,2938,11.5
isselda01,1980,32,2641,10.5
isselda01,1981,33,2472,9.8
isselda01,1982,34,2431,8.4
isselda01,1983,35,2076,6.1
isselda01,1984,36,1684,4.3
iuzzomi01,1991,24,1280,2.2
iuzzomi01,1992,25,1769,1.5
iversal01,1996,21,3045,4.1
iversal01,1997,22,3150,9.0
iversal01,1998,23,1990,7.2
iversal01,1999,24,2853,6.9
iversal01,2000,25,2979,11.8
iversal01,2001,26,2622,6.9
iversal01,2002,27,,9.2
iversal01,2003,28,2040,2.8
iversal01,2004,29,3174,9.0
iversal01,2005,30,3103,10.6
iversal01,2006,31,2761,6.2
iversal01,2006,31,640,1.6
iversal01,2006,31,2121,4.6
iversal01,2007,32,,11.6
iversal01,2008,33,2093,2.9
iversal01,2008,33,123,0.2
iversal01,2008,33,1970,2.7
iversal01,2009,34,865,0.7
iversal01,2009,34,67,0.1
iversal01,2009,34,798,0.6
iverswi01,1968,23,531,-0.1
iveyro01,2004,23,809,0.2
iveyro01,2005,24,978,0.7
iveyro01,2006,25,539,0.3
iveyro01,2007,26,1437,0.5
iveyro01,2008,27,861,0.9
iveyro01,2009,28,326,0.6
iveyro01,2009,28,236,0.6
iveyro01,2009,28,90,0.0
iveyro01,2010,29,155,0.2
iveyro01,2011,30,354,0.2
iveyro01,2012,31,698,1.0
iveyro01,2013,32,5,0.0
ivoryel01,1968,20,188,0.1
jabalwa01,1968,22,2545,5.8
jabalwa01,1969,23,1510,2.6
jabalwa01,1970,24,1586,3.5
jabalwa01,1971,25,3313,7.3
jabalwa01,1972,26,2738,10.7
jabalwa01,1973,27,1711,3.2
jabalwa01,1974,28,1861,2.1
jackja01,2005,22,1599,1.2
jackja01,2006,23,2651,4.8
jackja01,2007,24,2229,3.2
jackja01,2008,25,2716,4.1
jackja01,2009,26,2243,4.8
jackja01,2010,27,1722,2.4
jackja01,2010,27,347,0.0
jackja01,2010,27,1375,2.4
jackja01,2011,28,1530,3.8
jackja01,2012,29,2349,5.6
jackja01,2013,30,2252,2.3
jackja01,2014,31,2241,2.6
jackja01,2015,32,1027,0.9
jacksal01,1967,24,17,-0.1
jacksbo01,1997,24,2042,-0.6
jacksbo01,1998,25,941,1.2
jacksbo01,1999,26,1034,2.2
jacksbo01,2000,27,1648,3.1
jacksbo01,2001,28,1750,5.4
jacksbo01,2002,29,1676,5.5
jacksbo01,2003,30,1185,3.1
jacksbo01,2004,31,536,1.4
jacksbo01,2005,32,1775,3.5
jacksbo01,2006,33,1330,2.5
jacksbo01,2007,34,1389,3.0
jacksbo01,2007,34,891,1.9
jacksbo01,2007,34,498,1.2
jacksbo01,2008,35,1484,1.2
jacksce01,2009,23,74,-0.2
jacksce01,2009,23,10,-0.1
jacksce01,2009,23,25,0.1
jacksce01,2009,23,39,-0.2
jacksda01,2008,23,430,0.8
jacksda01,2009,24,123,-0.3
jacksda01,2009,24,114,-0.2
jacksda01,2009,24,9,0.0
jacksda01,2010,25,486,0.7
jacksde01,2016,22,17,0.1
jacksgr01,1974,22,802,-0.1
jacksgr01,1974,22,27,0.0
jacksgr01,1974,22,775,-0.1
jacksja01,1989,22,160,-0.1
jacksja01,1991,24,54,0.1
jacksja01,1992,25,350,0.4
jacksja01,1993,26,187,0.0
jacksja01,1994,27,257,0.0
jacksja01,1995,28,33,0.0
jacksja01,1996,29,1133,1.6
jacksja01,1997,30,2226,4.1
jacksja01,1998,31,861,2.1
jacksja01,1999,32,1691,3.1
jacksja01,2000,33,114,0.2
jacksja01,2001,34,144,0.0
jacksje01,1999,23,73,-0.2
jacksje01,2001,25,280,0.6
jacksje01,2002,26,559,0.2
jacksje01,2002,26,286,-0.1
jacksje01,2002,26,273,0.3
jacksje01,2004,28,230,0.2
jacksje01,2005,29,202,0.2
jacksji01,1992,22,938,-1.6
jacksji01,1993,23,3066,0.6
jacksji01,1994,24,1982,4.9
jacksji01,1995,25,2820,5.4
jacksji01,1996,26,2831,4.4
jacksji01,1996,26,1676,2.8
jacksji01,1996,26,1155,1.6
jacksji01,1997,27,3046,2.5
jacksji01,1997,27,1788,2.3
jacksji01,1997,27,1258,0.2
jacksji01,1998,28,1175,2.5
jacksji01,1999,29,2767,2.8
jacksji01,2000,30,1690,0.1
jacksji01,2000,30,550,0.4
jacksji01,2000,30,1140,-0.2
jacksji01,2001,31,1825,2.8
jacksji01,2002,32,1309,2.5
jacksji01,2003,33,3119,6.6
jacksji01,2004,34,1987,3.2
jacksji01,2004,34,990,1.5
jacksji01,2004,34,997,1.6
jacksji01,2005,35,512,-0.8
jacksji01,2005,35,420,-0.7
jacksji01,2005,35,92,-0.2
jackslu01,1964,23,2590,4.8
jackslu01,1965,24,1966,3.6
jackslu01,1966,25,2377,4.2
jackslu01,1967,26,2570,5.1
jackslu01,1968,27,840,1.7
jackslu01,1969,28,583,0.8
jackslu01,1970,29,1774,1.4
jackslu01,1971,30,1083,0.8
jackslu02,2004,23,43,0.1
jackslu02,2005,24,315,0.0
jackslu02,2006,25,138,0.1
jackslu02,2006,25,16,-0.1
jackslu02,2006,25,122,0.2
jackslu02,2007,26,228,0.0
jacksma01,1987,22,3249,7.6
jacksma01,1988,23,2477,7.2
jacksma01,1989,24,2428,3.7
jacksma01,1990,25,1595,4.2
jacksma01,1991,26,2461,7.6
jacksma01,1992,27,3117,7.9
jacksma01,1993,28,2711,4.1
jacksma01,1994,29,2402,4.5
jacksma01,1995,30,2643,7.2
jacksma01,1996,31,3054,6.1
jacksma01,1996,31,2001,4.0
jacksma01,1996,31,1053,2.1
jacksma01,1997,32,2413,7.5
jacksma01,1998,33,1382,3.8
jacksma01,1999,34,2190,6.7
jacksma01,2000,35,2588,5.9
jacksma01,2000,35,1802,4.7
jacksma01,2000,35,786,1.2
jacksma01,2001,36,2367,6.0
jacksma01,2002,37,1467,1.1
jacksma01,2003,38,577,0.4
jacksma02,2000,26,1410,2.6
jacksma02,2001,27,495,0.6
jacksma02,2001,27,169,0.3
jacksma02,2001,27,326,0.3
jacksma02,2002,28,1041,2.0
jacksma02,2003,29,598,1.3
jacksma02,2004,30,1976,4.6
jacksma02,2005,31,1027,1.2
jacksma02,2005,31,433,0.6
jacksma02,2005,31,594,0.7
jacksma02,2006,32,1025,0.7
jacksme01,1968,22,2314,3.1
jacksme01,1969,23,1118,-0.2
jacksme01,1970,24,1902,3.1
jacksme01,1971,25,1136,1.8
jacksme01,1972,26,420,-0.2
jacksmi01,1972,23,191,0.2
jacksmi01,1973,24,1474,2.4
jacksmi01,1973,24,677,0.7
jacksmi01,1973,24,797,1.6
jacksmi01,1974,25,2023,3.1
jacksmi01,1975,26,2230,3.4
jacksmi02,1987,23,760,-0.2
jacksmi02,1988,24,70,0.0
jacksmi02,1989,25,58,0.0
jacksmy01,1986,22,22,0.0
jacksph01,1967,22,1093,0.5
jacksph01,1968,23,924,1.7
jacksph01,1970,25,771,2.5
jacksph01,1971,26,1273,3.2
jacksph01,1972,27,1393,4.2
jacksph01,1973,28,2050,5.6
jacksph01,1974,29,2285,4.8
jacksph01,1975,30,1461,2.5
jacksph01,1976,31,1033,0.9
jacksph01,1977,32,654,0.8
jacksph01,1978,33,1070,1.9
jacksph01,1979,34,194,0.5
jackspi01,2016,25,84,0.0
jacksra01,1984,22,12,0.0
jacksra02,1998,23,271,-0.1
jacksra02,1999,24,1,0.0
jacksre01,2011,21,501,0.1
jacksre01,2012,22,993,2.5
jacksre01,2013,23,2277,4.9
jacksre01,2014,24,2268,4.9
jacksre01,2014,24,1398,2.9
jacksre01,2014,24,870,2.0
jacksre01,2015,25,2424,6.9
jacksre01,2016,26,733,1.1
jacksst01,1993,23,92,0.2
jacksst02,2000,22,1660,0.9
jacksst02,2001,23,227,-0.1
jacksst02,2002,24,2254,4.8
jacksst02,2003,25,2940,4.4
jacksst02,2004,26,1806,3.1
jacksst02,2005,27,2910,4.4
jacksst02,2006,28,2479,4.1
jacksst02,2006,28,1186,1.7
jacksst02,2006,28,1293,2.4
jacksst02,2007,29,2855,4.6
jacksst02,2008,30,2339,2.2
jacksst02,2009,31,3129,5.0
jacksst02,2009,31,300,0.0
jacksst02,2009,31,2829,5.0
jacksst02,2010,32,2405,1.9
jacksst02,2011,33,1212,0.6
jacksst02,2011,33,712,-0.3
jacksst02,2011,33,500,0.9
jacksst02,2012,34,1075,0.3
jacksst02,2013,35,107,-0.2
jacksto01,1967,25,2638,7.3
jacksto01,1968,26,1453,3.2
jacksto01,1968,26,20,-0.1
jacksto01,1968,26,10,0.0
jacksto01,1968,26,1423,3.3
jacksto02,1980,23,14,0.0
jackstr01,1981,22,478,0.7
jackstr01,1981,22,66,0.0
jackstr01,1981,22,412,0.7
jackstr01,1982,23,1309,1.7
jackstr01,1983,24,10,0.0
jackswa01,1974,23,939,0.3
jacobca01,2002,21,1147,1.2
jacobca01,2003,22,1828,2.6
jacobca01,2004,23,1798,2.7
jacobca01,2004,23,768,1.1
jacobca01,2004,23,1030,1.6
jacobca01,2007,26,547,-0.3
jacobfr01,1946,24,,0.7
jacobsa01,1998,23,12,0.0
jacobsa01,1999,24,681,0.9
jacobsa01,1999,24,18,0.0
jacobsa01,1999,24,663,0.9
jacobsa01,2000,25,59,0.2
jamerda01,1990,23,202,0.1
jamerda01,1991,24,378,0.2
jamerda01,1993,26,14,-0.1
jamerda01,1993,26,4,0.0
jamerda01,1993,26,10,-0.1
jamesaa01,1974,22,1731,2.9
jamesaa01,1975,23,1346,2.2
jamesaa01,1976,24,1059,2.1
jamesaa01,1977,25,2118,4.3
jamesaa01,1978,26,1417,1.7
jamesbe01,2012,27,457,1.2
jamesbe01,2013,28,146,0.1
jamesbe01,2014,29,158,0.5
jamesbi01,1973,23,10,0.0
jamesda01,2010,23,403,0.1
jamesda01,2011,24,170,-0.2
jamesda01,2012,25,0,0.0
jamesda01,2013,26,50,0.0
jamesge01,1948,23,,0.3
jamesge01,1949,24,,0.1
jamesge01,1950,25,,0.5
jamesge01,1950,25,,0.0
jamesge01,1950,25,,0.5
jameshe01,1990,25,505,0.6
jameshe01,1991,26,866,0.3
jameshe01,1992,27,88,0.2
jameshe01,1992,27,79,0.1
jameshe01,1992,27,9,0.0
jameshe01,1993,28,75,0.1
jameshe01,1995,30,58,0.1
jameshe01,1996,31,945,2.0
jameshe01,1997,32,166,0.3
jamesje01,1998,23,42,-0.1
jamesje01,2001,26,949,0.9
jamesje01,2002,27,766,0.8
jamesje01,2003,28,990,0.7
jamesje01,2004,29,1330,1.2
jamesje01,2005,30,406,-0.5
jamesje01,2006,31,273,-0.2
jamesje01,2007,32,5,0.1
jamesje01,2008,33,10,0.0
jamesle01,2003,19,3122,5.1
jamesle01,2004,20,,14.3
jamesle01,2005,21,3361,16.3
jamesle01,2006,22,,13.7
jamesle01,2007,23,3027,15.2
jamesle01,2008,24,3054,
jamesle01,2009,25,2966,
jamesle01,2010,26,3063,
jamesle01,2011,27,2326,
jamesle01,2012,28,2877,
jamesle01,2013,29,2902,15.9
jamesle01,2014,30,2493,10.4
jamesle01,2015,31,2709,13.6
jamesle01,2016,32,1578,6.9
jamesmi01,2001,26,119,0.0
jamesmi01,2002,27,1722,1.8
jamesmi01,2003,28,2196,5.2
jamesmi01,2003,28,1684,3.8
jamesmi01,2003,28,512,1.4
jamesmi01,2004,29,1859,4.3
jamesmi01,2004,29,1167,2.0
jamesmi01,2004,29,692,2.2
jamesmi01,2005,30,2925,7.6
jamesmi01,2006,31,2069,2.8
jamesmi01,2007,32,720,0.3
jamesmi01,2007,32,537,0.4
jamesmi01,2007,32,183,-0.1
jamesmi01,2008,33,1649,-0.1
jamesmi01,2008,33,74,0.0
jamesmi01,2008,33,1575,-0.1
jamesmi01,2009,34,46,-0.1
jamesmi01,2011,36,120,0.3
jamesmi01,2012,37,862,0.4
jamesmi01,2013,38,77,-0.1
jamesti01,1999,23,23,-0.1
jamesti01,2000,24,197,0.1
jamesti01,2001,25,41,-0.1
jamisan01,1998,22,1058,2.3
jamisan01,1999,23,1556,1.4
jamisan01,2000,24,3394,6.7
jamisan01,2001,25,3033,6.4
jamisan01,2002,26,3226,8.5
jamisan01,2003,27,2376,9.0
jamisan01,2004,28,2605,5.4
jamisan01,2005,29,3288,8.2
jamisan01,2006,30,2662,6.8
jamisan01,2007,31,3061,9.2
jamisan01,2008,32,3096,8.1
jamisan01,2009,33,2406,5.8
jamisan01,2009,33,1595,3.7
jamisan01,2009,33,811,2.1
jamisan01,2010,34,1842,2.6
jamisan01,2011,35,2151,3.1
jamisan01,2012,36,1636,4.3
jamisan01,2013,37,248,0.1
jamisha01,1999,23,74,0.0
jamisha01,2001,25,176,0.5
janisjo01,1946,26,,6.0
janisjo01,1947,27,,0.0
janisjo01,1947,27,,-0.1
janisjo01,1947,27,,0.1
janotho01,1949,25,,0.2
jaricma01,2002,24,1379,1.9
jaricma01,2003,25,1760,1.5
jaricma01,2004,26,1656,2.8
jaricma01,2005,27,2102,2.3
jaricma01,2006,28,1555,1.5
jaricma01,2007,29,2189,2.4
jaricma01,2008,30,605,-0.4
jarosto01,1946,26,,4.4
jarosto01,1948,28,,2.2
jarosto01,1949,29,,1.3
jarosto01,1950,30,,0.6
jarviji01,1967,24,818,0.7
jarviji01,1968,25,911,0.2
jarviji01,1968,25,134,0.0
jarviji01,1968,25,777,0.2
jasiksa01,2005,29,1557,3.3
jasiksa01,2006,30,973,1.1
jasiksa01,2006,30,664,1.0
jasiksa01,2006,30,309,0.2
jawaina01,2008,22,19,-0.1
jawaina01,2009,23,412,0.3
jeannbu01,1947,30,,8.2
jeannbu01,1948,31,,4.9
jeannbu01,1949,32,,2.6
jeelaab01,1979,25,1286,3.8
jeelaab01,1980,26,1108,1.6
jeffeal01,2004,20,1051,2.7
jeffeal01,2005,21,1062,2.3
jeffeal01,2006,22,2319,6.6
jeffeal01,2007,23,2919,7.7
jeffeal01,2008,24,1836,4.9
jeffeal01,2009,25,2463,4.6
jeffeal01,2010,26,2940,7.8
jeffeal01,2011,27,2075,7.5
jeffeal01,2012,28,2578,7.7
jeffeal01,2013,29,2553,7.8
jeffeal01,2014,30,1992,4.7
jeffeal01,2015,31,1096,2.8
jeffeal01,2016,32,688,1.6
jeffech01,2002,22,666,-0.5
jeffech01,2003,23,195,0.0
jeffech01,2003,23,8,0.0
jeffech01,2003,23,187,0.0
jeffeco01,2014,24,531,0.8
jeffeco01,2015,25,50,0.1
jeffedo01,2008,25,84,0.2
jeffeot01,2009,24,73,0.1
jeffeot01,2010,25,322,0.7
jeffeot01,2010,25,8,0.0
jeffeot01,2010,25,314,0.7
jeffeot01,2013,28,47,0.1
jeffeot01,2013,28,34,0.1
jeffeot01,2013,28,13,0.0
jefferi01,2001,21,1917,4.7
jefferi01,2002,22,2879,9.9
jefferi01,2003,23,3133,11.0
jefferi01,2004,24,1355,2.4
jefferi01,2005,25,3059,11.7
jefferi01,2006,26,1956,3.4
jefferi01,2007,27,3200,7.6
jefferi01,2008,28,2939,6.6
jefferi01,2009,29,2520,6.0
jefferi01,2010,30,2459,5.9
jefferi01,2011,31,1748,3.1
jefferi01,2011,31,1168,2.4
jefferi01,2011,31,580,0.7
jefferi01,2012,32,568,1.0
jefferi01,2013,33,2213,2.7
jefferi01,2014,34,1244,2.3
jefferi01,2015,35,1326,2.7
jefferi01,2016,36,853,0.7
jeffrja01,2002,21,292,0.3
jeffrja01,2003,22,1913,0.6
jeffrja01,2004,23,2007,2.6
jeffrja01,2005,24,1951,3.1
jeffrja01,2006,25,1307,1.2
jeffrja01,2007,26,1325,0.1
jeffrja01,2008,27,1310,1.2
jeffrja01,2009,28,1794,2.2
jeffrja01,2009,28,1462,1.7
jeffrja01,2009,28,332,0.4
jeffrja01,2010,29,601,0.6
jeffrja01,2010,29,138,0.1
jeffrja01,2010,29,463,0.4
jeffrja01,2011,30,729,1.7
jeffrja01,2012,31,350,-0.3
jenkich01,2011,22,893,0.5
jenkich01,2012,23,441,0.0
jenkich01,2012,23,291,-0.1
jenkich01,2012,23,150,0.1
jenkiho01,2004,30,104,0.0
jenkijo01,2012,21,902,1.7
jenkijo01,2013,22,158,-0.1
jenkijo01,2014,23,297,0.9
jenkijo01,2015,24,480,0.2
jenkijo01,2015,24,193,-0.1
jenkijo01,2015,24,287,0.4
jenkijo01,2016,25,13,0.0
jennibr01,2009,20,2671,4.2
jennibr01,2010,21,2169,3.9
jennibr01,2011,22,2331,5.5
jennibr01,2012,23,2897,5.8
jennibr01,2013,24,2728,3.9
jennibr01,2014,25,1173,3.3
jennibr01,2015,26,868,1.5
jennibr01,2015,26,416,0.8
jennibr01,2015,26,452,0.7
jennibr01,2016,27,1124,1.1
jennike01,1992,24,136,0.6
jennike01,1993,25,1097,2.9
jennike01,1994,26,1722,4.2
jentch01,1993,24,78,0.2
jentch01,1996,27,10,0.0
jepsele01,1990,23,105,0.0
jepsele01,1991,24,87,0.1
jerebjo01,2009,22,2232,4.4
jerebjo01,2011,24,1468,3.3
jerebjo01,2012,25,892,2.0
jerebjo01,2013,26,741,1.4
jerebjo01,2014,27,1230,3.5
jerebjo01,2014,27,703,1.9
jerebjo01,2014,27,527,1.5
jerebjo01,2015,28,1176,2.4
jerebjo01,2016,29,766,1.5
jerregr01,2014,21,51,-0.1
jerregr01,2014,21,25,-0.2
jerregr01,2014,21,26,0.1
jetereu01,2010,27,858,0.7
jeterha01,1969,24,19,0.0
jianlyi01,2007,20,1647,0.7
jianlyi01,2008,21,1421,0.7
jianlyi01,2009,22,1655,1.3
jianlyi01,2010,23,1112,0.4
jianlyi01,2011,24,203,0.0
johnsal01,2006,23,753,1.3
johnsal01,2007,24,549,0.2
johnsam01,2005,18,39,0.2
johnsam01,2006,19,124,0.5
johnsam01,2007,20,764,3.0
johnsam01,2008,21,911,2.7
johnsam01,2009,22,1453,4.5
johnsam01,2010,23,1853,5.6
johnsam01,2011,24,1553,4.0
johnsam01,2012,25,2325,7.3
johnsam01,2013,26,2214,6.3
johnsam01,2014,27,1979,5.1
johnsam01,2015,28,1800,5.9
johnsam01,2016,29,898,2.6
johnsan01,1958,26,1158,1.3
johnsan01,1959,27,1421,1.8
johnsan01,1960,28,2000,0.3
johnsan01,1961,29,2193,4.6
johnsan02,1997,23,2266,0.4
johnsan02,1998,24,885,1.1
johnsan02,1999,25,637,0.3
johnsan02,1999,25,423,0.1
johnsan02,1999,25,214,0.2
johnsan02,2000,26,511,-0.2
johnsan02,2000,26,279,-0.1
johnsan02,2000,26,232,-0.1
johnsan02,2001,27,366,0.7
johnsan02,2002,28,842,1.8
johnsan02,2003,29,1598,3.6
johnsan02,2004,30,1747,4.0
johnsan02,2005,31,1981,4.5
johnsan02,2006,32,1301,1.2
johnsan02,2006,32,562,0.8
johnsan02,2006,32,739,0.4
johnsan02,2007,33,1531,2.0
johnsan02,2007,33,1121,1.8
johnsan02,2007,33,410,0.2
johnsan02,2008,34,1481,2.8
johnsan02,2009,35,406,1.0
johnsar01,1948,28,,6.7
johnsar01,1949,29,,7.2
johnsar01,1950,30,,9.1
johnsar01,1951,31,2158,8.7
johnsar01,1952,32,1984,7.5
johnsar02,2010,21,277,-0.3
johnsar02,2011,22,124,0.1
johnsar02,2011,22,5,0.0
johnsar02,2011,22,119,0.1
johnsav01,1988,23,291,0.3
johnsav01,1989,24,575,0.5
johnsav01,1990,25,959,1.6
johnsav01,1990,25,217,0.1
johnsav01,1990,25,742,1.6
johnsav01,1991,26,1235,1.3
