year,date,away,awayPoints,home,homePoints,ot
1993,"Wed, May 5, 1993",HOU,90,LAC,93,
1993,"Wed, May 5, 1993",CLE,93,NJN,84,
1993,"Wed, May 5, 1993",POR,101,SAS,107,
1993,"Thu, May 6, 1993",NYK,109,IND,100,OT
1993,"Thu, May 6, 1993",PHO,101,LAL,86,
1993,"Thu, May 6, 1993",SEA,93,UTA,80,
1993,"Fri, May 7, 1993",CLE,79,NJN,96,
1993,"Fri, May 7, 1993",POR,97,SAS,100,OT
1993,"Sat, May 8, 1993",LAC,80,HOU,84,
1993,"Sat, May 8, 1993",UTA,92,SEA,100,
1993,"Sun, May 9, 1993",NJN,89,CLE,99,
1993,"Sun, May 9, 1993",CHH,95,NYK,111,
1993,"Sun, May 9, 1993",LAL,104,PHO,112,OT
1993,"Mon, May 10, 1993",HOU,90,SEA,99,
1993,"Tue, May 11, 1993",CLE,84,CHI,91,
1993,"Tue, May 11, 1993",SAS,89,PHO,98,
1993,"Wed, May 12, 1993",CHH,101,NYK,105,OT
1993,"Wed, May 12, 1993",HOU,100,SEA,111,
1993,"Thu, May 13, 1993",CLE,85,CHI,104,
1993,"Thu, May 13, 1993",SAS,103,PHO,109,
1993,"Fri, May 14, 1993",NYK,106,CHH,110,2OT
1993,"Sat, May 15, 1993",CHI,96,CLE,90,
1993,"Sat, May 15, 1993",SEA,79,HOU,97,
1993,"Sat, May 15, 1993",PHO,96,SAS,111,
1993,"Sun, May 16, 1993",NYK,94,CHH,92,
1993,"Sun, May 16, 1993",SEA,92,HOU,103,
1993,"Sun, May 16, 1993",PHO,103,SAS,117,
1993,"Mon, May 17, 1993",CHI,103,CLE,101,
1993,"Tue, May 18, 1993",CHH,101,NYK,105,
1993,"Tue, May 18, 1993",SAS,97,PHO,109,
1993,"Tue, May 18, 1993",HOU,95,SEA,120,
1993,"Thu, May 20, 1993",SEA,90,HOU,103,
1993,"Thu, May 20, 1993",PHO,102,SAS,100,
1993,"Sat, May 22, 1993",HOU,100,SEA,103,OT
1993,"Sun, May 23, 1993",CHI,90,NYK,98,
1993,"Mon, May 24, 1993",SEA,91,PHO,105,
1993,"Tue, May 25, 1993",CHI,91,NYK,96,
1993,"Wed, May 26, 1993",SEA,103,PHO,99,
1993,"Fri, May 28, 1993",PHO,104,SEA,97,
1993,"Sat, May 29, 1993",NYK,83,CHI,103,
1993,"Sun, May 30, 1993",PHO,101,SEA,120,
1993,"Mon, May 31, 1993",NYK,95,CHI,105,
1993,"Tue, Jun 1, 1993",SEA,114,PHO,120,
1993,"Wed, Jun 2, 1993",CHI,97,NYK,94,
1993,"Thu, Jun 3, 1993",PHO,102,SEA,118,
1993,"Fri, Jun 4, 1993",NYK,88,CHI,96,
1993,"Sat, Jun 5, 1993",SEA,110,PHO,123,
1993,"Wed, Jun 9, 1993",CHI,100,PHO,92,
1993,"Fri, Jun 11, 1993",CHI,111,PHO,108,
1993,"Sun, Jun 13, 1993",PHO,129,CHI,121,3OT
1993,"Wed, Jun 16, 1993",PHO,105,CHI,111,
1993,"Fri, Jun 18, 1993",PHO,108,CHI,98,
1993,"Sun, Jun 20, 1993",CHI,99,PHO,98,
1992,"Thu, Apr 23, 1992",IND,113,BOS,124,
1992,"Thu, Apr 23, 1992",NJN,113,CLE,120,
1992,"Thu, Apr 23, 1992",SEA,117,GSW,109,
1992,"Thu, Apr 23, 1992",LAL,102,POR,115,
1992,"Fri, Apr 24, 1992",MIA,94,CHI,113,
1992,"Fri, Apr 24, 1992",DET,75,NYK,109,
1992,"Fri, Apr 24, 1992",SAS,111,PHO,117,
1992,"Fri, Apr 24, 1992",LAC,97,UTA,115,
1992,"Sat, Apr 25, 1992",IND,112,BOS,119,OT
1992,"Sat, Apr 25, 1992",NJN,96,CLE,118,
1992,"Sat, Apr 25, 1992",SEA,101,GSW,115,
1992,"Sat, Apr 25, 1992",LAL,79,POR,101,
1992,"Sun, Apr 26, 1992",MIA,90,CHI,120,
1992,"Sun, Apr 26, 1992",DET,89,NYK,88,
1992,"Sun, Apr 26, 1992",SAS,107,PHO,119,
1992,"Sun, Apr 26, 1992",LAC,92,UTA,103,
1992,"Mon, Apr 27, 1992",BOS,102,IND,98,
1992,"Tue, Apr 28, 1992",NYK,90,DET,87,OT
1992,"Tue, Apr 28, 1992",UTA,88,LAC,98,
1992,"Tue, Apr 28, 1992",CLE,104,NJN,109,
1992,"Tue, Apr 28, 1992",GSW,128,SEA,129,
1992,"Wed, Apr 29, 1992",POR,119,LAL,121,OT
1992,"Wed, Apr 29, 1992",CHI,119,MIA,114,
1992,"Wed, Apr 29, 1992",PHO,101,SAS,92,
1992,"Thu, Apr 30, 1992",CLE,98,NJN,89,
1992,"Thu, Apr 30, 1992",GSW,116,SEA,119,
1992,"Fri, May 1, 1992",NYK,82,DET,86,
1992,"Sat, May 2, 1992",BOS,76,CLE,101,
1992,"Sun, May 3, 1992",UTA,107,LAC,115,
1992,"Sun, May 3, 1992",POR,102,LAL,76,
1992,"Sun, May 3, 1992",DET,87,NYK,94,
1992,"Mon, May 4, 1992",BOS,104,CLE,98,
1992,"Mon, May 4, 1992",LAC,89,UTA,98,
1992,"Tue, May 5, 1992",NYK,94,CHI,89,
1992,"Tue, May 5, 1992",PHO,111,POR,113,
1992,"Wed, May 6, 1992",SEA,100,UTA,108,
1992,"Thu, May 7, 1992",NYK,78,CHI,86,
1992,"Thu, May 7, 1992",PHO,119,POR,126,
1992,"Fri, May 8, 1992",CLE,107,BOS,110,
1992,"Fri, May 8, 1992",SEA,97,UTA,103,
1992,"Sat, May 9, 1992",CHI,94,NYK,86,
1992,"Sat, May 9, 1992",POR,117,PHO,124,
1992,"Sun, May 10, 1992",CLE,114,BOS,112,OT
1992,"Sun, May 10, 1992",CHI,86,NYK,93,
1992,"Sun, May 10, 1992",UTA,98,SEA,104,
1992,"Mon, May 11, 1992",POR,153,PHO,151,2OT
1992,"Tue, May 12, 1992",NYK,88,CHI,96,
1992,"Tue, May 12, 1992",UTA,89,SEA,83,
1992,"Wed, May 13, 1992",BOS,98,CLE,114,
1992,"Thu, May 14, 1992",CHI,86,NYK,100,
1992,"Thu, May 14, 1992",PHO,106,POR,118,
1992,"Thu, May 14, 1992",SEA,100,UTA,111,
1992,"Fri, May 15, 1992",CLE,91,BOS,122,
1992,"Sat, May 16, 1992",UTA,88,POR,113,
1992,"Sun, May 17, 1992",NYK,81,CHI,110,
1992,"Sun, May 17, 1992",BOS,104,CLE,122,
1992,"Tue, May 19, 1992",CLE,89,CHI,103,
1992,"Tue, May 19, 1992",UTA,102,POR,119,
1992,"Thu, May 21, 1992",CLE,107,CHI,81,
1992,"Fri, May 22, 1992",POR,89,UTA,97,
1992,"Sat, May 23, 1992",CHI,105,CLE,96,
1992,"Sun, May 24, 1992",POR,112,UTA,121,
1992,"Mon, May 25, 1992",CHI,85,CLE,99,
1992,"Tue, May 26, 1992",UTA,121,POR,127,OT
1992,"Wed, May 27, 1992",CLE,89,CHI,112,
1992,"Thu, May 28, 1992",POR,105,UTA,97,
1992,"Fri, May 29, 1992",CHI,99,CLE,94,
1992,"Wed, Jun 3, 1992",POR,89,CHI,122,
1992,"Fri, Jun 5, 1992",POR,115,CHI,104,OT
1992,"Sun, Jun 7, 1992",CHI,94,POR,84,
1992,"Wed, Jun 10, 1992",CHI,88,POR,93,
1992,"Fri, Jun 12, 1992",CHI,119,POR,106,
1992,"Sun, Jun 14, 1992",POR,93,CHI,97,
1991,"Thu, Apr 25, 1991",NYK,85,CHI,126,
1991,"Thu, Apr 25, 1991",HOU,92,LAL,94,
1991,"Thu, Apr 25, 1991",PHI,99,MIL,90,
1991,"Thu, Apr 25, 1991",UTA,129,PHO,90,
1991,"Thu, Apr 25, 1991",GSW,121,SAS,130,
1991,"Fri, Apr 26, 1991",IND,120,BOS,127,
1991,"Fri, Apr 26, 1991",ATL,103,DET,98,
1991,"Fri, Apr 26, 1991",SEA,102,POR,110,
1991,"Sat, Apr 27, 1991",HOU,98,LAL,109,
1991,"Sat, Apr 27, 1991",PHI,116,MIL,112,OT
1991,"Sat, Apr 27, 1991",UTA,92,PHO,102,
1991,"Sat, Apr 27, 1991",GSW,111,SAS,98,
1991,"Sun, Apr 28, 1991",IND,130,BOS,118,
1991,"Sun, Apr 28, 1991",NYK,79,CHI,89,
1991,"Sun, Apr 28, 1991",ATL,88,DET,101,
1991,"Sun, Apr 28, 1991",SEA,106,POR,115,
1991,"Tue, Apr 30, 1991",DET,103,ATL,91,
1991,"Tue, Apr 30, 1991",LAL,94,HOU,90,
1991,"Tue, Apr 30, 1991",CHI,103,NYK,94,
1991,"Tue, Apr 30, 1991",MIL,100,PHI,121,
1991,"Tue, Apr 30, 1991",POR,99,SEA,102,
1991,"Tue, Apr 30, 1991",PHO,98,UTA,107,
1991,"Wed, May 1, 1991",SAS,106,GSW,109,
1991,"Wed, May 1, 1991",BOS,112,IND,105,
1991,"Thu, May 2, 1991",DET,111,ATL,123,
1991,"Thu, May 2, 1991",POR,89,SEA,101,
1991,"Thu, May 2, 1991",PHO,93,UTA,101,
1991,"Fri, May 3, 1991",SAS,97,GSW,110,
1991,"Fri, May 3, 1991",BOS,113,IND,116,
1991,"Sat, May 4, 1991",PHI,92,CHI,105,
1991,"Sat, May 4, 1991",SEA,107,POR,119,
1991,"Sun, May 5, 1991",IND,121,BOS,124,
1991,"Sun, May 5, 1991",ATL,81,DET,113,
1991,"Sun, May 5, 1991",GSW,116,LAL,126,
1991,"Mon, May 6, 1991",PHI,100,CHI,112,
1991,"Tue, May 7, 1991",DET,86,BOS,75,
1991,"Tue, May 7, 1991",UTA,97,POR,117,
1991,"Wed, May 8, 1991",GSW,125,LAL,124,
1991,"Thu, May 9, 1991",DET,103,BOS,109,
1991,"Thu, May 9, 1991",UTA,116,POR,118,
1991,"Fri, May 10, 1991",LAL,115,GSW,112,
1991,"Fri, May 10, 1991",CHI,97,PHI,99,
1991,"Sat, May 11, 1991",BOS,115,DET,83,
1991,"Sat, May 11, 1991",POR,101,UTA,107,
1991,"Sun, May 12, 1991",LAL,123,GSW,107,
1991,"Sun, May 12, 1991",CHI,101,PHI,85,
1991,"Sun, May 12, 1991",POR,104,UTA,101,
1991,"Mon, May 13, 1991",BOS,97,DET,104,
1991,"Tue, May 14, 1991",PHI,95,CHI,100,
1991,"Tue, May 14, 1991",GSW,119,LAL,124,OT
1991,"Tue, May 14, 1991",UTA,96,POR,103,
1991,"Wed, May 15, 1991",DET,116,BOS,111,
1991,"Fri, May 17, 1991",BOS,113,DET,117,OT
1991,"Sat, May 18, 1991",LAL,111,POR,106,
1991,"Sun, May 19, 1991",DET,83,CHI,94,
1991,"Tue, May 21, 1991",DET,97,CHI,105,
1991,"Tue, May 21, 1991",LAL,98,POR,109,
1991,"Fri, May 24, 1991",POR,92,LAL,106,
1991,"Sat, May 25, 1991",CHI,113,DET,107,
1991,"Sun, May 26, 1991",POR,95,LAL,116,
1991,"Mon, May 27, 1991",CHI,115,DET,94,
1991,"Tue, May 28, 1991",LAL,84,POR,95,
1991,"Thu, May 30, 1991",POR,90,LAL,91,
1991,"Sun, Jun 2, 1991",LAL,93,CHI,91,
1991,"Wed, Jun 5, 1991",LAL,86,CHI,107,
1991,"Fri, Jun 7, 1991",CHI,104,LAL,96,OT
1991,"Sun, Jun 9, 1991",CHI,97,LAL,82,
1991,"Wed, Jun 12, 1991",CHI,108,LAL,101,
1990,"Thu, Apr 26, 1990",NYK,105,BOS,116,
1990,"Thu, Apr 26, 1990",IND,92,DET,104,
1990,"Thu, Apr 26, 1990",CLE,106,PHI,111,
1990,"Thu, Apr 26, 1990",DAL,102,POR,109,
1990,"Thu, Apr 26, 1990",DEN,103,SAS,119,
1990,"Fri, Apr 27, 1990",MIL,97,CHI,111,
1990,"Fri, Apr 27, 1990",HOU,89,LAL,101,
1990,"Fri, Apr 27, 1990",PHO,96,UTA,113,
1990,"Sat, Apr 28, 1990",NYK,128,BOS,157,
1990,"Sat, Apr 28, 1990",IND,87,DET,100,
1990,"Sat, Apr 28, 1990",DAL,107,POR,114,
1990,"Sat, Apr 28, 1990",DEN,120,SAS,129,
1990,"Sun, Apr 29, 1990",MIL,102,CHI,109,
1990,"Sun, Apr 29, 1990",HOU,100,LAL,104,
1990,"Sun, Apr 29, 1990",CLE,101,PHI,107,
1990,"Sun, Apr 29, 1990",PHO,105,UTA,87,
1990,"Tue, May 1, 1990",PHI,95,CLE,122,
1990,"Tue, May 1, 1990",POR,106,DAL,92,
1990,"Tue, May 1, 1990",SAS,131,DEN,120,
1990,"Tue, May 1, 1990",LAL,108,HOU,114,
1990,"Tue, May 1, 1990",DET,108,IND,96,
1990,"Tue, May 1, 1990",CHI,112,MIL,119,
1990,"Wed, May 2, 1990",BOS,99,NYK,102,
1990,"Wed, May 2, 1990",UTA,105,PHO,120,
1990,"Thu, May 3, 1990",PHI,96,CLE,108,
1990,"Thu, May 3, 1990",LAL,109,HOU,88,
1990,"Thu, May 3, 1990",CHI,110,MIL,86,
1990,"Fri, May 4, 1990",BOS,108,NYK,135,
1990,"Fri, May 4, 1990",UTA,105,PHO,94,
1990,"Sat, May 5, 1990",CLE,97,PHI,113,
1990,"Sat, May 5, 1990",SAS,94,POR,107,
1990,"Sun, May 6, 1990",NYK,121,BOS,114,
1990,"Sun, May 6, 1990",PHO,104,UTA,102,
1990,"Mon, May 7, 1990",PHI,85,CHI,96,
1990,"Tue, May 8, 1990",NYK,77,DET,112,
1990,"Tue, May 8, 1990",PHO,104,LAL,102,
1990,"Tue, May 8, 1990",SAS,112,POR,122,
1990,"Wed, May 9, 1990",PHI,96,CHI,101,
1990,"Thu, May 10, 1990",NYK,97,DET,104,
1990,"Thu, May 10, 1990",PHO,100,LAL,124,
1990,"Thu, May 10, 1990",POR,98,SAS,121,
1990,"Fri, May 11, 1990",CHI,112,PHI,118,
1990,"Sat, May 12, 1990",DET,103,NYK,111,
1990,"Sat, May 12, 1990",LAL,103,PHO,117,
1990,"Sat, May 12, 1990",POR,105,SAS,115,
1990,"Sun, May 13, 1990",DET,102,NYK,90,
1990,"Sun, May 13, 1990",CHI,111,PHI,101,
1990,"Sun, May 13, 1990",LAL,101,PHO,114,
1990,"Tue, May 15, 1990",NYK,84,DET,95,
1990,"Tue, May 15, 1990",PHO,106,LAL,103,
1990,"Tue, May 15, 1990",SAS,132,POR,138,2OT
1990,"Wed, May 16, 1990",PHI,99,CHI,117,
1990,"Thu, May 17, 1990",POR,97,SAS,112,
1990,"Sat, May 19, 1990",SAS,105,POR,108,OT
1990,"Sun, May 20, 1990",CHI,77,DET,86,
1990,"Mon, May 21, 1990",PHO,98,POR,100,
1990,"Tue, May 22, 1990",CHI,93,DET,102,
1990,"Wed, May 23, 1990",PHO,107,POR,108,
1990,"Fri, May 25, 1990",POR,89,PHO,123,
1990,"Sat, May 26, 1990",DET,102,CHI,107,
1990,"Sun, May 27, 1990",POR,107,PHO,119,
1990,"Mon, May 28, 1990",DET,101,CHI,108,
1990,"Tue, May 29, 1990",PHO,114,POR,120,
1990,"Wed, May 30, 1990",CHI,83,DET,97,
1990,"Thu, May 31, 1990",POR,112,PHO,109,
1990,"Fri, Jun 1, 1990",DET,91,CHI,109,
1990,"Sun, Jun 3, 1990",CHI,74,DET,93,
1990,"Tue, Jun 5, 1990",POR,99,DET,105,
1990,"Thu, Jun 7, 1990",POR,106,DET,105,OT
1990,"Sun, Jun 10, 1990",DET,121,POR,106,
1990,"Tue, Jun 12, 1990",DET,112,POR,109,
1990,"Thu, Jun 14, 1990",DET,92,POR,90,
1994,"Thu, Apr 28, 1994",MIA,93,ATL,88,
1994,"Thu, Apr 28, 1994",IND,89,ORL,88,
1994,"Thu, Apr 28, 1994",UTA,89,SAS,106,
1994,"Thu, Apr 28, 1994",DEN,82,SEA,106,
1994,"Fri, Apr 29, 1994",CLE,96,CHI,104,
1994,"Fri, Apr 29, 1994",POR,104,HOU,114,
1994,"Fri, Apr 29, 1994",NJN,80,NYK,91,
1994,"Fri, Apr 29, 1994",GSW,104,PHO,111,
1994,"Sat, Apr 30, 1994",MIA,86,ATL,104,
1994,"Sat, Apr 30, 1994",IND,103,ORL,101,
1994,"Sat, Apr 30, 1994",UTA,96,SAS,84,
1994,"Sat, Apr 30, 1994",DEN,87,SEA,97,
1994,"Sun, May 1, 1994",CLE,96,CHI,105,
1994,"Sun, May 1, 1994",POR,104,HOU,115,
1994,"Sun, May 1, 1994",NJN,81,NYK,90,
1994,"Sun, May 1, 1994",GSW,111,PHO,117,
1994,"Mon, May 2, 1994",SEA,93,DEN,110,
1994,"Mon, May 2, 1994",ORL,86,IND,99,
1994,"Tue, May 3, 1994",CHI,95,CLE,92,OT
1994,"Tue, May 3, 1994",ATL,86,MIA,90,
1994,"Tue, May 3, 1994",HOU,115,POR,118,
1994,"Tue, May 3, 1994",SAS,72,UTA,105,
1994,"Wed, May 4, 1994",PHO,140,GSW,133,
1994,"Wed, May 4, 1994",NYK,92,NJN,93,OT
1994,"Thu, May 5, 1994",SEA,85,DEN,94,OT
1994,"Thu, May 5, 1994",ATL,103,MIA,89,
1994,"Thu, May 5, 1994",SAS,90,UTA,95,
1994,"Fri, May 6, 1994",NYK,102,NJN,92,
1994,"Fri, May 6, 1994",HOU,92,POR,89,
1994,"Sat, May 7, 1994",DEN,98,SEA,94,OT
1994,"Sun, May 8, 1994",MIA,91,ATL,102,
1994,"Sun, May 8, 1994",PHO,91,HOU,87,
1994,"Sun, May 8, 1994",CHI,86,NYK,90,
1994,"Tue, May 10, 1994",IND,96,ATL,85,
1994,"Tue, May 10, 1994",DEN,91,UTA,100,
1994,"Wed, May 11, 1994",PHO,124,HOU,117,OT
1994,"Wed, May 11, 1994",CHI,91,NYK,96,
1994,"Thu, May 12, 1994",IND,69,ATL,92,
1994,"Thu, May 12, 1994",DEN,94,UTA,104,
1994,"Fri, May 13, 1994",NYK,102,CHI,104,
1994,"Fri, May 13, 1994",HOU,118,PHO,102,
1994,"Sat, May 14, 1994",UTA,111,DEN,109,OT
1994,"Sat, May 14, 1994",ATL,81,IND,101,
1994,"Sun, May 15, 1994",NYK,83,CHI,95,
1994,"Sun, May 15, 1994",UTA,82,DEN,83,
1994,"Sun, May 15, 1994",ATL,86,IND,102,
1994,"Sun, May 15, 1994",HOU,107,PHO,96,
1994,"Tue, May 17, 1994",IND,76,ATL,88,
1994,"Tue, May 17, 1994",PHO,86,HOU,109,
1994,"Tue, May 17, 1994",DEN,109,UTA,101,2OT
1994,"Wed, May 18, 1994",CHI,86,NYK,87,
1994,"Thu, May 19, 1994",UTA,91,DEN,94,
1994,"Thu, May 19, 1994",ATL,79,IND,98,
1994,"Thu, May 19, 1994",HOU,89,PHO,103,
1994,"Fri, May 20, 1994",NYK,79,CHI,93,
1994,"Sat, May 21, 1994",PHO,94,HOU,104,
1994,"Sat, May 21, 1994",DEN,81,UTA,91,
1994,"Sun, May 22, 1994",CHI,77,NYK,87,
1994,"Mon, May 23, 1994",UTA,88,HOU,100,
1994,"Tue, May 24, 1994",IND,89,NYK,100,
1994,"Wed, May 25, 1994",UTA,99,HOU,104,
1994,"Thu, May 26, 1994",IND,78,NYK,89,
1994,"Fri, May 27, 1994",HOU,86,UTA,95,
1994,"Sat, May 28, 1994",NYK,68,IND,88,
1994,"Sun, May 29, 1994",HOU,80,UTA,78,
1994,"Mon, May 30, 1994",NYK,77,IND,83,
1994,"Tue, May 31, 1994",UTA,83,HOU,94,
1994,"Wed, Jun 1, 1994",IND,93,NYK,86,
1994,"Fri, Jun 3, 1994",NYK,98,IND,91,
1994,"Sun, Jun 5, 1994",IND,90,NYK,94,
1994,"Wed, Jun 8, 1994",NYK,78,HOU,85,
1994,"Fri, Jun 10, 1994",NYK,91,HOU,83,
1994,"Sun, Jun 12, 1994",HOU,93,NYK,89,
1994,"Wed, Jun 15, 1994",HOU,82,NYK,91,
1994,"Fri, Jun 17, 1994",HOU,84,NYK,91,
1994,"Sun, Jun 19, 1994",NYK,84,HOU,86,
1994,"Wed, Jun 22, 1994",NYK,84,HOU,90,
1997,"Thu, Apr 24, 1997",MIN,95,HOU,112,
1997,"Thu, Apr 24, 1997",ORL,64,MIA,99,
1997,"Thu, Apr 24, 1997",CHH,99,NYK,109,
1997,"Thu, Apr 24, 1997",LAC,86,UTA,106,
1997,"Fri, Apr 25, 1997",DET,75,ATL,89,
1997,"Fri, Apr 25, 1997",WSB,86,CHI,98,
1997,"Fri, Apr 25, 1997",POR,77,LAL,95,
1997,"Fri, Apr 25, 1997",PHO,106,SEA,101,
1997,"Sat, Apr 26, 1997",MIN,84,HOU,96,
1997,"Sat, Apr 26, 1997",CHH,93,NYK,100,
1997,"Sat, Apr 26, 1997",LAC,99,UTA,105,
1997,"Sun, Apr 27, 1997",DET,93,ATL,80,
1997,"Sun, Apr 27, 1997",WSB,104,CHI,109,
1997,"Sun, Apr 27, 1997",POR,93,LAL,107,
1997,"Sun, Apr 27, 1997",ORL,87,MIA,104,
1997,"Sun, Apr 27, 1997",PHO,78,SEA,122,
1997,"Mon, Apr 28, 1997",NYK,104,CHH,95,
1997,"Mon, Apr 28, 1997",UTA,104,LAC,92,
1997,"Tue, Apr 29, 1997",ATL,91,DET,99,
1997,"Tue, Apr 29, 1997",HOU,125,MIN,120,
1997,"Tue, Apr 29, 1997",MIA,75,ORL,88,
1997,"Tue, Apr 29, 1997",SEA,103,PHO,110,
1997,"Wed, Apr 30, 1997",LAL,90,POR,98,
1997,"Wed, Apr 30, 1997",CHI,96,WSB,95,
1997,"Thu, May 1, 1997",MIA,91,ORL,99,
1997,"Thu, May 1, 1997",SEA,122,PHO,115,OT
1997,"Fri, May 2, 1997",ATL,94,DET,82,
1997,"Fri, May 2, 1997",LAL,95,POR,91,
1997,"Sat, May 3, 1997",PHO,92,SEA,116,
1997,"Sun, May 4, 1997",DET,79,ATL,84,
1997,"Sun, May 4, 1997",ORL,83,MIA,91,
1997,"Sun, May 4, 1997",LAL,77,UTA,93,
1997,"Mon, May 5, 1997",SEA,102,HOU,112,
1997,"Tue, May 6, 1997",ATL,97,CHI,100,
1997,"Tue, May 6, 1997",LAL,101,UTA,103,
1997,"Wed, May 7, 1997",SEA,106,HOU,101,
1997,"Wed, May 7, 1997",NYK,88,MIA,79,
1997,"Thu, May 8, 1997",ATL,103,CHI,95,
1997,"Thu, May 8, 1997",UTA,84,LAL,104,
1997,"Fri, May 9, 1997",NYK,84,MIA,88,
1997,"Fri, May 9, 1997",HOU,97,SEA,93,
1997,"Sat, May 10, 1997",CHI,100,ATL,80,
1997,"Sat, May 10, 1997",UTA,110,LAL,95,
1997,"Sun, May 11, 1997",CHI,89,ATL,80,
1997,"Sun, May 11, 1997",MIA,73,NYK,77,
1997,"Sun, May 11, 1997",HOU,110,SEA,106,OT
1997,"Mon, May 12, 1997",MIA,76,NYK,89,
1997,"Mon, May 12, 1997",LAL,93,UTA,98,OT
1997,"Tue, May 13, 1997",ATL,92,CHI,107,
1997,"Tue, May 13, 1997",SEA,100,HOU,94,
1997,"Wed, May 14, 1997",NYK,81,MIA,96,
1997,"Thu, May 15, 1997",HOU,96,SEA,99,
1997,"Fri, May 16, 1997",MIA,95,NYK,90,
1997,"Sat, May 17, 1997",SEA,91,HOU,96,
1997,"Sun, May 18, 1997",NYK,90,MIA,101,
1997,"Mon, May 19, 1997",HOU,86,UTA,101,
1997,"Tue, May 20, 1997",MIA,77,CHI,84,
1997,"Wed, May 21, 1997",HOU,92,UTA,104,
1997,"Thu, May 22, 1997",MIA,68,CHI,75,
1997,"Fri, May 23, 1997",UTA,100,HOU,118,
1997,"Sat, May 24, 1997",CHI,98,MIA,74,
1997,"Sun, May 25, 1997",UTA,92,HOU,95,
1997,"Mon, May 26, 1997",CHI,80,MIA,87,
1997,"Tue, May 27, 1997",HOU,91,UTA,96,
1997,"Wed, May 28, 1997",MIA,87,CHI,100,
1997,"Thu, May 29, 1997",UTA,103,HOU,100,
1997,"Sun, Jun 1, 1997",UTA,82,CHI,84,
1997,"Wed, Jun 4, 1997",UTA,85,CHI,97,
1997,"Fri, Jun 6, 1997",CHI,93,UTA,104,
1997,"Sun, Jun 8, 1997",CHI,73,UTA,78,
1997,"Wed, Jun 11, 1997",CHI,90,UTA,88,
1997,"Fri, Jun 13, 1997",UTA,86,CHI,90,
1995,"Thu, Apr 27, 1995",ATL,82,IND,90,
1995,"Thu, Apr 27, 1995",CLE,79,NYK,103,
1995,"Thu, Apr 27, 1995",LAL,71,SEA,96,
1995,"Thu, Apr 27, 1995",HOU,100,UTA,102,
1995,"Fri, Apr 28, 1995",CHI,108,CHH,100,OT
1995,"Fri, Apr 28, 1995",BOS,77,ORL,124,
1995,"Fri, Apr 28, 1995",POR,102,PHO,129,
1995,"Fri, Apr 28, 1995",DEN,88,SAS,104,
1995,"Sat, Apr 29, 1995",ATL,97,IND,105,
1995,"Sat, Apr 29, 1995",CLE,90,NYK,84,
1995,"Sat, Apr 29, 1995",LAL,84,SEA,82,
1995,"Sat, Apr 29, 1995",HOU,140,UTA,126,
1995,"Sun, Apr 30, 1995",CHI,89,CHH,106,
1995,"Sun, Apr 30, 1995",BOS,99,ORL,92,
1995,"Sun, Apr 30, 1995",POR,94,PHO,103,
1995,"Sun, Apr 30, 1995",DEN,96,SAS,122,
1995,"Mon, May 1, 1995",NYK,83,CLE,81,
1995,"Mon, May 1, 1995",SEA,101,LAL,105,
1995,"Tue, May 2, 1995",IND,105,ATL,89,
1995,"Tue, May 2, 1995",CHH,80,CHI,103,
1995,"Tue, May 2, 1995",SAS,99,DEN,95,
1995,"Tue, May 2, 1995",PHO,117,POR,109,
1995,"Wed, May 3, 1995",ORL,82,BOS,77,
1995,"Wed, May 3, 1995",UTA,95,HOU,82,
1995,"Thu, May 4, 1995",CHH,84,CHI,85,
1995,"Thu, May 4, 1995",NYK,93,CLE,80,
1995,"Thu, May 4, 1995",SEA,110,LAL,114,
1995,"Fri, May 5, 1995",ORL,95,BOS,92,
1995,"Fri, May 5, 1995",UTA,106,HOU,123,
1995,"Sat, May 6, 1995",LAL,94,SAS,110,
1995,"Sun, May 7, 1995",IND,107,NYK,105,
1995,"Sun, May 7, 1995",CHI,91,ORL,94,
1995,"Sun, May 7, 1995",HOU,95,UTA,91,
1995,"Mon, May 8, 1995",LAL,90,SAS,97,OT
1995,"Tue, May 9, 1995",IND,77,NYK,96,
1995,"Tue, May 9, 1995",HOU,108,PHO,130,
1995,"Wed, May 10, 1995",CHI,104,ORL,94,
1995,"Thu, May 11, 1995",NYK,95,IND,97,OT
1995,"Thu, May 11, 1995",HOU,94,PHO,118,
1995,"Fri, May 12, 1995",ORL,110,CHI,101,
1995,"Fri, May 12, 1995",SAS,85,LAL,92,
1995,"Sat, May 13, 1995",PHO,85,HOU,118,
1995,"Sat, May 13, 1995",NYK,84,IND,98,
1995,"Sun, May 14, 1995",ORL,95,CHI,106,
1995,"Sun, May 14, 1995",PHO,114,HOU,110,
1995,"Sun, May 14, 1995",SAS,80,LAL,71,
1995,"Tue, May 16, 1995",CHI,95,ORL,103,
1995,"Tue, May 16, 1995",HOU,103,PHO,97,OT
1995,"Tue, May 16, 1995",LAL,98,SAS,96,OT
1995,"Wed, May 17, 1995",IND,95,NYK,96,
1995,"Thu, May 18, 1995",ORL,108,CHI,102,
1995,"Thu, May 18, 1995",PHO,103,HOU,116,
1995,"Thu, May 18, 1995",SAS,100,LAL,88,
1995,"Fri, May 19, 1995",NYK,92,IND,82,
1995,"Sat, May 20, 1995",HOU,115,PHO,114,
1995,"Sun, May 21, 1995",IND,97,NYK,95,
1995,"Mon, May 22, 1995",HOU,94,SAS,93,
1995,"Tue, May 23, 1995",IND,101,ORL,105,
