year,date,away,awayPoints,home,homePoints,ot
2009,"Sun, Jun 7, 2009",ORL,96,LAL,101,OT
2009,"Tue, Jun 9, 2009",LAL,104,ORL,108,
2009,"Thu, Jun 11, 2009",LAL,99,ORL,91,OT
2009,"Sun, Jun 14, 2009",LAL,99,ORL,86,
2008,"Sat, Apr 19, 2008",WAS,86,CLE,93,
2008,"Sat, Apr 19, 2008",UTA,93,HOU,82,
2008,"Sat, Apr 19, 2008",DAL,92,NOH,104,
2008,"Sat, Apr 19, 2008",PHO,115,SAS,117,2OT
2008,"Sun, Apr 20, 2008",ATL,81,BOS,104,
2008,"Sun, Apr 20, 2008",PHI,90,DET,86,
2008,"Sun, Apr 20, 2008",DEN,114,LAL,128,
2008,"Sun, Apr 20, 2008",TOR,100,ORL,114,
2008,"Mon, Apr 21, 2008",WAS,86,CLE,116,
2008,"Mon, Apr 21, 2008",UTA,90,HOU,84,
2008,"Tue, Apr 22, 2008",DAL,103,NOH,127,
2008,"Tue, Apr 22, 2008",TOR,103,ORL,104,
2008,"Tue, Apr 22, 2008",PHO,96,SAS,102,
2008,"Wed, Apr 23, 2008",ATL,77,BOS,96,
2008,"Wed, Apr 23, 2008",PHI,88,DET,105,
2008,"Wed, Apr 23, 2008",DEN,107,LAL,122,
2008,"Thu, Apr 24, 2008",ORL,94,TOR,108,
2008,"Thu, Apr 24, 2008",HOU,94,UTA,92,
2008,"Thu, Apr 24, 2008",CLE,72,WAS,108,
2008,"Fri, Apr 25, 2008",NOH,87,DAL,97,
2008,"Fri, Apr 25, 2008",DET,75,PHI,95,
2008,"Fri, Apr 25, 2008",SAS,115,PHO,99,
2008,"Sat, Apr 26, 2008",BOS,93,ATL,102,
2008,"Sat, Apr 26, 2008",LAL,102,DEN,84,
2008,"Sat, Apr 26, 2008",ORL,106,TOR,94,
2008,"Sat, Apr 26, 2008",HOU,82,UTA,86,
2008,"Sun, Apr 27, 2008",NOH,97,DAL,84,
2008,"Sun, Apr 27, 2008",DET,93,PHI,84,
2008,"Sun, Apr 27, 2008",SAS,86,PHO,105,
2008,"Sun, Apr 27, 2008",CLE,100,WAS,97,
2008,"Mon, Apr 28, 2008",BOS,92,ATL,97,
2008,"Mon, Apr 28, 2008",LAL,107,DEN,101,
2008,"Mon, Apr 28, 2008",TOR,92,ORL,102,
2008,"Tue, Apr 29, 2008",PHI,81,DET,98,
2008,"Tue, Apr 29, 2008",UTA,69,HOU,95,
2008,"Tue, Apr 29, 2008",DAL,94,NOH,99,
2008,"Tue, Apr 29, 2008",PHO,87,SAS,92,
2008,"Wed, Apr 30, 2008",ATL,85,BOS,110,
2008,"Wed, Apr 30, 2008",WAS,88,CLE,87,
2008,"Thu, May 1, 2008",DET,100,PHI,77,
2008,"Fri, May 2, 2008",BOS,100,ATL,103,
2008,"Fri, May 2, 2008",HOU,91,UTA,113,
2008,"Fri, May 2, 2008",CLE,105,WAS,88,
2008,"Sat, May 3, 2008",ORL,72,DET,91,
2008,"Sat, May 3, 2008",SAS,82,NOH,101,
2008,"Sun, May 4, 2008",ATL,65,BOS,99,
2008,"Sun, May 4, 2008",UTA,98,LAL,109,
2008,"Mon, May 5, 2008",ORL,93,DET,100,
2008,"Mon, May 5, 2008",SAS,84,NOH,102,
2008,"Tue, May 6, 2008",CLE,72,BOS,76,
2008,"Wed, May 7, 2008",UTA,110,LAL,120,
2008,"Wed, May 7, 2008",DET,86,ORL,111,
2008,"Thu, May 8, 2008",CLE,73,BOS,89,
2008,"Thu, May 8, 2008",NOH,99,SAS,110,
2008,"Fri, May 9, 2008",LAL,99,UTA,104,
2008,"Sat, May 10, 2008",BOS,84,CLE,108,
2008,"Sat, May 10, 2008",DET,90,ORL,89,
2008,"Sun, May 11, 2008",NOH,80,SAS,100,
2008,"Sun, May 11, 2008",LAL,115,UTA,123,OT
2008,"Mon, May 12, 2008",BOS,77,CLE,88,
2008,"Tue, May 13, 2008",ORL,86,DET,91,
2008,"Tue, May 13, 2008",SAS,79,NOH,101,
2008,"Wed, May 14, 2008",CLE,89,BOS,96,
2008,"Wed, May 14, 2008",UTA,104,LAL,111,
2008,"Thu, May 15, 2008",NOH,80,SAS,99,
2008,"Fri, May 16, 2008",BOS,69,CLE,74,
2008,"Fri, May 16, 2008",LAL,108,UTA,105,
2008,"Sun, May 18, 2008",CLE,92,BOS,97,
2008,"Mon, May 19, 2008",SAS,91,NOH,82,
2008,"Tue, May 20, 2008",DET,79,BOS,88,
2008,"Wed, May 21, 2008",SAS,85,LAL,89,
2008,"Thu, May 22, 2008",DET,103,BOS,97,
2008,"Fri, May 23, 2008",SAS,71,LAL,101,
2008,"Sat, May 24, 2008",BOS,94,DET,80,
2008,"Sun, May 25, 2008",LAL,84,SAS,103,
2008,"Mon, May 26, 2008",BOS,75,DET,94,
2008,"Tue, May 27, 2008",LAL,93,SAS,91,
2008,"Wed, May 28, 2008",DET,102,BOS,106,
2008,"Thu, May 29, 2008",SAS,92,LAL,100,
2008,"Fri, May 30, 2008",BOS,89,DET,81,
2008,"Thu, Jun 5, 2008",LAL,88,BOS,98,
2008,"Sun, Jun 8, 2008",LAL,102,BOS,108,
2008,"Tue, Jun 10, 2008",BOS,81,LAL,87,
2008,"Thu, Jun 12, 2008",BOS,97,LAL,91,
2008,"Sun, Jun 15, 2008",BOS,98,LAL,103,
2008,"Tue, Jun 17, 2008",LAL,92,BOS,131,
2010,"Sat, Apr 17, 2010",MIL,92,ATL,102,
2010,"Sat, Apr 17, 2010",MIA,76,BOS,85,
2010,"Sat, Apr 17, 2010",CHI,83,CLE,96,
2010,"Sat, Apr 17, 2010",UTA,113,DEN,126,
2010,"Sun, Apr 18, 2010",SAS,94,DAL,100,
2010,"Sun, Apr 18, 2010",OKC,79,LAL,87,
2010,"Sun, Apr 18, 2010",CHA,89,ORL,98,
2010,"Sun, Apr 18, 2010",POR,105,PHO,100,
2010,"Mon, Apr 19, 2010",CHI,102,CLE,112,
2010,"Mon, Apr 19, 2010",UTA,114,DEN,111,
2010,"Tue, Apr 20, 2010",MIL,86,ATL,96,
2010,"Tue, Apr 20, 2010",MIA,77,BOS,106,
2010,"Tue, Apr 20, 2010",OKC,92,LAL,95,
2010,"Tue, Apr 20, 2010",POR,90,PHO,119,
2010,"Wed, Apr 21, 2010",SAS,102,DAL,88,
2010,"Wed, Apr 21, 2010",CHA,77,ORL,92,
2010,"Thu, Apr 22, 2010",CLE,106,CHI,108,
2010,"Thu, Apr 22, 2010",LAL,96,OKC,101,
2010,"Thu, Apr 22, 2010",PHO,108,POR,89,
2010,"Fri, Apr 23, 2010",BOS,100,MIA,98,
2010,"Fri, Apr 23, 2010",DAL,90,SAS,94,
2010,"Fri, Apr 23, 2010",DEN,93,UTA,105,
2010,"Sat, Apr 24, 2010",ORL,90,CHA,86,
2010,"Sat, Apr 24, 2010",ATL,89,MIL,107,
2010,"Sat, Apr 24, 2010",LAL,89,OKC,110,
2010,"Sat, Apr 24, 2010",PHO,87,POR,96,
2010,"Sun, Apr 25, 2010",CLE,121,CHI,98,
2010,"Sun, Apr 25, 2010",BOS,92,MIA,101,
2010,"Sun, Apr 25, 2010",DAL,89,SAS,92,
2010,"Sun, Apr 25, 2010",DEN,106,UTA,117,
2010,"Mon, Apr 26, 2010",ORL,99,CHA,90,
2010,"Mon, Apr 26, 2010",ATL,104,MIL,111,
2010,"Mon, Apr 26, 2010",POR,88,PHO,107,
2010,"Tue, Apr 27, 2010",MIA,86,BOS,96,
2010,"Tue, Apr 27, 2010",CHI,94,CLE,96,
2010,"Tue, Apr 27, 2010",SAS,81,DAL,103,
2010,"Tue, Apr 27, 2010",OKC,87,LAL,111,
2010,"Wed, Apr 28, 2010",MIL,91,ATL,87,
2010,"Wed, Apr 28, 2010",UTA,102,DEN,116,
2010,"Thu, Apr 29, 2010",PHO,99,POR,90,
2010,"Thu, Apr 29, 2010",DAL,87,SAS,97,
2010,"Fri, Apr 30, 2010",ATL,83,MIL,69,
2010,"Fri, Apr 30, 2010",LAL,95,OKC,94,
2010,"Fri, Apr 30, 2010",DEN,104,UTA,112,
2010,"Sat, May 1, 2010",BOS,93,CLE,101,
2010,"Sun, May 2, 2010",MIL,74,ATL,95,
2010,"Sun, May 2, 2010",UTA,99,LAL,104,
2010,"Mon, May 3, 2010",BOS,104,CLE,86,
2010,"Mon, May 3, 2010",SAS,102,PHO,111,
2010,"Tue, May 4, 2010",UTA,103,LAL,111,
2010,"Tue, May 4, 2010",ATL,71,ORL,114,
2010,"Wed, May 5, 2010",SAS,102,PHO,110,
2010,"Thu, May 6, 2010",ATL,98,ORL,112,
2010,"Fri, May 7, 2010",CLE,124,BOS,95,
2010,"Fri, May 7, 2010",PHO,110,SAS,96,
2010,"Sat, May 8, 2010",ORL,105,ATL,75,
2010,"Sat, May 8, 2010",LAL,111,UTA,110,
2010,"Sun, May 9, 2010",CLE,87,BOS,97,
2010,"Sun, May 9, 2010",PHO,107,SAS,101,
2010,"Mon, May 10, 2010",ORL,98,ATL,84,
2010,"Mon, May 10, 2010",LAL,111,UTA,96,
2010,"Tue, May 11, 2010",BOS,120,CLE,88,
2010,"Thu, May 13, 2010",CLE,85,BOS,94,
2010,"Sun, May 16, 2010",BOS,92,ORL,88,
2010,"Mon, May 17, 2010",PHO,107,LAL,128,
2010,"Tue, May 18, 2010",BOS,95,ORL,92,
2010,"Wed, May 19, 2010",PHO,112,LAL,124,
2010,"Sat, May 22, 2010",ORL,71,BOS,94,
2010,"Sun, May 23, 2010",LAL,109,PHO,118,
2010,"Mon, May 24, 2010",ORL,96,BOS,92,OT
2010,"Tue, May 25, 2010",LAL,106,PHO,115,
2010,"Wed, May 26, 2010",BOS,92,ORL,113,
2010,"Thu, May 27, 2010",PHO,101,LAL,103,
2010,"Fri, May 28, 2010",ORL,84,BOS,96,
2010,"Sat, May 29, 2010",LAL,111,PHO,103,
2010,"Thu, Jun 3, 2010",BOS,89,LAL,102,
2010,"Sun, Jun 6, 2010",BOS,103,LAL,94,
2010,"Tue, Jun 8, 2010",LAL,91,BOS,84,
2010,"Thu, Jun 10, 2010",LAL,89,BOS,96,
2010,"Sun, Jun 13, 2010",LAL,86,BOS,92,
2010,"Tue, Jun 15, 2010",BOS,67,LAL,89,
2010,"Thu, Jun 17, 2010",BOS,79,LAL,83,
2011,"Sat, Apr 16, 2011",IND,99,CHI,104,
2011,"Sat, Apr 16, 2011",POR,81,DAL,89,
2011,"Sat, Apr 16, 2011",PHI,89,MIA,97,
2011,"Sat, Apr 16, 2011",ATL,103,ORL,93,
2011,"Sun, Apr 17, 2011",NYK,85,BOS,87,
2011,"Sun, Apr 17, 2011",NOH,109,LAL,100,
2011,"Sun, Apr 17, 2011",DEN,103,OKC,107,
2011,"Sun, Apr 17, 2011",MEM,101,SAS,98,
2011,"Mon, Apr 18, 2011",IND,90,CHI,96,
2011,"Mon, Apr 18, 2011",PHI,73,MIA,94,
2011,"Tue, Apr 19, 2011",NYK,93,BOS,96,
2011,"Tue, Apr 19, 2011",POR,89,DAL,101,
2011,"Tue, Apr 19, 2011",ATL,82,ORL,88,
2011,"Wed, Apr 20, 2011",NOH,78,LAL,87,
2011,"Wed, Apr 20, 2011",DEN,89,OKC,106,
2011,"Wed, Apr 20, 2011",MEM,87,SAS,93,
2011,"Thu, Apr 21, 2011",CHI,88,IND,84,
2011,"Thu, Apr 21, 2011",MIA,100,PHI,94,
2011,"Thu, Apr 21, 2011",DAL,92,POR,97,
2011,"Fri, Apr 22, 2011",ORL,84,ATL,88,
2011,"Fri, Apr 22, 2011",LAL,100,NOH,86,
2011,"Fri, Apr 22, 2011",BOS,113,NYK,96,
2011,"Sat, Apr 23, 2011",OKC,97,DEN,94,
2011,"Sat, Apr 23, 2011",CHI,84,IND,89,
2011,"Sat, Apr 23, 2011",SAS,88,MEM,91,
2011,"Sat, Apr 23, 2011",DAL,82,POR,84,
2011,"Sun, Apr 24, 2011",ORL,85,ATL,88,
2011,"Sun, Apr 24, 2011",LAL,88,NOH,93,
2011,"Sun, Apr 24, 2011",BOS,101,NYK,89,
2011,"Sun, Apr 24, 2011",MIA,82,PHI,86,
2011,"Mon, Apr 25, 2011",POR,82,DAL,93,
2011,"Mon, Apr 25, 2011",OKC,101,DEN,104,
2011,"Mon, Apr 25, 2011",SAS,86,MEM,104,
2011,"Tue, Apr 26, 2011",IND,89,CHI,116,
2011,"Tue, Apr 26, 2011",NOH,90,LAL,106,
2011,"Tue, Apr 26, 2011",ATL,76,ORL,101,
2011,"Wed, Apr 27, 2011",PHI,91,MIA,97,
2011,"Wed, Apr 27, 2011",DEN,97,OKC,100,
2011,"Wed, Apr 27, 2011",MEM,103,SAS,110,OT
2011,"Thu, Apr 28, 2011",ORL,81,ATL,84,
2011,"Thu, Apr 28, 2011",LAL,98,NOH,80,
2011,"Thu, Apr 28, 2011",DAL,103,POR,96,
2011,"Fri, Apr 29, 2011",SAS,91,MEM,99,
2011,"Sun, May 1, 2011",BOS,90,MIA,99,
2011,"Sun, May 1, 2011",MEM,114,OKC,101,
2011,"Mon, May 2, 2011",ATL,103,CHI,95,
2011,"Mon, May 2, 2011",DAL,96,LAL,94,
2011,"Tue, May 3, 2011",BOS,91,MIA,102,
2011,"Tue, May 3, 2011",MEM,102,OKC,111,
2011,"Wed, May 4, 2011",ATL,73,CHI,86,
2011,"Wed, May 4, 2011",DAL,93,LAL,81,
2011,"Fri, May 6, 2011",CHI,99,ATL,82,
2011,"Fri, May 6, 2011",LAL,92,DAL,98,
2011,"Sat, May 7, 2011",MIA,81,BOS,97,
2011,"Sat, May 7, 2011",OKC,93,MEM,101,OT
2011,"Sun, May 8, 2011",CHI,88,ATL,100,
2011,"Sun, May 8, 2011",LAL,86,DAL,122,
2011,"Mon, May 9, 2011",MIA,98,BOS,90,OT
2011,"Mon, May 9, 2011",OKC,133,MEM,123,3OT
2011,"Tue, May 10, 2011",ATL,83,CHI,95,
2011,"Wed, May 11, 2011",BOS,87,MIA,97,
2011,"Wed, May 11, 2011",MEM,72,OKC,99,
2011,"Thu, May 12, 2011",CHI,93,ATL,73,
2011,"Fri, May 13, 2011",OKC,83,MEM,95,
2011,"Sun, May 15, 2011",MIA,82,CHI,103,
2011,"Sun, May 15, 2011",MEM,90,OKC,105,
2011,"Tue, May 17, 2011",OKC,112,DAL,121,
2011,"Wed, May 18, 2011",MIA,85,CHI,75,
2011,"Thu, May 19, 2011",OKC,106,DAL,100,
2011,"Sat, May 21, 2011",DAL,93,OKC,87,
2011,"Sun, May 22, 2011",CHI,85,MIA,96,
2011,"Mon, May 23, 2011",DAL,112,OKC,105,OT
2011,"Tue, May 24, 2011",CHI,93,MIA,101,OT
2011,"Wed, May 25, 2011",OKC,96,DAL,100,
2011,"Thu, May 26, 2011",MIA,83,CHI,80,
2011,"Tue, May 31, 2011",DAL,84,MIA,92,
2011,"Thu, Jun 2, 2011",DAL,95,MIA,93,
2011,"Sun, Jun 5, 2011",MIA,88,DAL,86,
2011,"Tue, Jun 7, 2011",MIA,83,DAL,86,
2011,"Thu, Jun 9, 2011",MIA,103,DAL,112,
2011,"Sun, Jun 12, 2011",DAL,105,MIA,95,
2012,"Sat, Apr 28, 2012",PHI,91,CHI,103,
2012,"Sat, Apr 28, 2012",ORL,81,IND,77,
2012,"Sat, Apr 28, 2012",NYK,67,MIA,100,
2012,"Sat, Apr 28, 2012",DAL,98,OKC,99,
2012,"Sun, Apr 29, 2012",BOS,74,ATL,83,
2012,"Sun, Apr 29, 2012",DEN,88,LAL,103,
2012,"Sun, Apr 29, 2012",LAC,99,MEM,98,
2012,"Sun, Apr 29, 2012",UTA,91,SAS,106,
2012,"Mon, Apr 30, 2012",ORL,78,IND,93,
2012,"Mon, Apr 30, 2012",NYK,94,MIA,104,
2012,"Mon, Apr 30, 2012",DAL,99,OKC,102,
2012,"Tue, May 1, 2012",BOS,87,ATL,80,
2012,"Tue, May 1, 2012",PHI,109,CHI,92,
2012,"Tue, May 1, 2012",DEN,100,LAL,104,
2012,"Wed, May 2, 2012",LAC,98,MEM,105,
2012,"Wed, May 2, 2012",IND,97,ORL,74,
2012,"Wed, May 2, 2012",UTA,83,SAS,114,
2012,"Thu, May 3, 2012",OKC,95,DAL,79,
2012,"Thu, May 3, 2012",MIA,87,NYK,70,
2012,"Fri, May 4, 2012",ATL,84,BOS,90,OT
2012,"Fri, May 4, 2012",LAL,84,DEN,99,
2012,"Fri, May 4, 2012",CHI,74,PHI,79,
2012,"Sat, May 5, 2012",OKC,103,DAL,97,
2012,"Sat, May 5, 2012",MEM,86,LAC,87,
2012,"Sat, May 5, 2012",IND,101,ORL,99,OT
2012,"Sat, May 5, 2012",SAS,102,UTA,90,
2012,"Sun, May 6, 2012",ATL,79,BOS,101,
2012,"Sun, May 6, 2012",LAL,92,DEN,88,
2012,"Sun, May 6, 2012",MIA,87,NYK,89,
2012,"Sun, May 6, 2012",CHI,82,PHI,89,
2012,"Mon, May 7, 2012",MEM,97,LAC,101,OT
2012,"Mon, May 7, 2012",SAS,87,UTA,81,
2012,"Tue, May 8, 2012",BOS,86,ATL,87,
2012,"Tue, May 8, 2012",PHI,69,CHI,77,
2012,"Tue, May 8, 2012",ORL,87,IND,105,
2012,"Tue, May 8, 2012",DEN,102,LAL,99,
2012,"Wed, May 9, 2012",LAC,80,MEM,92,
2012,"Wed, May 9, 2012",NYK,94,MIA,106,
2012,"Thu, May 10, 2012",ATL,80,BOS,83,
2012,"Thu, May 10, 2012",LAL,96,DEN,113,
2012,"Thu, May 10, 2012",CHI,78,PHI,79,
2012,"Fri, May 11, 2012",MEM,90,LAC,88,
2012,"Sat, May 12, 2012",PHI,91,BOS,92,
2012,"Sat, May 12, 2012",DEN,87,LAL,96,
2012,"Sun, May 13, 2012",LAC,82,MEM,72,
2012,"Sun, May 13, 2012",IND,86,MIA,95,
2012,"Mon, May 14, 2012",PHI,82,BOS,81,
2012,"Mon, May 14, 2012",LAL,90,OKC,119,
2012,"Tue, May 15, 2012",IND,78,MIA,75,
2012,"Tue, May 15, 2012",LAC,92,SAS,108,
2012,"Wed, May 16, 2012",LAL,75,OKC,77,
2012,"Wed, May 16, 2012",BOS,107,PHI,91,
2012,"Thu, May 17, 2012",MIA,75,IND,94,
2012,"Thu, May 17, 2012",LAC,88,SAS,105,
2012,"Fri, May 18, 2012",OKC,96,LAL,99,
2012,"Fri, May 18, 2012",BOS,83,PHI,92,
2012,"Sat, May 19, 2012",SAS,96,LAC,86,
2012,"Sat, May 19, 2012",OKC,103,LAL,100,
2012,"Sun, May 20, 2012",MIA,101,IND,93,
2012,"Sun, May 20, 2012",SAS,102,LAC,99,
2012,"Mon, May 21, 2012",PHI,85,BOS,101,
2012,"Mon, May 21, 2012",LAL,90,OKC,106,
2012,"Tue, May 22, 2012",IND,83,MIA,115,
2012,"Wed, May 23, 2012",BOS,75,PHI,82,
2012,"Thu, May 24, 2012",MIA,105,IND,93,
2012,"Sat, May 26, 2012",PHI,75,BOS,85,
2012,"Sun, May 27, 2012",OKC,98,SAS,101,
2012,"Mon, May 28, 2012",BOS,79,MIA,93,
2012,"Tue, May 29, 2012",OKC,111,SAS,120,
2012,"Wed, May 30, 2012",BOS,111,MIA,115,OT
2012,"Thu, May 31, 2012",SAS,82,OKC,102,
2012,"Fri, Jun 1, 2012",MIA,91,BOS,101,
2012,"Sat, Jun 2, 2012",SAS,103,OKC,109,
2012,"Sun, Jun 3, 2012",MIA,91,BOS,93,OT
2012,"Mon, Jun 4, 2012",OKC,108,SAS,103,
2012,"Tue, Jun 5, 2012",BOS,94,MIA,90,
2012,"Wed, Jun 6, 2012",SAS,99,OKC,107,
2012,"Thu, Jun 7, 2012",MIA,98,BOS,79,
2012,"Sat, Jun 9, 2012",BOS,88,MIA,101,
2012,"Tue, Jun 12, 2012",MIA,94,OKC,105,
2012,"Thu, Jun 14, 2012",MIA,100,OKC,96,
2012,"Sun, Jun 17, 2012",OKC,85,MIA,91,
2012,"Tue, Jun 19, 2012",OKC,98,MIA,104,
2012,"Thu, Jun 21, 2012",OKC,106,MIA,121,
2013,"Sat, Apr 20, 2013",CHI,89,BRK,106,
2013,"Sat, Apr 20, 2013",GSW,95,DEN,97,
2013,"Sat, Apr 20, 2013",MEM,91,LAC,112,
2013,"Sat, Apr 20, 2013",BOS,78,NYK,85,
2013,"Sun, Apr 21, 2013",ATL,90,IND,107,
2013,"Sun, Apr 21, 2013",MIL,87,MIA,110,
2013,"Sun, Apr 21, 2013",HOU,91,OKC,120,
2013,"Sun, Apr 21, 2013",LAL,79,SAS,91,
2013,"Mon, Apr 22, 2013",CHI,90,BRK,82,
2013,"Mon, Apr 22, 2013",MEM,91,LAC,93,
2013,"Tue, Apr 23, 2013",GSW,131,DEN,117,
2013,"Tue, Apr 23, 2013",MIL,86,MIA,98,
2013,"Tue, Apr 23, 2013",BOS,71,NYK,87,
2013,"Wed, Apr 24, 2013",ATL,98,IND,113,
2013,"Wed, Apr 24, 2013",HOU,102,OKC,105,
2013,"Wed, Apr 24, 2013",LAL,91,SAS,102,
2013,"Thu, Apr 25, 2013",BRK,76,CHI,79,
2013,"Thu, Apr 25, 2013",LAC,82,MEM,94,
2013,"Thu, Apr 25, 2013",MIA,104,MIL,91,
2013,"Fri, Apr 26, 2013",NYK,90,BOS,76,
2013,"Fri, Apr 26, 2013",DEN,108,GSW,110,
2013,"Fri, Apr 26, 2013",SAS,120,LAL,89,
2013,"Sat, Apr 27, 2013",IND,69,ATL,90,
2013,"Sat, Apr 27, 2013",BRK,134,CHI,142,3OT
2013,"Sat, Apr 27, 2013",OKC,104,HOU,101,
2013,"Sat, Apr 27, 2013",LAC,83,MEM,104,
2013,"Sun, Apr 28, 2013",NYK,90,BOS,97,OT
2013,"Sun, Apr 28, 2013",DEN,101,GSW,115,
2013,"Sun, Apr 28, 2013",SAS,103,LAL,82,
2013,"Sun, Apr 28, 2013",MIA,88,MIL,77,
2013,"Mon, Apr 29, 2013",IND,91,ATL,102,
2013,"Mon, Apr 29, 2013",CHI,91,BRK,110,
2013,"Mon, Apr 29, 2013",OKC,103,HOU,105,
2013,"Tue, Apr 30, 2013",GSW,100,DEN,107,
2013,"Tue, Apr 30, 2013",MEM,103,LAC,93,
2013,"Wed, May 1, 2013",ATL,83,IND,106,
2013,"Wed, May 1, 2013",BOS,92,NYK,86,
2013,"Wed, May 1, 2013",HOU,107,OKC,100,
2013,"Thu, May 2, 2013",BRK,95,CHI,92,
2013,"Thu, May 2, 2013",DEN,88,GSW,92,
2013,"Fri, May 3, 2013",IND,81,ATL,73,
2013,"Fri, May 3, 2013",NYK,88,BOS,80,
2013,"Fri, May 3, 2013",OKC,103,HOU,94,
2013,"Fri, May 3, 2013",LAC,105,MEM,118,
2013,"Sat, May 4, 2013",CHI,99,BRK,93,
2013,"Sun, May 5, 2013",IND,102,NYK,95,
2013,"Sun, May 5, 2013",MEM,91,OKC,93,
2013,"Mon, May 6, 2013",CHI,93,MIA,86,
2013,"Mon, May 6, 2013",GSW,127,SAS,129,2OT
2013,"Tue, May 7, 2013",IND,79,NYK,105,
2013,"Tue, May 7, 2013",MEM,99,OKC,93,
2013,"Wed, May 8, 2013",CHI,78,MIA,115,
2013,"Wed, May 8, 2013",GSW,100,SAS,91,
2013,"Fri, May 10, 2013",MIA,104,CHI,94,
2013,"Fri, May 10, 2013",SAS,102,GSW,92,
2013,"Sat, May 11, 2013",NYK,71,IND,82,
2013,"Sat, May 11, 2013",OKC,81,MEM,87,
2013,"Sun, May 12, 2013",SAS,87,GSW,97,OT
2013,"Mon, May 13, 2013",MIA,88,CHI,65,
2013,"Mon, May 13, 2013",OKC,97,MEM,103,OT
2013,"Tue, May 14, 2013",NYK,82,IND,93,
2013,"Tue, May 14, 2013",GSW,91,SAS,109,
2013,"Wed, May 15, 2013",CHI,91,MIA,94,
2013,"Wed, May 15, 2013",MEM,88,OKC,84,
2013,"Thu, May 16, 2013",SAS,94,GSW,82,
2013,"Thu, May 16, 2013",IND,75,NYK,85,
2013,"Sat, May 18, 2013",NYK,99,IND,106,
2013,"Sun, May 19, 2013",MEM,83,SAS,105,
2013,"Tue, May 21, 2013",MEM,89,SAS,93,OT
2013,"Wed, May 22, 2013",IND,102,MIA,103,OT
2013,"Fri, May 24, 2013",IND,97,MIA,93,
2013,"Sat, May 25, 2013",SAS,104,MEM,93,OT
2013,"Sun, May 26, 2013",MIA,114,IND,96,
2013,"Mon, May 27, 2013",SAS,93,MEM,86,
2013,"Tue, May 28, 2013",MIA,92,IND,99,
2013,"Thu, May 30, 2013",IND,79,MIA,90,
2013,"Sat, Jun 1, 2013",MIA,77,IND,91,
2013,"Mon, Jun 3, 2013",IND,76,MIA,99,
2013,"Thu, Jun 6, 2013",SAS,92,MIA,88,
2013,"Sun, Jun 9, 2013",SAS,84,MIA,103,
2013,"Tue, Jun 11, 2013",MIA,77,SAS,113,
2013,"Thu, Jun 13, 2013",MIA,109,SAS,93,
2013,"Sun, Jun 16, 2013",MIA,104,SAS,114,
2013,"Tue, Jun 18, 2013",SAS,100,MIA,103,OT
2013,"Thu, Jun 20, 2013",SAS,88,MIA,95,
2014,"Sat, Apr 19, 2014",ATL,101,IND,93,
2014,"Sat, Apr 19, 2014",GSW,109,LAC,105,
2014,"Sat, Apr 19, 2014",MEM,86,OKC,100,
2014,"Sat, Apr 19, 2014",BRK,94,TOR,87,
2014,"Sun, Apr 20, 2014",WAS,102,CHI,93,
2014,"Sun, Apr 20, 2014",POR,122,HOU,120,OT
2014,"Sun, Apr 20, 2014",CHA,88,MIA,99,
2014,"Sun, Apr 20, 2014",DAL,85,SAS,90,
2014,"Mon, Apr 21, 2014",GSW,98,LAC,138,
2014,"Mon, Apr 21, 2014",MEM,111,OKC,105,OT
2014,"Tue, Apr 22, 2014",WAS,101,CHI,99,OT
2014,"Tue, Apr 22, 2014",ATL,85,IND,101,
2014,"Tue, Apr 22, 2014",BRK,95,TOR,100,
2014,"Wed, Apr 23, 2014",POR,112,HOU,105,
2014,"Wed, Apr 23, 2014",CHA,97,MIA,101,
2014,"Wed, Apr 23, 2014",DAL,113,SAS,92,
2014,"Thu, Apr 24, 2014",IND,85,ATL,98,
2014,"Thu, Apr 24, 2014",LAC,98,GSW,96,
2014,"Thu, Apr 24, 2014",OKC,95,MEM,98,OT
2014,"Fri, Apr 25, 2014",TOR,98,BRK,102,
2014,"Fri, Apr 25, 2014",HOU,121,POR,116,OT
2014,"Fri, Apr 25, 2014",CHI,100,WAS,97,
2014,"Sat, Apr 26, 2014",IND,91,ATL,88,
2014,"Sat, Apr 26, 2014",MIA,98,CHA,85,
2014,"Sat, Apr 26, 2014",SAS,108,DAL,109,
2014,"Sat, Apr 26, 2014",OKC,92,MEM,89,OT
2014,"Sun, Apr 27, 2014",TOR,87,BRK,79,
2014,"Sun, Apr 27, 2014",LAC,97,GSW,118,
2014,"Sun, Apr 27, 2014",HOU,120,POR,123,OT
2014,"Sun, Apr 27, 2014",CHI,89,WAS,98,
2014,"Mon, Apr 28, 2014",MIA,109,CHA,98,
2014,"Mon, Apr 28, 2014",SAS,93,DAL,89,
2014,"Mon, Apr 28, 2014",ATL,107,IND,97,
2014,"Tue, Apr 29, 2014",WAS,75,CHI,69,
2014,"Tue, Apr 29, 2014",GSW,103,LAC,113,
2014,"Tue, Apr 29, 2014",MEM,100,OKC,99,OT
2014,"Wed, Apr 30, 2014",POR,98,HOU,108,
2014,"Wed, Apr 30, 2014",DAL,103,SAS,109,
2014,"Wed, Apr 30, 2014",BRK,113,TOR,115,
2014,"Thu, May 1, 2014",IND,95,ATL,88,
2014,"Thu, May 1, 2014",LAC,99,GSW,100,
2014,"Thu, May 1, 2014",OKC,104,MEM,84,
