id,season,age,g,av
LeroEm20,1999,24,13,0
LesaJi20,1952,22,10,
LeshMi00,2012,22,14,5
LeshRo20,1999,25,1,0
LestDa00,1964,24,6,0
LestDa20,1937,23,8,
LestKe20,1987,25,1,0
LestPi20,1926,26,8,
LestRo01,2013,25,12,3
LestTi00,1992,24,11,0
LeSuJe20,2005,25,2,0
LethZe20,2001,26,2,0
LetlRu20,1936,23,8,
LetnCo20,1961,24,5,3
LetsJi20,1933,22,1,
LettLe00,1991,23,5,0
LevaLo20,1952,29,6,
LevaSt20,1942,22,5,
LeveDa20,1983,24,16,1
LeveDo00,1994,24,14,0
LeveDw20,2003,24,13,1
LeVeJa20,1973,23,11,2
LeveJi20,1934,28,1,
LeveMi20,1978,22,4,0
LeveOt20,2001,23,4,1
LeviAn00,2012,25,2,0
LeviAn20,2009,23,16,6
LeviBa20,1999,23,12,0
LeviCh20,1997,22,10,0
LeViJe00,*,23,14,6
LeviLa00,2011,24,4,0
LeVoMa99,2008,26,16,3
LevyCh00,1994,22,11,0
LevyDe99,2009,22,16,4
LevyHa20,1928,26,12,
LevyLe20,1945,24,7,
LewaTa00,2014,23,11,3
LeweVe20,1924,23,8,
LewiAl00,1983,23,16,3
LewiAl01,2016,24,9,3
LewiAl20,2004,23,15,2
LewiAr20,1921,30,3,
LewiAr21,1936,25,12,
LewiBi20,1934,,2,
LewiBi21,1986,23,4,0
LewiCh00,1997,26,16,1
LewiCh01,2012,23,2,0
LewiCl20,1946,23,10,
LewiCl21,1981,22,16,1
LewiD.20,1968,23,14,4
LewiD.21,2002,23,16,1
LewiDa00,1991,23,15,0
LewiDa01,1984,23,16,2
LewiDa02,1958,22,11,
LewiDa03,1977,23,14,7
LewiDa04,1991,23,16,2
LewiDa20,2001,23,9,2
LewiDa21,1984,23,2,0
LewiDa22,+,25,14,5
LewiDe00,2002,27,1,0
LewiDe02,2015,23,1,0
LewiDi00,2011,21,15,1
LewiEd20,1976,23,14,5
LewiEr20,1946,22,12,
LewiFr00,1971,24,9,0
LewiFr20,1931,27,1,
LewiGa00,1981,23,16,0
LewiGa01,1964,22,8,1
LewiGa20,1990,23,12,3
LewiGa21,1983,22,6,0
LewiGr00,1991,22,16,3
LewiGr01,2003,23,11,1
LewiH.20,1921,,1,
LewiHa20,1959,24,12,
LewiHa21,1968,24,1,2
LewiJa00,2000,21,16,12
LewiJe00,1996,22,16,1
LewiJe01,1996,23,2,1
LewiJe20,1970,23,10,2
LewiJo00,2000,24,10,0
LewiJo20,1958,22,12,
LewiJo21,1987,25,3,0
LewiJo22,2006,22,4,0
LewiKa00,2015,25,5,0
LewiKe00,2010,22,12,5
LewiKe20,2004,23,16,1
LewiKe21,1980,23,7,0
LewiKe22,1990,24,10,1
LewiKe23,2000,22,7,1
LewiKe96,2009,23,4,0
LewiLa00,2013,25,3,0
LewiLe00,1981,25,4,1
LewiLe01,2012,23,8,1
LewiMa00,2006,22,15,1
LewiMa20,1959,22,8,
LewiMa21,1985,24,1,0
LewiMa22,1982,22,1,0
LewiMi00,2001,30,8,0
LewiMi20,1971,22,9,2
LewiMi99,2002,22,14,3
LewiMo00,1991,22,16,8
LewiMy99,2010,23,10,1
LewiNa00,1990,24,12,3
LewiPa00,2014,23,6,3
LewiRa00,1996,21,14,5
LewiRe20,1982,28,9,2
LewiRe21,1979,23,12,4
LewiRi20,1972,22,10,2
LewiRo00,1994,23,3,0
LewiRo01,1990,22,8,0
LewiRo02,2012,22,8,0
LewiRo03,2016,23,13,1
LewiRo20,1982,23,9,2
LewiRo21,1995,23,4,0
LewiRo22,2008,23,1,0
LewiSh20,1966,24,5,2
LewiSi20,1987,23,2,0
LewiSt20,1975,22,6,2
LewiTa20,1992,24,9,1
LewiTe20,1985,23,10,1
LewiTh00,1994,22,9,0
LewiTh01,2012,25,1,1
LewiTi20,1983,22,16,4
LewiTi21,1930,24,13,
LewiTo00,2016,24,12,1
LewiTr00,2012,24,13,1
LewiTr99,2007,22,9,3
LewiVe20,1993,23,10,1
LewiWi20,1980,22,16,1
LewiWo00,*,25,12,
LexBHa00,1989,26,16,0
LeyeTe20,1933,27,2,
LeypJo20,1971,25,8,3
LeyvVi20,2002,25,10,1
LichKo20,2008,23,16,1
LickDe20,1976,22,14,4
LidbCu20,1926,26,11,
LiddBr20,2000,23,5,0
LiddDa20,1957,22,4,
LiebDo20,1942,24,11,
LiebFr20,1942,23,5,
LiebTo20,1982,22,9,2
LiggBo20,1970,24,7,3
LighMa20,2001,23,14,7
LileAl20,1980,24,3,0
LileSo20,1943,24,5,
LiljGe20,1982,24,9,1
LiljRy20,2004,23,7,5
LillBo00,1961,22,14,6
LillJo20,1932,27,7,
LillKe20,1988,25,9,1
LillSa20,1989,24,15,1
LillTo20,1984,22,13,2
LillVe20,1948,22,14,
LimbGa20,1990,25,7,0
LincDa20,1966,22,4,0
LincJe20,1993,24,16,5
LincKe00,1961,22,14,5
LindAl20,1945,26,1,
LindBr00,2014,22,15,5
LindCh20,1983,23,1,0
LindDa20,1965,22,14,3
LindDa21,1978,24,16,3
LindEr20,1961,24,10,3
linderia01,2000,23,12,4
LindEv20,1993,23,12,5
LindHu00,1968,23,3,0
LindJi00,1966,22,14,4
LindJo20,1945,26,2,
LindKo00,2012,23,,0
LindLu20,1944,29,10,
LindMe20,1921,24,5,
LindMi00,1963,23,11,0
LindPa20,1961,22,2,2
LindRy00,2012,23,6,-5
LindSt20,1999,25,16,0
LindTr99,2010,24,11,1
LindVi20,1944,30,7,
LineBi20,1972,24,13,6
LineZa01,2013,23,3,0
LingAd20,1983,23,16,2
LingBo20,1977,23,14,3
LingCh20,1923,24,6,
LingGo20,1987,23,1,0
LinhTo20,1972,30,2,0
LiniJa20,1950,23,12,
LinkJe20,2010,23,16,3
LinnAu20,1961,22,1,0
LinnCh20,1980,23,10,1
LinnFr20,1922,27,3,
LinnJa20,1991,24,1,0
LinnLa20,1987,25,3,2
LinsCo00,2014,23,16,10
LintJo00,1998,24,14,2
LintJo20,1930,22,13,
LioxAu20,*,23,11,
LipiJi20,1950,24,1,
LippLo00,*,22,14,10
LippRo20,1983,23,16,7
LippTo00,2015,23,9,0
LipsGe00,1953,22,2,
LipsJo20,1933,,8,
LipsPa00,1945,22,10,
LisbDo00,1963,22,14,5
LiscRu00,1980,24,2,0
LiscTo20,1963,23,7,2
LiskPe00,1964,22,2,0
LissSe99,2010,23,2,0
ListEd20,1952,23,4,
ListPa20,1930,,1,
LiteGr20,1987,24,2,0
LitkRe20,1921,,3,
LittCa20,1938,22,9,
LittCo01,2016,23,16,1
LittDa00,1981,22,16,2
LittDa20,1984,23,10,0
LittEa20,1998,25,16,1
LittEv20,1976,22,10,1
LittFl00,1967,25,13,4
LittGe20,1985,22,14,2
LittGr00,2011,22,16,5
LittJa20,1953,22,9,
LittJi20,1945,25,3,
LittJo20,1970,23,14,3
LittJo21,2002,28,2,0
LittJo22,1922,25,2,
LittLa00,1967,22,10,3
LittLe00,1998,24,6,0
LittLo20,1920,29,11,
littlste01,1978,22,11,1
LiugCo00,2011,21,15,5
LiveMi20,1921,22,1,
LiveVi20,1975,23,14,4
LiviAn00,1964,20,2,1
LiviBo20,1948,26,13,
LiviBr20,1987,24,3,0
LiviCl20,1954,24,12,
LiviDa20,1968,23,12,4
LiviHo20,1944,22,10,
LiviMi00,1968,23,1,0
LiviNa20,2008,26,6,2
LiviTe20,1937,24,11,
LiviWa00,1960,26,3,0
LiviWa20,1961,23,8,4
LiwiCh20,1998,23,1,0
LloyBr00,2003,22,16,2
LloyDa00,1959,23,12,
LloyDa20,1976,23,14,4
LloyDo20,1991,26,1,0
LloyGr00,1988,23,9,2
LloyGr01,2012,23,2,0
LloyJe20,1976,22,9,2
LloyRh44,2007,25,3,0
LoadPh20,2009,23,15,9
LobeBi20,1987,26,3,0
LobeGr20,1987,26,3,1
LockBi20,1960,23,2,3
LockBr00,2009,23,10,1
LockCa00,1965,22,14,7
LockCh00,1987,22,11,1
LockDa20,1987,23,13,1
LockEu20,1984,23,15,5
LockFr20,1985,28,3,0
LockJ.00,1961,24,14,4
LockJa00,2011,23,5,2
LockJe00,2013,24,16,2
LockKe00,1997,23,9,0
LockKe20,1982,23,6,0
LockMi00,2011,23,7,0
LockRi00,2011,25,2,1
LockSc00,1992,24,4,1
LockSe20,2004,23,16,1
LockTy00,*+,23,16,9
LockWa20,1987,23,2,0
LodiMi20,1990,23,12,1
LoefCu20,2004,23,16,1
LoepDi20,1948,26,7,
LoewCh20,1980,23,16,1
LoftCu99,2008,22,16,7
LoftJa00,*,22,16,8
LoftOs00,1960,22,14,4
LoftSt20,1991,23,11,1
LogaAn20,1941,23,9,
LogaBe00,2013,24,16,5
LogaCh00,1964,21,14,0
LogaDa00,1976,22,14,1
LogaDa20,1979,23,5,4
LogaDi20,1952,22,7,
LogaEr20,1991,23,15,3
LogaJa20,1995,23,10,0
LogaJe00,1963,22,14,0
LogaJi20,1943,27,9,
LogaMa00,1987,22,3,1
LogaMi20,1997,23,11,1
LogaOb20,1965,24,14,6
LogaRa20,1973,22,14,4
LogaSt00,2009,28,16,0
LogeBo20,1949,21,1,
lohmichi01,1988,22,16,3
LohmJo20,1973,22,7,5
LoisSh00,2012,23,,0
LokaJo20,1941,24,9,
LokeDe20,2008,23,1,0
LollSl20,1928,23,3,
LoloAl20,1945,25,10,
LomaJo20,1962,22,3,2
LomaMa20,1970,22,14,6
LomaNe00,1981,22,14,6
LomaTo20,1990,22,3,0
LomaTo21,1929,23,4,
LondAn20,1993,22,14,1
LondBr00,2008,24,14,0
LondMi20,1966,22,3,2
LondTo20,1978,24,15,2
LoneFr20,1920,,3,
LoneKe20,1993,22,4,1
LoneTe20,1922,,5,
LongBi20,1949,23,10,
LongBo00,1964,22,7,0
LongBo20,1947,25,2,
LongBo21,1955,21,11,
LongBu20,1953,22,10,
LongCa20,1977,23,9,3
LongCh00,1986,23,3,1
LongCh01,1961,23,14,7
LongCh99,2008,23,16,6
LongCl00,1974,22,2,1
LongDa20,1986,27,4,0
LongDa21,1966,22,14,4
LongDo20,1977,22,1,1
LongHa20,1929,23,4,
LongHo00,1981,21,16,1
LongJa20,*,23,16,11
LongJe00,2012,22,,0
LongJo00,2012,23,,0
LongJo20,1944,30,9,
LongKe00,1977,22,14,2
LongKe20,1976,23,13,3
LongKe21,1998,23,16,2
LongKe22,1960,22,4,3
LongKh20,2005,23,1,0
LongKy00,*,25,16,11
LongLa00,2009,24,8,1
LongLo20,1931,23,13,
LongMa00,2015,24,5,1
LongMa20,1987,26,3,1
LongMe20,1972,26,14,3
LongMi00,1960,22,2,0
LongPa20,1929,26,11,
LongRi20,2003,22,8,1
LongRo20,1926,25,1,
LongSa20,1967,24,3,1
LongSp00,2014,24,5,0
LongSt01,2016,22,1,0
LongTe20,1984,25,12,4
LongTi20,1987,24,2,0
LongTo20,1925,26,7,
LongTo21,1969,27,13,4
longwrya01,1997,23,16,2
LookDa00,2002,26,3,0
LookDe00,1962,25,1,0
LookJo20,1946,24,3,
LoomAc20,1951,23,12,
LoonDo20,*,23,11,
LoonJi20,1981,24,1,0
LoonJo00,1964,22,13,3
LoonJo01,2012,22,,0
LopaBi20,1961,24,10,4
LopeDa20,2006,24,8,1
LopiTo20,2003,24,4,0
LorcKa20,1976,26,13,4
LordJa20,1929,25,8,
LordJa21,2004,23,1,0
LoreJa00,2006,25,2,0
LoriEr99,2010,24,9,0
LoriTo00,1964,23,14,8
LoscJa20,1956,22,12,
LosmJ.00,2004,23,4,0
LostCr00,2014,25,13,1
LothBi20,1964,22,14,1
LothEd20,1964,22,11,3
LottAn20,2002,23,16,1
LottAn21,1997,23,5,0
LottBi00,1958,24,12,
LottJo20,1929,,2,
LottJo21,1987,23,1,0
LottRo00,*+,22,16,17
LottTh20,1979,22,10,0
LotuJo00,2013,22,14,1
LotuSt00,2013,24,16,9
LouaFl20,1987,25,3,1
LoucAl20,1920,25,1,
LoucCo20,1995,24,13,2
LoucEd20,1925,30,6,
LoudKa00,1998,22,5,0
LoudRo20,1960,27,14,6
LoudTo20,1958,25,12,
LouiAl00,2014,21,9,0
LouiLa00,2016,23,1,0
LouiLa20,2010,25,16,3
LouiRi00,2016,22,16,1
LoukAn20,1969,22,13,5
LouxRo20,1973,22,9,1
LovaRi00,2015,23,2,0
LoveCa20,1988,26,11,0
LoveCl20,1998,22,6,0
LoveDa20,2000,24,16,1
LoveDe00,2012,24,,0
LoveDu00,1985,22,6,0
LoveEd20,1987,24,3,1
LoveFr20,1929,35,8,
LoveJo00,1967,23,13,3
LoVeJo01,1959,23,12,
LoveJo20,2002,24,3,0
LoveKy00,2010,24,9,1
LoveRa00,1979,23,4,0
LoveSe20,1993,25,2,0
LoveTe20,1987,29,1,0
LoveWa20,1973,23,12,0
LoviDe00,1990,22,11,0
LoviWa20,1987,27,2,0
LoVuFr20,1949,25,11,
LowdKi20,1985,22,16,2
LoweBu20,1920,25,10,
LoweDa20,1920,,9,
LoweDw99,2008,22,16,4
LoweGa20,1956,22,11,
LoweHu20,1920,28,7,
LoweLl20,1953,25,7,
LoweMi20,1996,22,16,2
LoweOm20,2002,24,1,0
LowePa00,+,24,14,12
LoweRe20,1998,23,4,0
lowernic01,1978,22,2,0
LoweWa20,1923,26,5,
LoweWo20,1976,22,14,7
LowrCa20,2006,23,16,1
LowrDe00,2016,22,15,1
LowrOr20,1985,24,16,1
LowrQu20,1981,24,9,1
LowtJa20,1944,22,8,
LoydAl20,1950,23,12,
LoydJe20,2003,23,10,1
LoydMi00,1980,24,5,0
LubiSt20,1987,25,1,0
LubrLo20,1931,24,14,
LucaAl20,2000,22,13,2
LucaCh00,2005,24,1,0
LucaCo01,2014,23,15,2
LucaDi00,1958,24,4,
LucaJe20,1987,23,3,2
LucaJo00,2016,23,8,0
LucaJu20,1999,23,2,0
LucaKe20,2001,22,16,4
LucaRa00,1996,24,2,0
LucaRi00,1960,22,14,3
LucaTi20,1987,26,11,3
LuccMi00,1962,23,13,6
LuceDe20,1975,23,14,3
LuceJo20,1945,23,10,
LuceLe00,1961,23,2,0
LuciWa20,2003,24,12,4
LuckAn00,*,23,16,13
LuckBi20,1955,24,12,
luckhmic01,1981,23,16,3
LuckMi00,1999,24,14,0
LuckOl00,1983,23,7,2
LuckSi00,1939,23,11,
LuckTe00,1977,25,4,1
LuecBi20,1968,22,11,3
LuftDo20,1954,24,12,
LuhnNo20,1945,24,9,
LuigJo20,2009,23,8,1
LujaJo00,1948,23,9,
LukeJi20,1949,25,11,
LukeSt20,1975,22,14,3
LukeTo20,1968,24,7,1
LukeTo21,1972,22,12,2
LukeTr00,2004,23,10,0
LummJa20,1941,26,9,
LumpFa20,1930,23,14,
LumpJo20,1982,22,6,1
LumpKr00,2008,24,2,0
LumpRi00,2012,24,1,0
LumpRo20,1973,22,1,1
LumpSe20,1992,22,16,1
LunaBo20,1955,22,12,
LuncDa20,1957,23,12,
LundBi20,1946,22,10,
LundBo20,1929,22,10,
LundDe20,1995,23,9,0
LundKa20,1937,25,11,
LundLa00,1957,22,12,
LundWa00,2006,23,14,5
LungCh20,1923,27,4,
LunsMe20,1973,23,4,2
LunzJe20,1925,22,14,
LurtBo20,1967,25,14,4
LurtLa20,1929,24,1,
LusbVa20,1979,23,16,0
LuscJi20,1982,24,6,1
LushMi20,1986,28,10,0
LuskBo20,1956,24,5,
LuskHe00,1996,24,16,2
LuskHe01,1976,23,14,3
LustBo20,1966,27,14,2
LuthEd00,1980,23,5,0
LutrSc00,2011,23,4,0
LutuDe20,2006,23,15,5
LutzDa20,1983,24,16,8
LutzWi00,2016,22,16,3
LuzaCh00,2002,23,12,0
LydaAl20,1984,24,4,0
LyghTo00,1991,22,12,3
LyleDe20,+,29,8,
LyleGa20,1968,23,12,3
LyleKe20,1994,22,16,1
LyleLe00,1958,22,12,
LyleLe20,1985,23,6,1
LyleRi20,1994,23,3,0
LyleRo20,1984,23,6,0
LymaDe20,1941,23,9,
LymaDu00,2000,24,14,0
LymaJe20,1972,22,3,3
LymaLi20,1922,24,12,
LyncAa00,2014,21,16,3
LyncBe20,1999,27,16,0
LyncCa00,2015,22,16,1
LyncCa20,1921,,2,
LyncCo99,2008,23,7,1
LyncDi00,1958,22,12,
LyncEd20,+,29,6,
LyncEr00,1992,22,1,0
LyncFr00,1967,22,6,0
LyncJa20,2004,22,1,0
LyncJi00,1967,22,14,3
LyncJo00,1993,22,15,2
LyncLo20,1987,24,2,1
LyncLy20,1951,23,3,
LyncMa00,2007,21,13,7
LyncPa00,2016,22,3,1
LyncPa20,1925,24,7,
LyncSh20,2005,26,2,1
LyncTo20,1977,22,14,4
LynnAn00,1993,25,13,0
LynnJo20,1979,23,16,5
LyonBa20,1929,22,1,
LyonBi20,1998,25,4,0
LyonDi20,1970,23,4,2
LyonJo20,1933,22,2,
LyonLa20,1996,23,6,0
LyonMa20,1979,22,16,6
LyonMi00,1993,23,16,1
LyonPr20,1997,23,16,2
LyonRo20,1989,23,9,1
LyonTo20,1971,23,11,1
LytlMa00,2000,25,1,0
LytlRo00,1977,23,14,7
MaacHe20,1946,29,7,
MaarJ.20,1986,25,14,1
MaasBi00,1984,22,14,7
MabiJo00,2012,24,,0
MabrRo20,1975,24,8,3
MacaJo20,1984,25,3,0
MacAKe20,1954,25,11,
MacAKe21,1978,22,13,2
MacCMa20,1922,23,1,
MacDAl20,1924,,6,
MacDBu20,1920,27,2,
MacDDa20,1987,25,3,0
MacDJa20,1946,27,6,
MacDMa20,1985,24,16,3
MacDMi20,1923,21,1,
MaceCo00,2008,23,3,0
MaceDo20,1976,22,14,7
MaceJo20,1956,26,12,
MaceMe20,1946,25,12,
MachJ.20,1999,23,5,0
MachMi00,1984,24,4,1
MaciAr20,1944,24,10,
MackAl20,2009,24,16,5
MackBi20,1947,22,8,
MackCe20,1983,23,16,3
MackDa20,2000,22,16,2
MackDe00,1960,26,12,2
MackDo20,1987,30,3,1
MackEa20,1965,24,10,2
MackEl20,2008,22,15,1
MacKJa00,1961,23,9,1
MackJa20,1938,22,2,
MackJo00,*,22,14,7
MackJo20,1935,23,2,
MackKe00,*,23,16,11
MackKh00,2014,23,16,7
MackKi20,1987,26,1,0
MackKy00,1987,25,3,3
MackLo20,2001,24,1,0
MacKMa20,2003,24,1,0
MackMi20,1987,24,13,2
MackRe00,1961,24,11,1
MackRi20,1993,22,8,1
MackRo20,1925,31,2,
MackSt00,1999,24,12,0
MackTe20,1987,23,5,0
MackTo00,1966,23,14,4
MackTr00,1997,23,4,1
MacLBo20,1939,22,9,
MaclJe00,2009,21,15,7
MacLTo20,1973,22,10,6
MacMJi20,1932,23,10,
MacMRa20,1921,32,1,
MacMSt20,1931,23,2,
MacoEd20,1952,25,11,
MacPWa20,1926,27,10,
MacWKy20,1920,28,4,
MaczJo20,1964,23,1,2
MadaEl20,1947,27,9,
MadaEl21,1945,23,1,
MaddAn20,2004,26,2,0
MaddBo20,1942,22,2,
MaddBo21,1974,25,14,3
MaddBu20,1935,24,1,
MaddLl20,1940,22,9,
MaddMa20,1992,24,15,2
MaddNi20,2003,23,1,0
MaddTo00,1992,21,13,2
MadeGe20,1955,22,8,
MadiAd00,2003,23,11,0
MadiAn20,2006,25,13,1
MadiJo20,1922,23,2,
MadiSa00,1997,23,14,2
MadsJo00,2006,23,15,1
MadsLy20,1986,26,15,1
MaduMo00,2011,24,9,1
MadyLa00,2013,24,7,0
MaedAl20,1929,23,9,
MaedCh20,1945,27,1,
MaehJe00,2011,22,3,0
MaesJo20,2001,23,15,1
MagaMi20,1960,22,12,4
MageAl99,2009,22,15,1
MageBr00,2013,23,8,1
MageCa00,1985,22,16,3
MageCr00,2015,23,10,1
MageGe20,1920,32,1,
MageJi20,1944,24,10,
MageJo20,1948,25,12,
MageTe00,2015,22,3,0
MaggCh20,1948,26,7,
MaggCu01,2016,23,9,1
MaggDo20,1986,25,14,2
MagiAl20,1920,23,1,
MagiDa20,1921,27,2,
MaglAl20,1929,25,5,
MaglJo20,1948,26,13,
MagnDa20,1940,23,11,
MagnGl20,1925,26,1,
MagnJa20,1931,28,2,
MaguGe20,1944,25,9,
MaguPa20,1960,22,11,7
MahaBo20,1929,25,9,
MahaDr20,1975,22,13,2
MahaRy00,2011,24,5,0
MahaSe20,2003,23,9,1
MahaWa20,1926,24,1,
MaheBi20,1920,28,2,
MaheBr20,1960,23,12,0
MaheFr20,1941,23,4,
MaheJe20,2006,23,10,1
MaheRe00,2003,23,2,0
MahlEr20,1994,24,16,2
MahoIk20,1925,,7,
MahoJo20,1923,24,7,
MahoRo20,1928,22,14,
MahrAl20,1920,27,9,
MahrAr20,1924,27,7,
MahrJo20,1925,26,1,
MahrLo20,1926,22,6,
MaiaKa99,2009,22,16,2
MaidSt20,1983,23,16,1
MailMa00,2009,23,2,0
MailRa20,1929,24,4,
MainGi20,1953,24,3,
MaitJa00,1970,22,14,3
MajkDo00,1987,23,7,3
MajoBi20,1961,23,1,2
MajoBo20,1972,23,9,0
MajoJo20,1960,24,1,2
MakoJo00,1999,24,16,1
MalaKe00,2011,25,3,0
MalaRy20,1984,22,7,0
MalaSi20,1992,23,9,2
MalbAn20,2000,24,9,1
MalcHa20,1929,24,14,
MaleHo20,1946,25,11,
MaleJo00,2012,24,1,0
MaliBi00,1966,22,14,0
MaliGe20,1948,25,12,
MalkJo20,1935,23,2,
MallFr20,1965,24,6,2
MallIr20,1971,22,2,2
MallJo20,2002,23,13,2
MallJo21,1968,22,14,3
MallLa20,1976,24,14,3
MallLe20,1931,24,8,
MallRa20,1941,23,9,
MallRi20,1985,25,13,4
MallRy00,2012,24,4,0
MallWe20,2002,24,15,1
MaloAl20,2005,23,2,0
MaloAr00,1970,22,14,1
MaloBe00,1974,22,13,6
MaloCh20,1934,24,12,
MaloDa20,1992,25,8,0
MaloGr20,1920,25,6,
MaloMa00,1980,22,1,0
MaloNe20,1948,25,14,
MaloRa20,1986,22,16,1
MaloRe20,1925,24,12,
MaloRo00,2010,22,12,1
MaloVa20,1994,24,16,1
MamuMi20,1995,22,14,7
ManaRy20,2009,24,1,0
mancamas01,1987,23,3,0
MancGr00,2015,23,3,0
MancVa20,1948,27,12,
MandCh20,1987,22,4,0
MandDa00,1964,23,14,2
MandJa20,1933,24,13,
MandJi00,1970,22,14,0
MandMi20,1944,23,8,
MandPe00,1984,23,15,0
MandPu20,*,26,11,
MandTo20,1989,23,14,1
ManeJa20,1985,22,8,0
ManeSt00,2011,23,6,1
ManfTo20,1930,26,2,
MangDi20,1980,22,16,2
MangJo20,1966,24,14,4
MangJo21,1990,23,10,1
MangKr00,1997,24,2,0
MangMa20,1978,22,1,0
MangNi20,2006,22,16,9
MangPe20,1954,23,2,
ManhCh00,2016,24,7,0
ManiJa20,1996,24,5,0
ManiJi20,1926,22,11,
ManiJo20,1936,22,11,
MankCa20,1928,24,6,
MankJi00,1967,23,11,0
MankLo20,2005,23,16,9
ManlDe00,1981,23,16,4
ManlJa20,1953,24,12,
ManlJa21,1996,22,0,0
ManlPh00,2012,22,,0
ManlWi20,1950,24,12,
MannAa20,1987,26,3,0
MannAr00,1971,22,12,7
MannBo00,1948,24,12,
MannBr00,1997,22,7,1
MannCh00,1983,22,16,2
MannDa20,1955,23,12,
MannDa21,2006,24,16,6
MannEl00,2004,23,9,-1
MannEr20,1968,27,2,-1
MannJi20,1926,26,7,
MannMa00,2006,24,1,0
MannMa01,2008,22,7,0
MannPa20,1998,23,16,1
MannPe00,1998,22,16,11
MannPe20,1960,23,6,3
MannRi20,2003,23,16,5
MannRo20,1972,22,3,2
MannRo21,2005,24,15,2
MannSe00,2015,23,1,0
MannTe00,2012,22,5,0
MannWa20,1979,24,9,0
ManoBr20,1977,25,13,2
ManoDo20,1960,26,14,6
ManoSa20,1987,25,3,1
ManoTi00,1987,23,12,1
MansEg20,1935,23,10,
MansJe20,1920,28,8,
MansRa20,1963,22,14,3
MansVo20,1982,22,7,1
MantJo20,1924,,1,
MantTi20,1936,26,12,
ManuBr00,2001,21,16,0
ManuDa20,1979,22,14,0
ManuEJ00,2013,23,10,5
ManuFr20,1979,23,15,7
ManuGr20,1988,22,7,0
ManuLi00,1984,22,16,5
ManuMa20,2002,23,15,3
ManuRo20,1997,23,1,0
ManuSe20,1996,23,11,0
ManuVi20,2003,23,15,7
ManzBa20,1944,24,10,
ManzJo00,2014,22,5,1
ManzJo20,1945,28,3,
MaplBo00,1965,23,14,3
MaplBu20,1963,22,5,3
MaplHo20,1930,27,8,
MaplTa20,1934,24,4,
MapoSt00,2013,22,12,1
MaraCh99,2010,23,3,0
MaraGa00,1974,22,3,1
MaraJo20,1938,22,5,
MarcBa20,1934,26,5,
MarcEd20,1967,22,4,2
MarcFr20,1965,22,14,3
MarcGi00,1952,25,12,
MarcHu20,1948,25,10,
MarcJo00,1956,22,12,
MarcJu00,2016,23,5,3
MarcKe20,1987,22,3,1
marcoche01,*+,23,14,6
MarcPe20,1944,27,3,
MarcRo20,1955,23,12,
MarcTe20,1953,22,4,
MardGr20,1976,24,1,2
MareAn20,1941,24,10,
MareJo20,1943,27,8,
MareOw00,2011,23,14,0
MareRa20,1928,27,2,
marexoli01,1997,24,16,2
MargBo20,1944,24,10,
MargJo20,1947,26,11,
MargKe00,1981,23,16,4
MariBr00,1993,23,15,2
MariDa00,*,22,11,10
MariDu20,1925,23,10,
MariEd00,1972,22,10,4
MariFr00,1982,23,9,1
MariFr20,1977,26,3,3
MariJe00,1967,23,7,0
MariMa00,*,23,16,2
MariMa01,2015,22,12,9
MariMa20,1965,26,1,2
MariTo00,1991,22,1,1
MariVi20,1947,29,13,
MarkCl20,1926,23,12,
MarkDa20,1980,23,1,0
MarkGr20,1990,23,6,0
MarkHa20,1934,24,1,
MarkJe20,1988,23,1,0
MarkLa20,1927,25,13,
MarkLo20,1938,24,11,
MarkMa20,1974,22,9,3
MarkSe99,2009,22,9,1
MarkSt20,1944,20,4,
MarkVi20,1938,23,10,
MarlDe00,2015,,4,0
marleset01,2003,22,16,-1
MaroDu20,1944,23,9,
MaroLa00,2006,21,14,8
MaroLo20,1943,28,6,
MaroSa20,1943,26,8,
MaroSt20,1939,22,10,
MarpAl00,2015,22,13,6
MarqBo20,1960,25,6,2
MarqBr00,2015,23,16,1
MarqRu20,1921,23,3,
MarrDo20,1987,23,4,0
MarrJo20,1937,23,11,
MarrVi20,1994,26,10,0
MarsAa00,1968,23,14,3
MarsAl00,1974,23,4,0
MarsAl20,2004,23,7,0
MarsAm00,1961,22,14,4
MarsAn20,1994,24,3,0
MarsAr00,1992,23,16,5
MarsBo20,1920,40,9,
MarsBr00,2006,22,15,3
MarsBr01,2012,23,5,0
MarsBu20,1965,24,14,4
MarsBy01,2016,22,3,0
MarsCa00,2014,22,5,0
MarsCh20,1931,25,10,
MarsCh21,1962,23,5,2
MarsCu00,1995,25,9,1
MarsCu01,2011,23,7,0
MarsCu20,1981,22,11,4
MarsDa20,1984,23,16,1
MarsDi20,1933,27,1,
MarsDo00,1980,22,16,2
MarsEd00,1971,24,13,0
MarsFr20,1967,27,1,0
MarsGr20,1978,22,2,2
MarsHe00,1976,22,14,6
MarsJa01,2016,21,10,1
MarsJa20,1980,28,16,2
MarsJi00,1960,23,12,7
MarsJi01,*,24,14,10
MarsKe20,2005,24,1,0
MarsLa20,1972,22,11,0
MarsLe00,1983,22,14,3
MarsLe20,2002,26,16,1
MarsMa20,1996,24,5,0
MarsNi00,2015,23,13,1
MarsPh20,1920,25,1,
MarsRa00,2005,24,12,0
MarsRa20,1970,24,9,4
MarsRa21,1929,22,1,
MarsRi20,2006,22,16,6
MarsTa20,1977,22,5,2
MarsTo20,2001,24,14,2
MarsWa20,1987,23,1,0
MarsWh20,1996,23,1,0
