year,name,show,network,rank
2013,Filmmaker Magazine Dan Schoenbrun,Adventure Time,Cartoon Network,7
2013,Filmmaker Magazine Dan Schoenbrun,Orange Is the New Black,Netflix,8
2013,Filmmaker Magazine Dan Schoenbrun,Game of Thrones,HBO,9
2013,Filmmaker Magazine Dan Schoenbrun,Eastbound & Down,HBO,10
2013,Grantland Andy Greenwald,Top of the Lake,Sundance,1
2013,Grantland Andy Greenwald,The Americans,FX,2
2013,Grantland Andy Greenwald,Black Mirror,DirecTV,3
2013,Grantland Andy Greenwald,Breaking Bad,AMC,4
2013,Grantland Andy Greenwald,Orange Is the New Black,Netflix,5
2013,Grantland Andy Greenwald,Parks and Recreation,NBC,6
2013,Grantland Andy Greenwald,Masters of Sex,Showtime,7
2013,Grantland Andy Greenwald,Veep,HBO,8
2013,Grantland Andy Greenwald,Eastbound & Down,HBO,9
2013,Grantland Andy Greenwald,Girls,HBO,10
2013,HitFix Daniel Fienberg,Breaking Bad,AMC,1
2013,HitFix Daniel Fienberg,Orange Is the New Black,Netflix,2
2013,HitFix Daniel Fienberg,Mad Men,AMC,3
2013,HitFix Daniel Fienberg,Rectify,Sundance,4
2013,HitFix Daniel Fienberg,The Returned,Sundance,5
2013,HitFix Daniel Fienberg,Enlightened,HBO,6
2013,HitFix Daniel Fienberg,Game of Thrones,HBO,7
2013,HitFix Daniel Fienberg,Bob's Burgers,Fox,8
2013,HitFix Daniel Fienberg,56 Up,PBS,9
2013,HitFix Daniel Fienberg,Girls,HBO,10
2013,HitFix Alan Sepinwall,Breaking Bad,AMC,1
2013,HitFix Alan Sepinwall,Orange Is the New Black,Netflix,2
2013,HitFix Alan Sepinwall,Enlightened,HBO,3
2013,HitFix Alan Sepinwall,Top of the Lake,Sundance,4
2013,HitFix Alan Sepinwall,Masters of Sex,Showtime,5
2013,HitFix Alan Sepinwall,Mad Men,AMC,6
2013,HitFix Alan Sepinwall,Boardwalk Empire,HBO,7
2013,HitFix Alan Sepinwall,Southland,TNT,8
2013,HitFix Alan Sepinwall,Hannibal,NBC,9
2013,HitFix Alan Sepinwall,The Good Wife,CBS,10
2013,Houston Chronicle Therese Odell,Breaking Bad,AMC,1
2013,Houston Chronicle Therese Odell,American Horror Story,FX,2
2013,Houston Chronicle Therese Odell,Game of Thrones,HBO,3
2013,Houston Chronicle Therese Odell,Mad Men,AMC,4
2013,Houston Chronicle Therese Odell,It's Always Sunny in Philadelphia,FXX,5
2013,Houston Chronicle Therese Odell,Arrested Development,Netflix,6
2013,Houston Chronicle Therese Odell,Hannibal,NBC,7
2013,Houston Chronicle Therese Odell,Orange Is the New Black,Netflix,8
2013,Houston Chronicle Therese Odell,Downton Abbey,PBS,9
2013,Houston Chronicle Therese Odell,The Blacklist,NBC,10
2013,Lincoln Journal Star Jeff Korbelik,Breaking Bad,AMC,1
2013,Lincoln Journal Star Jeff Korbelik,Orphan Black,BBC America,2
2013,Lincoln Journal Star Jeff Korbelik,House of Cards,Netflix,3
2013,Lincoln Journal Star Jeff Korbelik,The Returned,Sundance,4
2013,Lincoln Journal Star Jeff Korbelik,Orange Is the New Black,Netflix,5
2013,Lincoln Journal Star Jeff Korbelik,The Fall,BBC2,6
2013,Lincoln Journal Star Jeff Korbelik,The Walking Dead,AMC,7
2013,Lincoln Journal Star Jeff Korbelik,Justified,FX,8
2013,Lincoln Journal Star Jeff Korbelik,Mad Men,AMC,9
2013,Lincoln Journal Star Jeff Korbelik,The Good Wife,CBS,10
2013,Los Angeles Times Robert Lloyd,The Returned,Sundance,1
2013,Los Angeles Times Robert Lloyd,Inside Amy Schumer,Comedy Central,2
2013,Los Angeles Times Robert Lloyd,Drunk History,Comedy Central,3
2013,Los Angeles Times Robert Lloyd,Top of the Lake,Sundance,4
2013,Los Angeles Times Robert Lloyd,Moone Boy,Hulu,5
2013,Los Angeles Times Robert Lloyd,Family Tree,HBO,6
2013,Los Angeles Times Robert Lloyd,MasterChef Junior,Fox,7
2013,Los Angeles Times Robert Lloyd,The Hollow Crown,PBS,8
2013,Los Angeles Times Robert Lloyd,Incredible Crew,Cartoon Network,9
2013,Los Angeles Times Robert Lloyd,Only the Young,PBS,10
2013,Los Angeles Times Mary McNamara,Game of Thrones,HBO,1
2013,Los Angeles Times Mary McNamara,Orange Is the New Black,Netflix,2
2013,Los Angeles Times Mary McNamara,Breaking Bad,AMC,3
2013,Los Angeles Times Mary McNamara,The Good Wife,CBS,4
2013,Los Angeles Times Mary McNamara,Parks and Recreation,NBC,5
2013,Los Angeles Times Mary McNamara,Rectify,Sundance,6
2013,Los Angeles Times Mary McNamara,Enlightened,HBO,7
2013,Los Angeles Times Mary McNamara,Borgen,various,8
2013,Los Angeles Times Mary McNamara,Last Tango in Halifax,PBS,9
2013,Los Angeles Times Mary McNamara,Homeland,Showtime,10
2013,Miami Herald Glenn Garvin,Homeland,Showtime,1
2013,Miami Herald Glenn Garvin,The Americans,FX,2
2013,Miami Herald Glenn Garvin,Modern Family,ABC,3
2013,Miami Herald Glenn Garvin,The Big Bang Theory,CBS,4
2013,Miami Herald Glenn Garvin,Hostages,CBS,5
2013,New York (Vulture) Matt Zoller Seitz,Arrested Development,Netflix,1
2013,New York (Vulture) Matt Zoller Seitz,Hannibal,NBC,2
2013,New York (Vulture) Matt Zoller Seitz,Breaking Bad,AMC,3
2013,New York (Vulture) Matt Zoller Seitz,Boardwalk Empire,HBO,4
2013,New York (Vulture) Matt Zoller Seitz,Game of Thrones,HBO,5
2013,New York (Vulture) Matt Zoller Seitz,Orange Is the New Black,Netflix,6
2013,New York (Vulture) Matt Zoller Seitz,Girls,HBO,7
2013,New York (Vulture) Matt Zoller Seitz,Justified,FX,8
2013,New York (Vulture) Matt Zoller Seitz,Scandal,ABC,9
2013,New York (Vulture) Matt Zoller Seitz,The Americans,FX,10
2013,The New York Times Mike Hale,The Good Wife,CBS,1
2013,The New York Times Mike Hale,Prisoners of War,Hulu,2
2013,The New York Times Mike Hale,Frontline,PBS,3
2013,The New York Times Mike Hale,The Hollow Crown,PBS,4
2013,The New York Times Mike Hale,The Newsroom,HBO,5
2013,The New York Times Mike Hale,Grimm,NBC,6
2013,The New York Times Mike Hale,Moone Boy,Hulu,7
2013,The New York Times Mike Hale,The Americans,FX,8
2013,The New York Times Mike Hale,Southland,TNT,9
2013,The New York Times Mike Hale,The Walking Dead,AMC,10
2013,Newsday Verne Gay,Breaking Bad,AMC,1
2013,Newsday Verne Gay,Game of Thrones,HBO,2
2013,Newsday Verne Gay,Mad Men,AMC,3
2013,Newsday Verne Gay,House of Cards,Netflix,4
2013,Newsday Verne Gay,Behind the Candelabra,HBO,5
2013,Newsday Verne Gay,The Americans,FX,6
2013,Newsday Verne Gay,Masters of Sex,Showtime,7
2013,Newsday Verne Gay,The African Americans: Many Rivers to Cross,PBS,8
2013,Newsday Verne Gay,The Returned,Sundance,9
2013,NPR Eric Deggans,Breaking Bad,AMC,1
2013,NPR Eric Deggans,Broadchurch,BBC America,2
2013,NPR Eric Deggans,House of Cards,Netflix,3
2013,NPR Eric Deggans,Game of Thrones,HBO,4
2013,NPR Eric Deggans,The Good Wife,CBS,5
2013,NPR Eric Deggans,The Walking Dead,AMC,6
2013,NPR Eric Deggans,John Oliver's guest hosting stint on The Daily ShowScandal,ABC,7
2013,NPR Eric Deggans,Orange Is the New Black,Netflix,8
2013,NPR Eric Deggans,The Bridge,FX,10
2013,NPR (Fresh Air) David Bianculli,Breaking Bad,AMC,1
2013,NPR (Fresh Air) David Bianculli,The Good Wife,CBS,2
2013,NPR (Fresh Air) David Bianculli,Mad Men,AMC,3
2013,NPR (Fresh Air) David Bianculli,Justified,FX,4
2013,NPR (Fresh Air) David Bianculli,The Colbert Report,Comedy Central,5
2013,NPR (Fresh Air) David Bianculli,The Walking Dead,AMC,6
2013,NPR (Fresh Air) David Bianculli,House of Cards,Netflix,7
2013,NPR (Fresh Air) David Bianculli,Masters of Sex,Showtime,8
2013,NPR (Fresh Air) David Bianculli,Downton Abbey,PBS,9
2013,NPR (Fresh Air) David Bianculli,Orange Is the New Black,Netflix,10
2013,Omaha World-Herald Micah Mertes,Breaking Bad,AMC,1
2013,Omaha World-Herald Micah Mertes,Justified,FX,2
2013,Omaha World-Herald Micah Mertes,The Good Wife,CBS,3
2013,Omaha World-Herald Micah Mertes,Arrow,CW,4
2013,Omaha World-Herald Micah Mertes,Orphan Black,BBC America,5
2013,Omaha World-Herald Micah Mertes,New Girl,Fox,6
2013,Omaha World-Herald Micah Mertes,Game of Thrones,HBO,7
2013,Omaha World-Herald Micah Mertes,The Americans,FX,8
2013,Omaha World-Herald Micah Mertes,Top of the Lake,Sundance,9
2013,Omaha World-Herald Micah Mertes,Person of Interest,CBS,10
2013,The Oregonian Kristi Turnquist,Breaking Bad,AMC,1
2013,The Oregonian Kristi Turnquist,Masters of Sex,Showtime,2
2013,The Oregonian Kristi Turnquist,Broadchurch,BBC America,3
2013,The Oregonian Kristi Turnquist,The Good Wife,CBS,4
2013,The Oregonian Kristi Turnquist,Game of Thrones,HBO,5
2013,The Oregonian Kristi Turnquist,House of Cards,Netflix,6
2013,The Oregonian Kristi Turnquist,Mad Men,AMC,7
2013,The Oregonian Kristi Turnquist,Orange Is the New Black,Netflix,8
2013,The Oregonian Kristi Turnquist,The Americans,FX,9
2013,The Oregonian Kristi Turnquist,Downton Abbey,PBS,10
2013,Orlando Sentinel Hal Boedeker,Breaking Bad,AMC,1
2013,Orlando Sentinel Hal Boedeker,The Good Wife,CBS,2
2013,Orlando Sentinel Hal Boedeker,Masters of Sex,Showtime,3
2013,Orlando Sentinel Hal Boedeker,The Americans,FX,4
2013,Orlando Sentinel Hal Boedeker,The Big Bang Theory,CBS,5
2013,Orlando Sentinel Hal Boedeker,Broadchurch,BBC America,6
2013,Orlando Sentinel Hal Boedeker,Justified,FX,7
2013,Orlando Sentinel Hal Boedeker,Downton Abbey,PBS,8
2013,Orlando Sentinel Hal Boedeker,The Walking Dead,AMC,9
2013,Orlando Sentinel Hal Boedeker,Behind the Candelabra,HBO,10
2013,Paste Josh Jackson,Breaking Bad,AMC,1
2013,Paste Josh Jackson,Parks and Recreation,NBC,2
2013,Paste Josh Jackson,Mad Men,AMC,3
2013,Paste Josh Jackson,Orange Is the New Black,Netflix,4
2013,Paste Josh Jackson,Arrested Development,Netflix,5
2013,Paste Josh Jackson,Game of Thrones,HBO,6
2013,Paste Josh Jackson,House of Cards,Netflix,7
2013,Paste Josh Jackson,New Girl,Fox,8
2013,Paste Josh Jackson,Brooklyn Nine-Nine,Fox,9
2013,Paste Josh Jackson,Eastbound & Down,HBO,10
2013,Philadelphia Daily News Ellen Gray,Breaking Bad,AMC,1
2013,Philadelphia Daily News Ellen Gray,Game of Thrones,HBO,2
2013,Philadelphia Daily News Ellen Gray,Top of the Lake,Sundance,3
2013,Philadelphia Daily News Ellen Gray,The Good Wife,CBS,4
2013,Philadelphia Daily News Ellen Gray,Masters of Sex,Showtime,5
2013,Philadelphia Daily News Ellen Gray,Orange Is the New Black,Netflix,6
2013,Philadelphia Daily News Ellen Gray,Rectify,Sundance,7
2013,Philadelphia Daily News Ellen Gray,The Americans,FX,8
2013,Philadelphia Daily News Ellen Gray,Treme,HBO,9
2013,Philadelphia Daily News Ellen Gray,Shameless,Showtime,10
2013,Pittsburgh Post-Gazette Rob Owen,Southland,TNT,1
2013,Pittsburgh Post-Gazette Rob Owen,Breaking Bad,AMC,2
2013,Pittsburgh Post-Gazette Rob Owen,The Americans,FX,3
2013,Pittsburgh Post-Gazette Rob Owen,Mad Men,AMC,4
2013,Pittsburgh Post-Gazette Rob Owen,The Good Wife,CBS,5
2013,Pittsburgh Post-Gazette Rob Owen,Orange Is the New Black,Netflix,6
2013,Pittsburgh Post-Gazette Rob Owen,Game of Thrones,HBO,7
2013,Pittsburgh Post-Gazette Rob Owen,Getting On,HBO,8
2013,Pittsburgh Post-Gazette Rob Owen,Downton Abbey,PBS,9
2013,Pittsburgh Post-Gazette Rob Owen,Bunheads,ABC Family,10
2013,PopMatters,The Americans,FX,1
2013,PopMatters,Breaking Bad,AMC,2
2013,PopMatters,Orange Is the New Black,Netflix,3
2013,PopMatters,The Bridge,FX,4
2013,PopMatters,Justified,FX,5
2013,PopMatters,The Killing,AMC,6
2013,PopMatters,Mad Men,AMC,7
2013,PopMatters,Brooklyn Nine-Nine,Fox,8
2013,PopMatters,Treme,HBO,9
2013,PopMatters,House of Cards,Netflix,10
2013,Salon Jen Chaney,Enlightened,HBO,1
2013,Salon Jen Chaney,Breaking Bad,AMC,2
2013,Salon Jen Chaney,Top of the Lake,Sundance,3
2013,Salon Jen Chaney,Masters of Sex,Showtime,4
2013,Salon Jen Chaney,Orange Is the New Black,Netflix,5
2013,Salon Jen Chaney,Mad Men,AMC,6
2013,Salon Jen Chaney,Veep,HBO,7
2013,Salon Jen Chaney,Game of Thrones,HBO,8
2013,Salon Jen Chaney,Parenthood,NBC,9
2013,Salon Jen Chaney,The Bridge,FX,10
2013,Salon Neil Drumming,Breaking Bad,AMC,1
2013,Salon Neil Drumming,Mad Men,AMC,2
2013,Salon Neil Drumming,Boardwalk Empire,HBO,3
2013,Salon Neil Drumming,The Good Wife,CBS,4
2013,Salon Neil Drumming,The Walking Dead,AMC,5
2013,Salon Neil Drumming,Parenthood,NBC,6
2013,Salon Neil Drumming,American Horror Story,FX,7
2013,Salon Neil Drumming,The Big Bang Theory,CBS,8
2013,Salon Neil Drumming,The Blacklist,NBC,9
2013,Salon Neil Drumming,Parks and Recreation,NBC,10
2013,The Salt Lake Tribune Scott D. Pierce,The Good Wife,CBS,1
2013,The Salt Lake Tribune Scott D. Pierce,Game of Thrones,HBO,2
2013,The Salt Lake Tribune Scott D. Pierce,Breaking Bad,AMC,3
2013,The Salt Lake Tribune Scott D. Pierce,Broadchurch,BBC America,4
2013,The Salt Lake Tribune Scott D. Pierce,House of Cards,Netflix,5
2013,The Salt Lake Tribune Scott D. Pierce,Downton Abbey,PBS,6
2013,The Salt Lake Tribune Scott D. Pierce,The Big Bang Theory,CBS,7
2013,The Salt Lake Tribune Scott D. Pierce,Trophy Wife,ABC,8
2013,The Salt Lake Tribune Scott D. Pierce,Rectify,Sundance,9
2013,The Salt Lake Tribune Scott D. Pierce,Scandal,ABC,10
2013,San Francisco Chronicle David Wiegand,Breaking Bad,AMC,1
2013,San Francisco Chronicle David Wiegand,Orange Is the New Black,Netflix,2
2013,San Francisco Chronicle David Wiegand,Broadchurch,BBC America,3
2013,San Francisco Chronicle David Wiegand,The Good Wife,CBS,4
2013,San Francisco Chronicle David Wiegand,Arrested Development,Netflix,5
2013,San Francisco Chronicle David Wiegand,Veep,HBO,6
2013,San Francisco Chronicle David Wiegand,Please Like Me,Pivot,7
2013,San Francisco Chronicle David Wiegand,The Returned,Sundance,8
2013,San Francisco Chronicle David Wiegand,Orphan Black,BBC America,9
2013,San Francisco Chronicle David Wiegand,Mob City,TNT,10
2013,Slant,Breaking Bad,AMC,1
2013,Slant,Hannibal,NBC,2
2013,Slant,Justified,FX,3
2013,Slant,Game of Thrones,HBO,4
2013,Slant,The Americans,FX,5
2013,Slant,Girls,HBO,6
2013,Slant,Archer,FX,7
2013,Slant,Boardwalk Empire,HBO,8
2013,Slant,Mad Men,AMC,9
2013,Slant,House of Cards,Netflix,10
2013,Slate Willa Paskin,Borgen,various,1
2013,Slate Willa Paskin,Top of the Lake,Sundance,2
2013,Slate Willa Paskin,Orange Is the New Black,Netflix,3
2013,Slate Willa Paskin,Breaking Bad,AMC,4
2013,Slate Willa Paskin,The Good Wife,CBS,5
2013,Slate Willa Paskin,The Americans,FX,6
2013,Slate Willa Paskin,The Returned,Sundance,7
2013,Slate Willa Paskin,Bunheads,ABC Family,8
2013,Slate Willa Paskin,American Horror Story,FX,9
2013,Slate Willa Paskin,Mad Men,AMC,10
2013,St. Louis Post-Dispatch Gail Pennington,Breaking Bad,AMC,1
2013,St. Louis Post-Dispatch Gail Pennington,The Walking Dead,AMC,2
2013,St. Louis Post-Dispatch Gail Pennington,Game of Thrones,HBO,3
2013,St. Louis Post-Dispatch Gail Pennington,Mad Men,AMC,4
2013,St. Louis Post-Dispatch Gail Pennington,Broadchurch,BBC America,5
2013,St. Louis Post-Dispatch Gail Pennington,The Returned,Sundance,6
2013,St. Louis Post-Dispatch Gail Pennington,Downton Abbey,PBS,7
2013,St. Louis Post-Dispatch Gail Pennington,Orphan Black,BBC America,8
2013,St. Louis Post-Dispatch Gail Pennington,Parks and Recreation,NBC,9
2013,St. Louis Post-Dispatch Gail Pennington,Masters of Sex,Showtime,10
2013,Time James Poniewozik,Enlightened,HBO,1
2013,Time James Poniewozik,Breaking Bad,AMC,2
2013,Time James Poniewozik,Orange Is the New Black,Netflix,3
2013,Time James Poniewozik,Game of Thrones,HBO,4
2013,Time James Poniewozik,The Good Wife,CBS,5
2013,Time James Poniewozik,Bob's Burgers,Fox,6
2013,Time James Poniewozik,Rectify,Sundance,7
2013,Time James Poniewozik,The Americans,FX,8
2013,Time James Poniewozik,Mad Men,AMC,9
2013,Time James Poniewozik,Orphan Black,BBC America,10
2013,TV.com Tim Surette,Breaking Bad,AMC,1
2013,TV.com Tim Surette,Enlightened,HBO,2
2013,TV.com Tim Surette,Justified,FX,3
2013,TV.com Tim Surette,Rectify,Sundance,4
2013,TV.com Tim Surette,The Americans,FX,5
2013,TV.com Tim Surette,Game of Thrones,HBO,6
2013,TV.com Tim Surette,Person of Interest,CBS,7
2013,TV.com Tim Surette,The Returned,Sundance,8
2013,TV.com Tim Surette,Comedy Bang! Bang!,IFC,9
2013,TV.com Tim Surette,Orange Is the New Black,Netflix,10
2013,TV.com Kaitlin Thomas,Breaking Bad,AMC,1
2013,TV.com Kaitlin Thomas,Justified,FX,2
2013,TV.com Kaitlin Thomas,Orphan Black,BBC America,3
2013,TV.com Kaitlin Thomas,Game of Thrones,HBO,4
2013,TV.com Kaitlin Thomas,The Americans,FX,5
2013,TV.com Kaitlin Thomas,Veep,HBO,6
2013,TV.com Kaitlin Thomas,Mad Men,AMC,7
2013,TV.com Kaitlin Thomas,Parks and Recreation,NBC,8
2013,TV.com Kaitlin Thomas,Teen Wolf,MTV,9
2013,TV.com Kaitlin Thomas,Arrow,CW,10
2013,TV.com Jen Trolio,The Americans,FX,1
2013,TV.com Jen Trolio,Breaking Bad,AMC,2
2013,TV.com Jen Trolio,Orange Is the New Black,Netflix,3
2013,TV.com Jen Trolio,Game of Thrones,HBO,4
2013,TV.com Jen Trolio,30 Rock,NBC,5
2013,TV.com Jen Trolio,Parks and Recreation,NBC,6
2013,TV.com Jen Trolio,Mad Men,AMC,7
2013,TV.com Jen Trolio,Masters of Sex,Showtime,8
2013,TV.com Jen Trolio,New Girl,Fox,9
2013,TV.com Jen Trolio,American Horror Story,FX,10
2013,TV Guide,Breaking Bad,AMC,1
2013,TV Guide,Orange Is the New Black,Netflix,2
2013,TV Guide,The Good Wife,CBS,3
2013,TV Guide,Game of Thrones,HBO,4
2013,TV Guide,Mad Men,AMC,5
2013,TV Guide,Veep,HBO,6
2013,TV Guide,Masters of Sex,Showtime,7
2013,TV Guide,The Americans,FX,8
2013,TV Guide,Hannibal,NBC,9
2013,TV Guide,House of Cards,Netflix,10
2013,TV Guide Matt Roush,Breaking Bad,AMC,1
2013,TV Guide Matt Roush,The Good Wife,CBS,2
2013,TV Guide Matt Roush,Broadchurch,BBC America,3
2013,TV Guide Matt Roush,Masters of Sex,Showtime,4
2013,TV Guide Matt Roush,Orange Is the New Black,Netflix,5
2013,TV Guide Matt Roush,various Sundance Channel showsThe Americans,FX,6
2013,TV Guide Matt Roush,Game of Thrones,HBO,7
2013,TV Guide Matt Roush,sitcom oldies and goodiesRay Donovan,Showtime,8
2013,Uncle Barky Ed Bark,Breaking Bad,AMC,1
2013,Uncle Barky Ed Bark,Game of Thrones,HBO,2
2013,Uncle Barky Ed Bark,Masters of Sex,Showtime,3
2013,Uncle Barky Ed Bark,Mad Men,AMC,4
2013,Uncle Barky Ed Bark,Justified,FX,5
2013,Uncle Barky Ed Bark,The Americans,FX,6
2013,Uncle Barky Ed Bark,Orange Is the New Black,Netflix,7
2013,Uncle Barky Ed Bark,House of Cards,Netflix,8
2013,Uncle Barky Ed Bark,The Middle,ABC,9
2013,Uncle Barky Ed Bark,Homeland,Showtime,10
2013,Us Weekly John Griffiths,Mad Men,AMC,1
2013,Us Weekly John Griffiths,Breaking Bad,AMC,2
2013,Us Weekly John Griffiths,Orphan Black,BBC America,3
2013,Us Weekly John Griffiths,The Good Wife,CBS,4
2013,Us Weekly John Griffiths,Scandal,ABC,5
2013,Us Weekly John Griffiths,30 Rock,NBC,6
2013,Us Weekly John Griffiths,House of Cards,Netflix,7
2013,Us Weekly John Griffiths,The Walking Dead,AMC,8
2013,Us Weekly John Griffiths,Behind the Candelabra,HBO,9
2013,Us Weekly John Griffiths,Bates Motel,A&E,10
2013,USA Today Robert Bianco,Breaking Bad,AMC,1
2013,USA Today Robert Bianco,The Big Bang Theory,CBS,3
2013,USA Today Robert Bianco,AND The Good Wife,CBS,4
2013,USA Today Robert Bianco,Modern Family,ABC,5
2013,USA Today Robert Bianco,Justified,FX,6
2013,USA Today Robert Bianco,The Americans,FX,7
2013,USA Today Robert Bianco,Masters of Sex,Showtime,8
2013,USA Today Robert Bianco,Broadchurch,BBC America,9
2013,USA Today Robert Bianco,The Middle,ABC,10
2013,Variety Brian Lowery,Breaking Bad,AMC,1
2013,Variety Brian Lowery,Game of Thrones,HBO,2
2013,Variety Brian Lowery,Boardwalk Empire,HBO,3
2013,Variety Brian Lowery,Downton Abbey,PBS,4
2013,Variety Brian Lowery,Southland,TNT,5
2013,Variety Brian Lowery,The Big Bang Theory,CBS,6
2013,Variety Brian Lowery,The Walking Dead,AMC,7
2013,Variety Brian Lowery,Modern Family,ABC,8
2013,Variety Brian Lowery,The Good Wife,CBS,9
2013,Variety Brian Lowery,Masters of Sex,Showtime,10
2013,Washington Post Hank Stuever,Breaking Bad,"specifically, Walter White's exit strategy",1
2013,Washington Post Hank Stuever,Orange Is the New Black,Netflix,2
2013,Washington Post Hank Stuever,Masters of Sex,Showtime,3
2013,Washington Post Hank Stuever,"""Red Wedding"" episode of Game of Thrones",HBO,4
2013,Washington Post Hank Stuever,Time of Death,Showtime,5
2013,Washington Post Hank Stuever,Broadchurch,BBC America,6
2013,Washington Post Hank Stuever,The Americans,FX,7
2013,Washington Post Hank Stuever,Vikings,History,8
2013,Washington Post Hank Stuever,The Returned,Sundance,9
2013,Washington Post Hank Stuever,Veep,HBO,10
2013,Yahoo! TV,Breaking Bad,AMC,1
2013,Yahoo! TV,Game of Thrones,HBO,2
2013,Yahoo! TV,Mad Men,AMC,3
2013,Yahoo! TV,Orange Is the New Black,Netflix,4
2013,Yahoo! TV,Parks and Recreation,NBC,5
2013,Yahoo! TV,Scandal,ABC,6
2013,Yahoo! TV,Hello Ladies,HBO,7
2013,Yahoo! TV,Veep,HBO,8
2013,Yahoo! TV,The Walking Dead,AMC,9
2013,Yahoo! TV,Orphan Black,BBC America,10
2014,Akron Beacon Journal  Rich Heldenfels,The Americans,FX,1
2014,Akron Beacon Journal  Rich Heldenfels,Masters of Sex,Showtime,2
2014,Akron Beacon Journal  Rich Heldenfels,Orange Is the New Black,Netflix,3
2014,Akron Beacon Journal  Rich Heldenfels,Mad Men,AMC,4
2014,Akron Beacon Journal  Rich Heldenfels,Gotham,Fox,5
2014,Akron Beacon Journal  Rich Heldenfels,The Good Wife,CBS,6
2014,Akron Beacon Journal  Rich Heldenfels,Justified,FX,7
2014,Akron Beacon Journal  Rich Heldenfels,You're the Worst,FX,8
2014,Akron Beacon Journal  Rich Heldenfels,Scandal,ABC,9
2014,Akron Beacon Journal  Rich Heldenfels,Doctor Who,BBC America,10
2014,A.V. Club  Staff consensus,Hannibal,NBC,1
2014,A.V. Club  Staff consensus,Broad City,Comedy Central,2
2014,A.V. Club  Staff consensus,The Americans,FX,3
2014,A.V. Club  Staff consensus,True Detective,HBO,4
2014,A.V. Club  Staff consensus,The Good Wife,CBS,5
2014,A.V. Club  Staff consensus,Fargo,FX,6
2014,A.V. Club  Staff consensus,Mad Men,AMC,7
2014,A.V. Club  Staff consensus,Transparent,Amazon,8
2014,A.V. Club  Staff consensus,You're the Worst,FX,9
2014,A.V. Club  Staff consensus,Last Week Tonight With John Oliver,HBO,10
2014,Boston Globe  Matthew Gilbert,Transparent,Amazon,1
2014,Boston Globe  Matthew Gilbert,The Good Wife,CBS,2
2014,Boston Globe  Matthew Gilbert,Olive Kitteridge,HBO,3
2014,Boston Globe  Matthew Gilbert,The Americans,FX,4
2014,Boston Globe  Matthew Gilbert,Veep,HBO,5
2014,Boston Globe  Matthew Gilbert,Fargo,FX,6
2014,Boston Globe  Matthew Gilbert,Last Week Tonight With John Oliver,HBO,7
2014,Boston Globe  Matthew Gilbert,Broad City,Comedy Central,8
2014,Boston Globe  Matthew Gilbert,Shameless,Showtime,9
2014,Boston Globe  Matthew Gilbert,The Knick,Cinemax,10
2014,Cleveland Plain Dealer  Mark Dawidziak,Justified,FX,1
2014,Cleveland Plain Dealer  Mark Dawidziak,The Roosevelts,PBS,2
2014,Cleveland Plain Dealer  Mark Dawidziak,True Detective,HBO,3
2014,Cleveland Plain Dealer  Mark Dawidziak,Fargo,FX,4
2014,Cleveland Plain Dealer  Mark Dawidziak,The Walking Dead,AMC,5
2014,Cleveland Plain Dealer  Mark Dawidziak,Sherlock,PBS,6
2014,Cleveland Plain Dealer  Mark Dawidziak,Game of Thrones,HBO,7
2014,Cleveland Plain Dealer  Mark Dawidziak,House of Cards,Netflix,8
2014,Cleveland Plain Dealer  Mark Dawidziak,Penny Dreadful,Showtime,9
2014,Cleveland Plain Dealer  Mark Dawidziak,Gotham,Fox,10
2014,Complex  Staff consensus,Transparent,Amazon,1
2014,Complex  Staff consensus,Hannibal,NBC,2
2014,Complex  Staff consensus,The Knick,Cinemax,3
2014,Complex  Staff consensus,Broad City,Comedy Central,4
2014,Complex  Staff consensus,Fargo,FX,5
2014,Complex  Staff consensus,True Detective,HBO,6
2014,Complex  Staff consensus,Game of Thrones,HBO,7
2014,Complex  Staff consensus,Mad Men,AMC,8
2014,Complex  Staff consensus,Veep,HBO,9
2014,Complex  Staff consensus,Last Week Tonight With John Oliver,HBO,10
2014,The Daily Beast  Kevin Fallon,The Good Wife,CBS,1
2014,The Daily Beast  Kevin Fallon,Transparent,Amazon,2
2014,The Daily Beast  Kevin Fallon,Veep,HBO,3
2014,The Daily Beast  Kevin Fallon,Fargo,FX,4
2014,The Daily Beast  Kevin Fallon,Last Week Tonight With John Oliver,HBO,5
2014,The Daily Beast  Kevin Fallon,Orange Is the New Black,Netflix,6
2014,The Daily Beast  Kevin Fallon,Hannibal,NBC,7
2014,The Daily Beast  Kevin Fallon,Broad City,Comedy Central,8
2014,The Daily Beast  Kevin Fallon,The Comeback,HBO,9
2014,The Daily Beast  Kevin Fallon,Mad Men,AMC,10
2014,Denver Post  Joanne Ostrow,The Good Wife,CBS,1
2014,Denver Post  Joanne Ostrow,Game of Thrones,HBO,2
2014,Denver Post  Joanne Ostrow,Homeland,Showtime,3
2014,Denver Post  Joanne Ostrow,Transparent,Amazon,4
2014,Denver Post  Joanne Ostrow,Orange Is the New Black,Netflix,5
2014,Denver Post  Joanne Ostrow,Olive Kitteridge,HBO,6
2014,Denver Post  Joanne Ostrow,True Detective,HBO,7
2014,Denver Post  Joanne Ostrow,The Affair,Showtime,8
2014,Denver Post  Joanne Ostrow,The Americans,FX,9
2014,Denver Post  Joanne Ostrow,The Roosevelts,PBS,10
2014,Digital Spy  Staff consensus,True Detective,HBO,1
