gameIndex,Date,Red,Blue,Win,RRoster,BRoster
9977,2016-03-04,Team SoloMid,Origen,blue,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar,Soaz • Amazing • PowerOfEvil • Zven • Mithy
9976,2016-03-04,Origen,Team SoloMid,blue,Soaz • Amazing • PowerOfEvil • Zven • Mithy,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar
9975,2016-03-04,Royal Never Give Up,ESC Ever,red,Looper • Mlxg • Xiaohu • Wuxx • Mata,Crazy • Ares • Tempt • Loken • Key
9974,2016-03-04,Royal Never Give Up,Origen,red,Looper • Mlxg • Xiaohu • Wuxx • Mata,Soaz • Amazing • PowerOfEvil • Zven • Mithy
9973,2016-03-04,Team SoloMid,ESC Ever,blue,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar,Crazy • Ares • Tempt • Loken • Key
9997,2016-10-31,Saigon Jokers,Vega Squadron,blue,Row • Yi Jin • Warzone • Celebrity • RonOP,NoNholy • Zanzarah • Drobovik123 • Blasting • Edward
9996,2016-10-31,Saigon Jokers,Vega Squadron,blue,Row • Yi Jin • Warzone • Celebrity • RonOP,NoNholy • Zanzarah • Drobovik123 • Blasting • Edward
9995,2016-10-31,Rampage,Vega Squadron,blue,YutoriMoya • Tussle • Lem0n • Meron • Pupil,NoNholy • Zanzarah • Drobovik123 • Blasting • Edward
9994,2016-10-31,Vega Squadron,Rampage,blue,NoNholy • Zanzarah • Drobovik123 • Blasting • Edward,YutoriMoya • Tussle • Lem0n • Meron • Pupil
9993,2016-10-31,Rampage,Vega Squadron,blue,YutoriMoya • Tussle • Lem0n • Meron • Pupil,NoNholy • Zanzarah • Drobovik123 • Blasting • Edward
9992,2016-10-30,Saigon Jokers,Dark Passage,blue,Row • Yi Jin • Warzone • Celebrity • RonOP,Phaxi • k0u • Immortoru • HolyPhoenix • Rogu
9991,2016-10-30,Dark Passage,Saigon Jokers,red,Phaxi • k0u • Immortoru • HolyPhoenix • Rogu,Row • Yi Jin • Warzone • Celebrity • RonOP
9990,2016-10-30,Dark Passage,Rampage,red,Phaxi • k0u • Immortoru • HolyPhoenix • Rogu,YutoriMoya • Tussle • Lem0n • Meron • Pupil
9989,2016-10-30,Dark Passage,Rampage,red,Phaxi • k0u • Immortoru • HolyPhoenix • Rogu,YutoriMoya • Tussle • Lem0n • Meron • Pupil
9988,2016-10-30,Vega Squadron,Saigon Jokers,blue,NoNholy • Zanzarah • Drobovik123 • Blasting • Edward,Row • Yi Jin • Warzone • Celebrity • RonOP
9987,2016-10-30,Saigon Jokers,Vega Squadron,red,Row • Yi Jin • Warzone • Celebrity • RonOP,NoNholy • Zanzarah • Drobovik123 • Blasting • Edward
9986,2016-10-29,Chiefs Esports Club,Lyon Gaming,red,Swip3rR • Spookz • Swiffer • Raes • EGym,Jirall • Oddie • Seiya • WhiteLotus • Choisix
9985,2016-10-29,Lyon Gaming,Chiefs Esports Club,blue,Jirall • Oddie • Seiya • WhiteLotus • Choisix,Swip3rR • Spookz • Swiffer • Raes • EGym
9984,2016-10-29,Kaos Latin Gamers,Lyon Gaming,blue,Accelerator • Tierwulf • Plugo • TheFoxz • Sakuya,Jirall • Oddie • Seiya • WhiteLotus • Choisix
9983,2016-10-29,Kaos Latin Gamers,Lyon Gaming,blue,Accelerator • Tierwulf • Plugo • TheFoxz • Sakuya,Jirall • Oddie • Seiya • WhiteLotus • Choisix
9982,2016-10-28,Chiefs Esports Club,INTZ e-Sports,blue,Swip3rR • Spookz • Swiffer • Raes • EGym,Yang • Revolta • Tockers • micaO • Jockster
9981,2016-10-28,INTZ e-Sports,Chiefs Esports Club,red,Yang • Revolta • Tockers • micaO • Jockster,Swip3rR • Spookz • Swiffer • Raes • EGym
9980,2016-10-28,Chiefs Esports Club,INTZ e-Sports,red,Swip3rR • Spookz • Swiffer • Raes • EGym,Yang • Revolta • Tockers • micaO • Jockster
9979,2016-10-28,Lyon Gaming,Chiefs Esports Club,blue,Jirall • Oddie • Seiya • WhiteLotus • Choisix,Swip3rR • Spookz • Swiffer • Raes • EGym
9978,2016-10-28,Chiefs Esports Club,Lyon Gaming,red,Swip3rR • Spookz • Swiffer • Raes • EGym,Jirall • Oddie • Seiya • WhiteLotus • Choisix
9977,2016-10-28,INTZ e-Sports,Kaos Latin Gamers,red,Yang • Revolta • Tockers • micaO • Jockster,Accelerator • Tierwulf • Plugo • TheFoxz • Sakuya
9976,2016-10-28,Kaos Latin Gamers,INTZ e-Sports,blue,Accelerator • Tierwulf • Plugo • TheFoxz • Sakuya,Yang • Revolta • Tockers • micaO • Jockster
9997,2016-12-18,Kongdoo Monster,Samsung Galaxy,blue,Roach • Punch • Edge • SSol • GuGer,CuVee • Ambition • Crown • Ruler • CoreJJ
9996,2016-12-18,Samsung Galaxy,Kongdoo Monster,blue,CuVee • Ambition • Crown • Ruler • CoreJJ,Roach • Punch • Edge • SSol • GuGer
9995,2016-12-18,Kongdoo Monster,Samsung Galaxy,blue,Roach • Punch • Edge • SSol • GuGer,CuVee • Ambition • Crown • Ruler • CoreJJ
9994,2016-12-18,Samsung Galaxy,Kongdoo Monster,red,CuVee • Ambition • Crown • Ruler • CoreJJ,Roach • Punch • Edge • SSol • GuGer
9993,2016-12-17,Kongdoo Monster,Immortals,red,Roach • Punch • Edge • SSol • GuGer,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9992,2016-12-17,Kongdoo Monster,Immortals,blue,Roach • Punch • Edge • SSol • GuGer,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9991,2016-12-17,Immortals,Kongdoo Monster,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Roach • Punch • Edge • SSol • GuGer
9990,2016-12-16,Samsung Galaxy,Team Liquid,red,CuVee • Ambition • Crown • Ruler • CoreJJ,Lourlo • Reignover • GoldenGlue • Piglet • Matt
9989,2016-12-16,Team Liquid,Samsung Galaxy,blue,Lourlo • Reignover • GoldenGlue • Piglet • Matt,CuVee • Ambition • Crown • Ruler • CoreJJ
9988,2016-12-15,Giants Gaming,Team Liquid,blue,Flaxxish • Mightybear • NighT • UpseT • HusTlin,Lourlo • Reignover • GoldenGlue • Piglet • Matt
9987,2016-12-15,Team Liquid,Giants Gaming,red,Lourlo • Reignover • GoldenGlue • Piglet • Matt,Flaxxish • Mightybear • NighT • UpseT • HusTlin
9986,2016-12-15,Team Liquid,Dark Passage,red,Lourlo • Reignover • GoldenGlue • Piglet • Matt,Bwipo • k0u • Immortoru • HolyPhoenix • Rogue
9985,2016-12-15,Dark Passage,Team Liquid,blue,Bwipo • k0u • Immortoru • HolyPhoenix • Rogue,Lourlo • Reignover • GoldenGlue • Piglet • Matt
9984,2016-12-15,Kongdoo Monster,Giants Gaming,red,Roach • Punch • Edge • SSol • GuGer,Flaxxish • Mightybear • NighT • UpseT • HusTlin
9983,2016-12-15,Giants Gaming,Kongdoo Monster,blue,Flaxxish • Mightybear • NighT • UpseT • HusTlin,Roach • Punch • Edge • SSol • GuGer
9982,2016-12-15,Giants Gaming,Team Liquid,red,Flaxxish • Mightybear • NighT • UpseT • HusTlin,Lourlo • Reignover • GoldenGlue • Piglet • Matt
9981,2016-12-15,Dark Passage,Kongdoo Monster,blue,Bwipo • k0u • Immortoru • HolyPhoenix • Rogue,Roach • Punch • Edge • SSol • GuGer
9980,2016-12-14,J Team,Immortals,blue,Morning • Achie • FoFo • Bebe • Jay,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9979,2016-12-14,Immortals,J Team,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Morning • Achie • FoFo • Bebe • Jay
9978,2016-12-14,J Team,Immortals,blue,Morning • Achie • FoFo • Bebe • Jay,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9977,2016-12-14,Vega Squadron,J Team,blue,NoNholy • Zanzarah • Drobovik123 • LeX • EDward,Morning • Achie • FoFo • Bebe • Jay
9976,2016-12-14,J Team,Vega Squadron,red,Morning • Achie • FoFo • Bebe • Jay,NoNholy • Zanzarah • Drobovik123 • LeX • EDward
9975,2016-12-14,Immortals,Samsung Galaxy,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,CuVee • Ambition • Crown • Ruler • CoreJJ
9974,2016-12-14,Samsung Galaxy,Immortals,red,CuVee • Ambition • Crown • Ruler • CoreJJ,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9973,2016-12-14,Immortals,J Team,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Morning • Achie • FoFo • Breaker • Jay
9972,2016-12-14,Vega Squadron,Samsung Galaxy,blue,NoNholy • Zanzarah • Drobovik123 • LeX • EDward,CuVee • Ambition • Crown • Ruler • CoreJJ
9997,2016-11-21,Flash Wolves,Unicorns Of Love,blue,MMD • Karsa • Maple • DoubleRed • SwordArt,Vizicsacsi • Move • Exileh • Veritas • Hylissang
9996,2016-11-21,Unicorns Of Love,Flash Wolves,blue,Vizicsacsi • Move • Exileh • Veritas • Hylissang,MMD • Karsa • Maple • DoubleRed • SwordArt
9995,2016-11-21,Flash Wolves,Unicorns Of Love,blue,MMD • Karsa • Maple • DoubleRed • SwordArt,Vizicsacsi • Move • Exileh • Veritas • Hylissang
9994,2016-11-21,Unicorns Of Love,Flash Wolves,red,Vizicsacsi • Move • Exileh • Veritas • Hylissang,MMD • Karsa • Maple • DoubleRed • SwordArt
9993,2016-11-20,Flash Wolves,Unicorns Of Love,red,MMD • Karsa • Maple • DoubleRed • SwordArt,Vizicsacsi • Move • Exileh • Veritas • Hylissang
9992,2016-11-20,Flash Wolves,Longzhu Gaming,red,MMD • Karsa • Maple • DoubleRed • SwordArt,Expession • Crash • Frozen • Fury • Pure
9991,2016-11-20,Longzhu Gaming,Flash Wolves,blue,Expession • Chaser • Frozen • Fury • Pure,MMD • Karsa • Maple • DoubleRed • SwordArt
9990,2016-11-20,Team SoloMid,Unicorns Of Love,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Vizicsacsi • Move • Exileh • Veritas • Hylissang
9989,2016-11-20,Team SoloMid,Unicorns Of Love,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Vizicsacsi • Move • Exileh • Veritas • Hylissang
9988,2016-11-20,Unicorns Of Love,Team SoloMid,blue,Vizicsacsi • Move • Exileh • Veritas • Hylissang,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9987,2016-11-19,Chiefs Esports Club,Longzhu Gaming,blue,Swip3rR • Spookz • Swiffer • Raes • EGym,Expession • Chaser • Frozen • Fury • Pure
9986,2016-11-19,Longzhu Gaming,Chiefs Esports Club,red,Expession • Chaser • Frozen • Fury • Pure,Swip3rR • Spookz • Swiffer • Raes • EGym
9985,2016-11-19,Unicorns Of Love,INTZ e-Sports,red,Vizicsacsi • Move • Exileh • Veritas • Hylissang,Yang • Revolta • tockers • micaO • Jockster
9984,2016-11-19,INTZ e-Sports,Unicorns Of Love,blue,Yang • Revolta • tockers • micaO • Jockster,Vizicsacsi • Move • Exileh • Veritas • Hylissang
9997,2017-02-26,G2 Esports,Flash Wolves,blue,Expect • Trick • Perkz • Zven • mithy,MMD • Karsa • Maple • Betty • SwordArt
9996,2017-02-26,Flash Wolves,G2 Esports,red,MMD • Karsa • Maple • Betty • SwordArt,Expect • Trick • Perkz • Zven • mithy
9995,2017-02-26,H2k-Gaming,Flash Wolves,blue,Odoamne • Jankos • Febiven • Nuclear • Chei,MMD • Karsa • Maple • Betty • SwordArt
9994,2017-02-26,H2k-Gaming,Flash Wolves,blue,Odoamne • Jankos • Febiven • Nuclear • Chei,MMD • Karsa • Maple • Betty • SwordArt
9993,2017-02-26,Flash Wolves,H2k-Gaming,blue,MMD • Karsa • Maple • Betty • SwordArt,Odoamne • Jankos • Febiven • Nuclear • Chei
9992,2017-02-26,G2 Esports,ROX Tigers,red,Expect • Trick • Perkz • Zven • mithy,Lindarang • SeongHwan • Mickey • Sangyoon • Key
9991,2017-02-26,G2 Esports,ROX Tigers,red,Expect • Trick • Perkz • Zven • mithy,Lindarang • SeongHwan • Mickey • Sangyoon • Key
9990,2017-02-26,ROX Tigers,G2 Esports,red,Lindarang • SeongHwan • Mickey • Sangyoon • Key,Expect • Trick • Perkz • Zven • mithy
9989,2017-02-24,G2 Esports,Unicorns Of Love,red,Expect • Trick • Perkz • Zven • mithy,Vizicsacsi • Xerxe • Exileh • Samux • Hylissang
9988,2017-02-24,Unicorns Of Love,G2 Esports,blue,Vizicsacsi • Xerxe • Exileh • Samux • Hylissang,Expect • Trick • Perkz • Zven • mithy
9987,2017-02-24,Hong Kong Esports,H2k-Gaming,blue,MapleSnow • Gemini • Gear • GodKwai • Nestea,Odoamne • Jankos • Febiven • Nuclear • Chei
9986,2017-02-24,Hong Kong Esports,H2k-Gaming,blue,MapleSnow • Gemini • Gear • GodKwai • Nestea,Odoamne • Jankos • Febiven • Nuclear • Chei
9985,2017-02-24,H2k-Gaming,Hong Kong Esports,blue,Odoamne • Jankos • Febiven • Nuclear • Chei,MapleSnow • Gemini • Gear • GodKwai • Nestea
