gameIndex,Date,Red,Blue,Win,RRoster,BRoster
9944,2015-06-19,Taipei Assassins,Flash Wolves,blue,Morning • REFRA1N • Chawy • Lupin • Yue,Steak • Karsa • Maple • NL • SwordArT
9943,2015-06-19,Logitech G Snipers,Midnight Sun Esports,blue,Lat • RD • Breaker • K • Ysera,LOFS • Empt2 • caNdy • Stitch • Chunx
9942,2015-06-19,Midnight Sun Esports,Logitech G Snipers,red,LOFS • Empt2 • M1ssion • Stitch • Chunx,Lat • RD • Breaker • K • Ysera
9941,2015-06-18,Logitech G Snipers,Assassin Sniper,blue,Lat • illusion • Breaker • RD • Ysera,MapleSnow • Zonda • Achie • BeBe • Weiiii
9940,2015-06-18,Assassin Sniper,Logitech G Snipers,red,MapleSnow • Zonda • Achie • BeBe • Weiiii,Lat • illusion • Breaker • RD • Ysera
9939,2015-06-18,Flash Wolves,Machi E-Sports,red,MMD • Karsa • Maple • NL • SwordArT,BoBo • TheFeeling • Apex • Dee • Dreamer
9938,2015-06-18,Machi E-Sports,Flash Wolves,blue,BoBo • TheFeeling • Apex • Dee • Dreamer,MMD • Karsa • Maple • NL • SwordArT
9937,2015-06-17,Taipei Assassins,ahq e-Sports Club,blue,Morning • Domo • Chawy • Lupin • Yue,Ziv • Mountain • westdoor • AN • Albis
9936,2015-06-17,ahq e-Sports Club,Taipei Assassins,red,Ziv • Mountain • westdoor • AN • Albis,Morning • Domo • Chawy • Lupin • Yue
9935,2015-06-17,Midnight Sun Esports,Hong Kong Esports,red,LOFS • Empt2 • M1ssion • CorGi • Chunx,Stanley • Dinter • Toyz • Raison • Olleh
9934,2015-06-17,Hong Kong Esports,Midnight Sun Esports,red,Stanley • Dinter • Toyz • Raison • Olleh,LOFS • Empt2 • M1ssion • CorGi • Chunx
9933,2015-06-12,Flash Wolves,ahq e-Sports Club,blue,Steak • Karsa • Maple • NL • SwordArT,Ziv • Mountain • westdoor • AN • Albis
9932,2015-06-12,ahq e-Sports Club,Flash Wolves,red,Ziv • Mountain • westdoor • AN • Albis,MMD • Karsa • Maple • NL • SwordArT
9931,2015-06-12,Taipei Assassins,Machi E-Sports,blue,Yue • Morning • Chawy • Lupin • Jay,BoBo • Fiesta • Republic • Dee • Dreamer
9930,2015-06-12,Machi E-Sports,Taipei Assassins,blue,BoBo • Fiesta • Republic • Dee • Dreamer,Yue • Morning • Chawy • Lupin • Jay
9929,2015-06-11,Logitech G Snipers,Hong Kong Esports,blue,Lat • YO • Breaker • RD • Ysera,Stanley • Dinter • Toyz • Raison • Olleh
9928,2015-06-11,Hong Kong Esports,Logitech G Snipers,red,Stanley • Dinter • Toyz • Raison • Olleh,Lat • YO • Breaker • RD • Ysera
9927,2015-06-11,Midnight Sun Esports,Assassin Sniper,blue,LOFS • Empt2 • M1ssion • CorGi • Chunx,MapleSnow • Zonda • Achie • BeBe • Weiiii
9926,2015-06-11,Assassin Sniper,Midnight Sun Esports,blue,MapleSnow • Zonda • Achie • BeBe • Weiiii,LOFS • Empt2 • M1ssion • CorGi • Chunx
9925,2015-06-10,Flash Wolves,Assassin Sniper,red,Steak • Karsa • Maple • NL • SwordArT,MapleSnow • Zonda • Achie • BeBe • Weiiii
9924,2015-06-10,Assassin Sniper,Flash Wolves,blue,MapleSnow • Zonda • Achie • BeBe • Weiiii,Steak • Karsa • Maple • NL • SwordArT
9923,2015-06-10,Taipei Assassins,Hong Kong Esports,blue,Yue • Morning • Chawy • Lupin • Jay,Stanley • Dinter • Toyz • Raison • Olleh
9922,2015-06-10,Hong Kong Esports,Taipei Assassins,blue,Stanley • Dinter • Toyz • Raison • Olleh,Yue • Morning • Chawy • Lupin • Jay
9921,2015-06-05,Logitech G Snipers,Machi E-Sports,blue,Lat • YO • Breaker • RD • Ysera,BoBo • Fiesta • Republic • Dee • Dreamer
9920,2015-06-05,Machi E-Sports,Logitech G Snipers,blue,BoBo • Fiesta • Republic • Dee • Dreamer,Lat • YO • Breaker • RD • Ysera
9919,2015-06-05,Midnight Sun Esports,ahq e-Sports Club,blue,LOFS • Empt2 • M1ssion • CorGi • Chunx,Ziv • Mountain • westdoor • AN • Albis
9918,2015-06-05,ahq e-Sports Club,Midnight Sun Esports,red,Ziv • Mountain • westdoor • AN • Albis,LOFS • Empt2 • M1ssion • CorGi • Chunx
9917,2015-06-04,Midnight Sun Esports,Machi E-Sports,red,LOFS • Empt2 • M1ssion • CorGi • Chunx,BoBo • Fiesta • Republic • Dee • Dreamer
9916,2015-06-04,Machi E-Sports,Midnight Sun Esports,blue,BoBo • Fiesta • Republic • Dee • Dreamer,LOFS • Empt2 • M1ssion • CorGi • Chunx
9915,2015-06-04,Taipei Assassins,Assassin Sniper,blue,Morning • Domo • Chawy • Lupin • Yue,MapleSnow • Zonda • Achie • BeBe • Weiiii
9914,2015-06-04,Assassin Sniper,Taipei Assassins,red,MapleSnow • Zonda • Achie • BeBe • Weiiii,Morning • Domo • Chawy • Lupin • Yue
9913,2015-06-03,Logitech G Snipers,ahq e-Sports Club,blue,Lat • YO • Breaker • RD • Ysera,Ziv • Mountain • westdoor • AN • Albis
9912,2015-06-03,ahq e-Sports Club,Logitech G Snipers,red,Ziv • Mountain • westdoor • AN • Albis,Lat • YO • Breaker • RD • Ysera
9911,2015-06-03,Flash Wolves,Hong Kong Esports,red,Steak • Karsa • Maple • NL • SwordArT,Stanley • Dinter • Toyz • Raison • Olleh
9910,2015-06-03,Hong Kong Esports,Flash Wolves,red,Stanley • Dinter • Toyz • Raison • Olleh,Steak • Karsa • Maple • NL • SwordArT
9909,2015-05-29,Machi E-Sports,Hong Kong Esports,blue,BoBo • Fiesta • Republic • Dee • Dreamer,Stanley • Dinter • Toyz • Raison • Olleh
9908,2015-05-29,Hong Kong Esports,Machi E-Sports,blue,Stanley • Dinter • Toyz • Raison • Olleh,BoBo • Fiesta • Republic • Dee • Dreamer
9907,2015-05-29,ahq e-Sports Club,Assassin Sniper,red,Ziv • Mountain • westdoor • AN • Albis,Zonda • Achie • Stone • BeBe • Weiiii
9906,2015-05-29,Assassin Sniper,ahq e-Sports Club,blue,Zonda • Achie • Stone • BeBe • Weiiii,Ziv • Mountain • westdoor • AN • Albis
9905,2015-05-28,Midnight Sun Esports,Flash Wolves,red,LOFS • Empt2 • M1ssion • CorGi • Chunx,MMD • REFRA1N • Maple • NL • SwordArT
9904,2015-05-28,Flash Wolves,Midnight Sun Esports,red,MMD • REFRA1N • Maple • NL • SwordArT,LOFS • Empt2 • M1ssion • CorGi • Chunx
9903,2015-05-28,Logitech G Snipers,Taipei Assassins,blue,Lat • YO • Breaker • RD • Ysera,Morning • Domo • Chawy • Lupin • Jay
9902,2015-05-28,Taipei Assassins,Logitech G Snipers,blue,Morning • Domo • Chawy • Lupin • Jay,Lat • YO • Breaker • RD • Ysera
9901,2015-05-27,ahq e-Sports Club,Hong Kong Esports,red,Ziv • Mountain • westdoor • AN • Albis,Stanley • Dinter • Toyz • Raison • Olleh
9900,2015-05-27,Hong Kong Esports,ahq e-Sports Club,blue,Stanley • Dinter • Toyz • Raison • Olleh,Ziv • Mountain • westdoor • AN • Albis
9899,2015-05-27,Machi E-Sports,Assassin Sniper,red,BoBo • Fiesta • Republic • Dee • Dreamer,Zonda • Achie • Stone • BeBe • Weiiii
9898,2015-05-27,Assassin Sniper,Machi E-Sports,blue,Zonda • Achie • Stone • BeBe • Weiiii,BoBo • Fiesta • Republic • Dee • Dreamer
9897,2015-05-22,Logitech G Snipers,Flash Wolves,blue,Lat • YO • Breaker • RD • Ysera,MMD • Karsa • Maple • NL • SwordArT
9896,2015-05-22,Flash Wolves,Logitech G Snipers,red,MMD • Karsa • Maple • NL • SwordArT,Lat • YO • Breaker • RD • Ysera
9895,2015-05-22,Midnight Sun Esports,Taipei Assassins,blue,LOFS • Empt2 • M1ssion • CorGi • Chunx,Morning • Domo • Chawy • Lupin • Jay
9894,2015-05-22,Taipei Assassins,Midnight Sun Esports,red,Morning • Domo • Chawy • Lupin • Jay,LOFS • Empt2 • M1ssion • CorGi • Chunx
9893,2015-05-21,Machi E-Sports,ahq e-Sports Club,blue,BoBo • Fiesta • Republic • Dee • Dreamer,Ziv • Mountain • westdoor • AN • Albis
9892,2015-05-21,ahq e-Sports Club,Machi E-Sports,red,Ziv • Mountain • westdoor • AN • Albis,BoBo • Fiesta • Republic • Dee • Dreamer
9891,2015-05-21,Taipei Assassins,Flash Wolves,blue,Morning • Domo • Chawy • Lupin • Jay,Steak • Karsa • Maple • NL • SwordArT
9890,2015-05-21,Flash Wolves,Taipei Assassins,red,Steak • Karsa • Maple • NL • SwordArT,Morning • Domo • Chawy • Lupin • Jay
9889,2015-05-20,Assassin Sniper,Hong Kong Esports,red,Zonda • MiHanna • Achie • BeBe • Weiiii,Stanley • Dinter • Toyz • Raison • Olleh
9888,2015-05-20,Hong Kong Esports,Assassin Sniper,red,Stanley • Dinter • Toyz • Raison • Olleh,Zonda • MiHanna • Achie • BeBe • Weiiii
9887,2015-05-20,Midnight Sun Esports,Logitech G Snipers,blue,LOFS • Empt2 • M1ssion • CorGi • Chunx,Lat • illusion • Breaker • RD • Ysera
9886,2015-05-20,Logitech G Snipers,Midnight Sun Esports,blue,Lat • illusion • Breaker • RD • Ysera,LOFS • Empt2 • M1ssion • CorGi • Chunx
9997,2016-04-17,Flash Wolves,ahq e-Sports Club,red,MMD • Karsa • Maple • NL • SwordArT,Ziv • Mountain • Westdoor • AN • Albis
9996,2016-04-17,Flash Wolves,ahq e-Sports Club,red,MMD • Karsa • Maple • NL • SwordArT,Ziv • Mountain • Chawy • AN • Albis
9995,2016-04-17,Flash Wolves,ahq e-Sports Club,red,MMD • Karsa • Maple • NL • SwordArT,Ziv • Mountain • Westdoor • AN • Albis
9994,2016-04-16,Machi E-Sports,Flash Wolves,blue,BoBo • Taizan • Apex • Dee • Dreamer,MMD • Karsa • Maple • NL • SwordArT
9993,2016-04-16,Flash Wolves,Machi E-Sports,red,MMD • Karsa • Maple • NL • SwordArT,BoBo • Taizan • Apex • Dee • Dreamer
9992,2016-04-16,Machi E-Sports,Flash Wolves,blue,BoBo • Taizan • Apex • Dee • Dreamer,MMD • Karsa • Maple • NL • SwordArT
9991,2016-04-15,Machi E-Sports,Taipei Assassins,red,BoBo • Taizan • Apex • Dee • Dreamer,Morning • REFRA1N • FoFo • BeBe • Jay
9990,2016-04-15,Taipei Assassins,Machi E-Sports,blue,Morning • REFRA1N • FoFo • BeBe • Jay,BoBo • Taizan • Apex • Dee • Dreamer
9989,2016-04-15,Machi E-Sports,Taipei Assassins,blue,BoBo • Taizan • Apex • Dee • Dreamer,Morning • REFRA1N • FoFo • BeBe • Jay
9988,2016-04-15,Taipei Assassins,Machi E-Sports,blue,Morning • REFRA1N • FoFo • BeBe • Jay,BoBo • Taizan • Apex • Dee • Dreamer
9987,2016-04-15,Taipei Assassins,Machi E-Sports,red,Morning • REFRA1N • FoFo • BeBe • Jay,BoBo • Taizan • Apex • Dee • Dreamer
9997,2015-12-27,GashBears,YoLMS,blue,Lat • Naz • Breaker • Rokenia • Max,Poppy • YO • zHou • LBB • Suki
9996,2015-12-27,YoLMS,GashBears,blue,Poppy • YO • zHou • LBB • Suki,Lat • Naz • Breaker • Rokenia • Max
9995,2015-12-27,GashBears,YoLMS,blue,Lat • Naz • Breaker • Rokenia • Max,Poppy • YO • zHou • LBB • Suki
9994,2015-12-27,YoLMS,GashBears,red,Poppy • YO • zHou • LBB • Suki,Lat • Naz • Breaker • Rokenia • Max
9993,2015-12-27,GashBears,YoLMS,red,Lat • Naz • Breaker • Rokenia • Max,Poppy • YO • zHou • LBB • Suki
9992,2015-12-26,Assassin Sniper,DeftCarry,blue,pk • MiHanna • KuKu • Kane • Candy,Doge • SpeaR • jeffeRy • Rabi2 • Never
9991,2015-12-26,DeftCarry,Assassin Sniper,blue,Doge • SpeaR • jeffeRy • Rabi2 • Never,pk • MiHanna • KuKu • Kane • Candy
9990,2015-12-26,Assassin Sniper,DeftCarry,blue,pk • MiHanna • KuKu • Kane • Candy,Doge • SpeaR • jeffeRy • Rabi2 • Never
9989,2015-12-26,DeftCarry,Assassin Sniper,blue,Doge • SpeaR • jeffeRy • Rabi2 • Never,pk • MiHanna • KuKu • Kane • Candy
9988,2015-12-26,Assassin Sniper,DeftCarry,blue,pk • MiHanna • KuKu • Kane • Candy,Doge • SpeaR • jeffeRy • Rabi2 • Never
9997,2016-03-27,ahq e-Sports Club,Flash Wolves,blue,Ziv • Mountain • Chawy • RD • Albis,Rins • Karsa • Maple • NL • SwordArT
9996,2016-03-27,Flash Wolves,ahq e-Sports Club,blue,MMD • Karsa • Maple • NL • SwordArT,Ziv • Mountain • Chawy • RD • Albis
9995,2016-03-27,Machi E-Sports,Taipei Assassins,blue,BoBo • Taizan • Apex • Dee • Dreamer,Morning • Achie • FoFo • BeBe • Jay
9994,2016-03-27,Taipei Assassins,Machi E-Sports,blue,Morning • Achie • FoFo • BeBe • Jay,BoBo • Taizan • Apex • Dee • Dreamer
9993,2016-03-26,Midnight Sun Esports,Cougar E-Sport,red,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Syuan • SpeaR • KuKu • Rabi2 • Melon
9992,2016-03-26,Cougar E-Sport,Midnight Sun Esports,blue,Syuan • SpeaR • KuKu • Rabi2 • Melon,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9991,2016-03-26,eXtreme Gamers,Hong Kong Esports,blue,Nexus • Yo • SuwaKo • LBB • SuKi,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9990,2016-03-26,Hong Kong Esports,eXtreme Gamers,red,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,Nexus • Yo • SuwaKo • LBB • SuKi
9989,2016-03-25,Flash Wolves,Taipei Assassins,blue,MMD • Karsa • Maple • NL • SwordArT,Morning • REFRA1N • FoFo • BeBe • Jay
9988,2016-03-25,Taipei Assassins,Flash Wolves,red,Morning • REFRA1N • FoFo • BeBe • Jay,MMD • Karsa • Maple • NL • SwordArT
9987,2016-03-25,ahq e-Sports Club,Machi E-Sports,red,Ziv • Mountain • Chawy • AN • Albis,BoBo • Taizan • Apex • Dee • Dreamer
9986,2016-03-25,Machi E-Sports,ahq e-Sports Club,red,BoBo • Taizan • Apex • Dee • Dreamer,Ziv • Mountain • Westdoor • AN • Albis
9985,2016-03-24,Hong Kong Esports,Midnight Sun Esports,red,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9984,2016-03-24,Midnight Sun Esports,Hong Kong Esports,red,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9983,2016-03-24,eXtreme Gamers,Cougar E-Sport,blue,Nexus • Yo • SuwaKo • LBB • SuKi,Syuan • SpeaR • KuKu • Rabi2 • Melon
9982,2016-03-24,Cougar E-Sport,eXtreme Gamers,blue,Syuan • SpeaR • KuKu • Rabi2 • Melon,Nexus • Yo • SuwaKo • LBB • SuKi
9981,2016-03-20,Taipei Assassins,ahq e-Sports Club,blue,Morning • REFRA1N • FoFo • BeBe • Jay,Ziv • Mountain • Westdoor • AN • Albis
9980,2016-03-20,ahq e-Sports Club,Taipei Assassins,red,Ziv • Mountain • Chawy • AN • Albis,Morning • REFRA1N • FoFo • BeBe • Jay
9979,2016-03-20,Midnight Sun Esports,eXtreme Gamers,blue,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Nexus • Yo • SuwaKo • LBB • SuKi
9978,2016-03-20,eXtreme Gamers,Midnight Sun Esports,blue,Nexus • Yo • SuwaKo • LBB • SuKi,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9977,2016-03-19,Machi E-Sports,Cougar E-Sport,red,BoBo • Taizan • Apex • Dee • Dreamer,Syuan • SpeaR • KuKu • Rabi2 • Melon
9976,2016-03-19,Cougar E-Sport,Machi E-Sports,blue,Syuan • SpeaR • KuKu • Rabi2 • Melon,BoBo • Taizan • Apex • Dee • Dreamer
9975,2016-03-19,Flash Wolves,Hong Kong Esports,red,MMD • Karsa • Maple • NL • SwordArT,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9974,2016-03-19,Hong Kong Esports,Flash Wolves,blue,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,MMD • Karsa • Maple • NL • SwordArT
9973,2016-03-18,Midnight Sun Esports,ahq e-Sports Club,blue,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Ziv • Mountain • Westdoor • AN • Albis
9972,2016-03-18,ahq e-Sports Club,Midnight Sun Esports,red,Ziv • Mountain • Chawy • AN • Albis,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9971,2016-03-18,eXtreme Gamers,Taipei Assassins,blue,Nexus • Yo • SuwaKo • LBB • SuKi,Morning • REFRA1N • FoFo • BeBe • Jay
9970,2016-03-18,Taipei Assassins,eXtreme Gamers,red,Morning • REFRA1N • FoFo • BeBe • Jay,Nexus • Yo • SuwaKo • LBB • SuKi
9969,2016-03-17,Cougar E-Sport,Hong Kong Esports,blue,Syuan • SpeaR • KuKu • Never • Rabi2,MapleSnow • Dinter • MarS • GodKwai • Olleh
9968,2016-03-17,Hong Kong Esports,Cougar E-Sport,red,MapleSnow • Dinter • MarS • GodKwai • Olleh,Syuan • SpeaR • KuKu • Never • Rabi2
9967,2016-03-17,Machi E-Sports,Flash Wolves,blue,BoBo • Taizan • Apex • Dee • Dreamer,MMD • Karsa • Maple • NL • SwordArT
9966,2016-03-17,Flash Wolves,Machi E-Sports,red,MMD • Karsa • Maple • NL • SwordArT,BoBo • Taizan • Apex • Dee • Dreamer
9965,2016-03-12,Taipei Assassins,Hong Kong Esports,blue,Morning • REFRA1N • FoFo • BeBe • Jay,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9964,2016-03-12,Hong Kong Esports,Taipei Assassins,blue,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,Morning • REFRA1N • FoFo • BeBe • Jay
9963,2016-03-12,ahq e-Sports Club,Cougar E-Sport,red,Ziv • Mountain • Chawy • AN • Albis,Syuan • SpeaR • KuKu • Never • Rabi2
9962,2016-03-12,Cougar E-Sport,ahq e-Sports Club,blue,Syuan • SpeaR • KuKu • Never • Rabi2,Ziv • Mountain • Westdoor • AN • Albis
9961,2016-03-11,Hong Kong Esports,Machi E-Sports,blue,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,BoBo • Taizan • Apex • Dee • Dreamer
9960,2016-03-11,Machi E-Sports,Hong Kong Esports,blue,BoBo • Taizan • Apex • Dee • Dreamer,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9959,2016-03-11,Cougar E-Sport,Flash Wolves,blue,Syuan • SpeaR • KuKu • Rabi2 • Melon,MMD • Karsa • Maple • NL • SwordArT
9958,2016-03-11,Flash Wolves,Cougar E-Sport,red,MMD • Karsa • Maple • NL • SwordArT,Syuan • SpeaR • KuKu • Rabi2 • Melon
9957,2016-03-10,eXtreme Gamers,Flash Wolves,blue,Nexus • Yo • SuwaKo • LBB • SuKi,MMD • Karsa • Maple • NL • SwordArT
9956,2016-03-10,Flash Wolves,eXtreme Gamers,red,MMD • Karsa • Maple • NL • SwordArT,Nexus • Yo • SuwaKo • LBB • SuKi
9955,2016-03-10,Midnight Sun Esports,Machi E-Sports,red,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,BoBo • Taizan • Apex • Dee • Dreamer
9954,2016-03-10,Machi E-Sports,Midnight Sun Esports,red,BoBo • Taizan • Apex • Dee • Dreamer,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9953,2016-02-27,Machi E-Sports,eXtreme Gamers,red,BoBo • Taizan • Apex • Dee • Dreamer,Nexus • Yo • SuwaKo • LBB • SuKi
9952,2016-02-27,eXtreme Gamers,Machi E-Sports,blue,Nexus • Yo • SuwaKo • LBB • SuKi,BoBo • Taizan • Apex • Dee • Dreamer
9951,2016-02-27,Flash Wolves,Midnight Sun Esports,red,MMD • Karsa • Maple • NL • SwordArT,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9950,2016-02-27,Midnight Sun Esports,Flash Wolves,blue,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,MMD • Karsa • Maple • NL • SwordArT
9949,2016-02-26,ahq e-Sports Club,eXtreme Gamers,red,Ziv • Mountain • Chawy • AN • Albis,Nexus • Yo • SuwaKo • LBB • SuKi
9948,2016-02-26,eXtreme Gamers,ahq e-Sports Club,blue,Nexus • Yo • SuwaKo • LBB • SuKi,Ziv • Mountain • Westdoor • AN • Albis
9947,2016-02-26,Taipei Assassins,Midnight Sun Esports,red,Morning • REFRA1N • FoFo • BeBe • Jay,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9946,2016-02-26,Midnight Sun Esports,Taipei Assassins,blue,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Morning • REFRA1N • FoFo • BeBe • Jay
9945,2016-02-25,Cougar E-Sport,Taipei Assassins,blue,Syuan • SpeaR • KuKu • Rabi2 • Melon,Yue • REFRA1N • FoFo • BeBe • Jay
9944,2016-02-25,Taipei Assassins,Cougar E-Sport,red,Yue • REFRA1N • FoFo • BeBe • Jay,Syuan • SpeaR • KuKu • Rabi2 • Melon
9943,2016-02-25,Hong Kong Esports,ahq e-Sports Club,blue,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,Ziv • Mountain • Westdoor • AN • Albis
9942,2016-02-25,ahq e-Sports Club,Hong Kong Esports,blue,Ziv • Mountain • Chawy • AN • Albis,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9941,2016-02-19,ahq e-Sports Club,Taipei Assassins,red,Ziv • Mountain • Chawy • AN • Albis,Morning • REFRA1N • FoFo • BeBe • Jay
9940,2016-02-19,Taipei Assassins,ahq e-Sports Club,blue,Morning • REFRA1N • FoFo • BeBe • Jay,Ziv • Mountain • Westdoor • AN • Albis
9939,2016-02-19,Cougar E-Sport,Midnight Sun Esports,blue,Never • SpeaR • KuKu • Rabi2 • CandyBB,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9938,2016-02-19,Midnight Sun Esports,Cougar E-Sport,red,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Never • SpeaR • KuKu • Rabi2 • CandyBB
9937,2016-02-18,Flash Wolves,Machi E-Sports,red,Rins • Karsa • Maple • NL • SwordArT,BoBo • Taizan • Apex • Dee • Dreamer
9936,2016-02-18,Machi E-Sports,Flash Wolves,blue,BoBo • Taizan • Apex • Dee • Dreamer,Rins • Karsa • Maple • NL • SwordArT
9935,2016-02-18,Hong Kong Esports,eXtreme Gamers,red,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,Nexus • Yo • SuwaKo • LBB • SuKi
9934,2016-02-18,eXtreme Gamers,Hong Kong Esports,red,Nexus • Yo • SuwaKo • LBB • SuKi,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9933,2016-02-05,Hong Kong Esports,Flash Wolves,red,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,Rins • Karsa • Maple • NL • SwordArT
9932,2016-02-05,Flash Wolves,Hong Kong Esports,red,Rins • Karsa • Maple • NL • SwordArT,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9931,2016-02-05,eXtreme Gamers,ahq e-Sports Club,blue,Nexus • Yo • SuwaKo • LBB • SuKi,Ziv • Mountain • Westdoor • AN • Albis
9930,2016-02-05,ahq e-Sports Club,eXtreme Gamers,red,Ziv • Mountain • Chawy • AN • Albis,exciting • Yo • SuwaKo • LBB • SuKi
9929,2016-02-04,ahq e-Sports Club,Midnight Sun Esports,red,Ziv • Mountain • Chawy • AN • Albis,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9928,2016-02-04,Midnight Sun Esports,ahq e-Sports Club,blue,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Ziv • Mountain • Westdoor • AN • Albis
9927,2016-02-04,Taipei Assassins,eXtreme Gamers,red,Morning • REFRA1N • FoFo • BeBe • Jay,Nexus • Yo • SuwaKo • LBB • SuKi
9926,2016-02-04,eXtreme Gamers,Taipei Assassins,blue,Nexus • Yo • SuwaKo • LBB • SuKi,Morning • REFRA1N • FoFo • BeBe • Jay
9925,2016-02-03,Cougar E-Sport,Machi E-Sports,blue,XUE • SpeaR • KuKu • Rabi2 • CandyBB,BoBo • Taizan • Apex • Dee • Dreamer
9924,2016-02-03,Machi E-Sports,Cougar E-Sport,red,BoBo • Taizan • Apex • Dee • Dreamer,XUE • SpeaR • KuKu • Rabi2 • CandyBB
9923,2016-02-03,Midnight Sun Esports,Taipei Assassins,red,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Morning • REFRA1N • FoFo • Lilv • Jay
9922,2016-02-03,Taipei Assassins,Midnight Sun Esports,red,Morning • REFRA1N • FoFo • Lilv • Jay,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9921,2016-01-29,Hong Kong Esports,Taipei Assassins,red,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,Morning • REFRA1N • FoFo • BeBe • Jay
9920,2016-01-29,Taipei Assassins,Hong Kong Esports,red,Morning • REFRA1N • FoFo • BeBe • Jay,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9919,2016-01-29,Cougar E-Sport,ahq e-Sports Club,blue,AJun • SpeaR • KuKu • Rabi2 • Never,Ziv • Mountain • Westdoor • RD • Albis
9918,2016-01-29,ahq e-Sports Club,Cougar E-Sport,red,Ziv • Mountain • Chawy • RD • Albis,AJun • SpeaR • KuKu • Rabi2 • Never
9917,2016-01-28,Machi E-Sports,Hong Kong Esports,blue,BoBo • Taizan • Apex • Dee • Dreamer,MapleSnow • Dinter • Rokenia • GodKwai • Olleh
9916,2016-01-28,Hong Kong Esports,Machi E-Sports,blue,MapleSnow • Dinter • Rokenia • GodKwai • Olleh,BoBo • Taizan • Apex • Dee • Dreamer
9915,2016-01-28,Flash Wolves,Cougar E-Sport,red,Rins • Karsa • Maple • NL • SwordArT,AJun • SpeaR • KuKu • Rabi2 • Never
9914,2016-01-28,Cougar E-Sport,Flash Wolves,blue,AJun • SpeaR • KuKu • Rabi2 • Never,Rins • Karsa • Maple • NL • SwordArT
9913,2016-01-27,Midnight Sun Esports,Flash Wolves,blue,Ninuo • Wulala • M1ssion • CorGi • Kaiwing,Rins • Karsa • Maple • NL • SwordArT
9912,2016-01-27,Flash Wolves,Midnight Sun Esports,red,Rins • Karsa • Maple • NL • SwordArT,Ninuo • Wulala • M1ssion • CorGi • Kaiwing
9911,2016-01-27,eXtreme Gamers,Machi E-Sports,blue,Nexus • Yo • SuwaKo • LBB • SuKi,BoBo • Taizan • Apex • Dee • Dreamer
9910,2016-01-27,Machi E-Sports,eXtreme Gamers,red,BoBo • Taizan • Apex • Dee • Dreamer,Nexus • Yo • SuwaKo • LBB • SuKi
9909,2016-01-23,Flash Wolves,eXtreme Gamers,blue,Rins • Karsa • Maple • Breeze • SwordArT,Nexus • Yo • SuwaKo • LBB • SuKi
9908,2016-01-23,eXtreme Gamers,Flash Wolves,red,Nexus • Yo • SuwaKo • LBB • SuKi,Rins • Karsa • Maple • Breeze • SwordArT
9907,2016-01-23,Taipei Assassins,Cougar E-Sport,red,Morning • REFRA1N • FoFo • BeBe • Jay,AJun • SpeaR • KuKu • Rabi2 • Never
9906,2016-01-23,Cougar E-Sport,Taipei Assassins,blue,AJun • SpeaR • KuKu • Rabi2 • Never,Morning • REFRA1N • FoFo • BeBe • Jay
9905,2016-01-22,Taipei Assassins,Flash Wolves,blue,Morning • REFRA1N • FoFo • BeBe • Jay,Rins • Karsa • Maple • NL • SwordArT
9904,2016-01-22,Flash Wolves,Taipei Assassins,red,Rins • Karsa • Maple • NL • SwordArT,Morning • REFRA1N • FoFo • BeBe • Jay
