year,league,round,seriesLink,winner,loser
1964,NBA,Western Div Finals,/playoffs/1964-nba-western-division-finals-hawks-vs-warriors.html,SFW,STL
1964,NBA,Finals,/playoffs/1964-nba-finals-warriors-vs-celtics.html,BOS,SFW
1963,NBA,Eastern Div Semifinals,/playoffs/1963-nba-eastern-division-semifinals-royals-vs-nationals.html,CIN,SYR
1963,NBA,Western Div Semifinals,/playoffs/1963-nba-western-division-semifinals-pistons-vs-hawks.html,STL,DET
1963,NBA,Eastern Div Finals,/playoffs/1963-nba-eastern-division-finals-royals-vs-celtics.html,BOS,CIN
1963,NBA,Western Div Finals,/playoffs/1963-nba-western-division-finals-hawks-vs-lakers.html,LAL,STL
1963,NBA,Finals,/playoffs/1963-nba-finals-lakers-vs-celtics.html,BOS,LAL
1962,NBA,Eastern Div Semifinals,/playoffs/1962-nba-eastern-division-semifinals-nationals-vs-warriors.html,PHW,SYR
1962,NBA,Western Div Semifinals,/playoffs/1962-nba-western-division-semifinals-royals-vs-pistons.html,DET,CIN
1962,NBA,Eastern Div Finals,/playoffs/1962-nba-eastern-division-finals-warriors-vs-celtics.html,BOS,PHW
1962,NBA,Western Div Finals,/playoffs/1962-nba-western-division-finals-pistons-vs-lakers.html,LAL,DET
1962,NBA,Finals,/playoffs/1962-nba-finals-lakers-vs-celtics.html,BOS,LAL
1961,NBA,Eastern Div Semifinals,/playoffs/1961-nba-eastern-division-semifinals-nationals-vs-warriors.html,SYR,PHW
1961,NBA,Western Div Semifinals,/playoffs/1961-nba-western-division-semifinals-pistons-vs-lakers.html,LAL,DET
1961,NBA,Eastern Div Finals,/playoffs/1961-nba-eastern-division-finals-nationals-vs-celtics.html,BOS,SYR
1961,NBA,Western Div Finals,/playoffs/1961-nba-western-division-finals-lakers-vs-hawks.html,STL,LAL
1961,NBA,Finals,/playoffs/1961-nba-finals-hawks-vs-celtics.html,BOS,STL
1960,NBA,Eastern Div Semifinals,/playoffs/1960-nba-eastern-division-semifinals-nationals-vs-warriors.html,PHW,SYR
1960,NBA,Western Div Semifinals,/playoffs/1960-nba-western-division-semifinals-lakers-vs-pistons.html,MNL,DET
1960,NBA,Eastern Div Finals,/playoffs/1960-nba-eastern-division-finals-warriors-vs-celtics.html,BOS,PHW
1960,NBA,Western Div Finals,/playoffs/1960-nba-western-division-finals-lakers-vs-hawks.html,STL,MNL
1960,NBA,Finals,/playoffs/1960-nba-finals-hawks-vs-celtics.html,BOS,STL
1959,NBA,Eastern Div Semifinals,/playoffs/1959-nba-eastern-division-semifinals-nationals-vs-knicks.html,SYR,NYK
1959,NBA,Western Div Semifinals,/playoffs/1959-nba-western-division-semifinals-pistons-vs-lakers.html,MNL,DET
1959,NBA,Eastern Div Finals,/playoffs/1959-nba-eastern-division-finals-nationals-vs-celtics.html,BOS,SYR
1959,NBA,Western Div Finals,/playoffs/1959-nba-western-division-finals-lakers-vs-hawks.html,MNL,STL
1959,NBA,Finals,/playoffs/1959-nba-finals-lakers-vs-celtics.html,BOS,MNL
1958,NBA,Eastern Div Semifinals,/playoffs/1958-nba-eastern-division-semifinals-warriors-vs-nationals.html,PHW,SYR
1958,NBA,Western Div Semifinals,/playoffs/1958-nba-western-division-semifinals-royals-vs-pistons.html,DET,CIN
1958,NBA,Eastern Div Finals,/playoffs/1958-nba-eastern-division-finals-warriors-vs-celtics.html,BOS,PHW
1958,NBA,Western Div Finals,/playoffs/1958-nba-western-division-finals-pistons-vs-hawks.html,STL,DET
1958,NBA,Finals,/playoffs/1958-nba-finals-hawks-vs-celtics.html,STL,BOS
1957,NBA,Western Div Tiebreak,/playoffs/1957-nba-western-division-tiebreaker-pistons-vs-hawks.html,STL,FTW
1957,NBA,Western Div Tiebreak,/playoffs/1957-nba-western-division-tiebreaker-lakers-vs-hawks.html,STL,MNL
1957,NBA,Eastern Div Semifinals,/playoffs/1957-nba-eastern-division-semifinals-nationals-vs-warriors.html,SYR,PHW
1957,NBA,Western Div Semifinals,/playoffs/1957-nba-western-division-semifinals-pistons-vs-lakers.html,MNL,FTW
1957,NBA,Eastern Div Finals,/playoffs/1957-nba-eastern-division-finals-nationals-vs-celtics.html,BOS,SYR
1957,NBA,Western Div Finals,/playoffs/1957-nba-western-division-finals-lakers-vs-hawks.html,STL,MNL
1957,NBA,Finals,/playoffs/1957-nba-finals-hawks-vs-celtics.html,BOS,STL
1956,NBA,Eastern Div 3rd Place Tiebreak,/playoffs/1956-nba-eastern-division-third-place-tiebreaker-knicks-vs-nationals.html,SYR,NYK
1956,NBA,Western Div 2nd Place Tiebreak,/playoffs/1956-nba-western-division-second-place-tiebreaker-lakers-vs-hawks.html,MNL,STL
1956,NBA,Eastern Div Semifinals,/playoffs/1956-nba-eastern-division-semifinals-nationals-vs-celtics.html,SYR,BOS
1956,NBA,Western Div Semifinals,/playoffs/1956-nba-western-division-semifinals-lakers-vs-hawks.html,STL,MNL
1956,NBA,Eastern Div Finals,/playoffs/1956-nba-eastern-division-finals-nationals-vs-warriors.html,PHW,SYR
1956,NBA,Western Div Finals,/playoffs/1956-nba-western-division-finals-hawks-vs-pistons.html,FTW,STL
1956,NBA,Finals,/playoffs/1956-nba-finals-pistons-vs-warriors.html,PHW,FTW
1955,NBA,Eastern Div Semifinals,/playoffs/1955-nba-eastern-division-semifinals-knicks-vs-celtics.html,BOS,NYK
1955,NBA,Western Div Semifinals,/playoffs/1955-nba-western-division-semifinals-royals-vs-lakers.html,MNL,ROC
1955,NBA,Eastern Div Finals,/playoffs/1955-nba-eastern-division-finals-celtics-vs-nationals.html,SYR,BOS
1955,NBA,Western Div Finals,/playoffs/1955-nba-western-division-finals-lakers-vs-pistons.html,FTW,MNL
1955,NBA,Finals,/playoffs/1955-nba-finals-pistons-vs-nationals.html,SYR,FTW
1954,NBA,Eastern Div Finals,/playoffs/1954-nba-eastern-division-finals-celtics-vs-nationals.html,SYR,BOS
1954,NBA,Western Div Finals,/playoffs/1954-nba-western-division-finals-royals-vs-lakers.html,MNL,ROC
1954,NBA,Finals,/playoffs/1954-nba-finals-nationals-vs-lakers.html,MNL,SYR
1953,NBA,Eastern Div Semifinals,/playoffs/1953-nba-eastern-division-semifinals-celtics-vs-nationals.html,BOS,SYR
1953,NBA,Eastern Div Semifinals,/playoffs/1953-nba-eastern-division-semifinals-bullets-vs-knicks.html,NYK,BLB
1953,NBA,Western Div Semifinals,/playoffs/1953-nba-western-division-semifinals-pistons-vs-royals.html,FTW,ROC
1953,NBA,Western Div Semifinals,/playoffs/1953-nba-western-division-semifinals-olympians-vs-lakers.html,MNL,INO
1953,NBA,Eastern Div Finals,/playoffs/1953-nba-eastern-division-finals-celtics-vs-knicks.html,NYK,BOS
1953,NBA,Western Div Finals,/playoffs/1953-nba-western-division-finals-pistons-vs-lakers.html,MNL,FTW
1953,NBA,Finals,/playoffs/1953-nba-finals-knicks-vs-lakers.html,MNL,NYK
1952,NBA,Eastern Div Semifinals,/playoffs/1952-nba-eastern-division-semifinals-knicks-vs-celtics.html,NYK,BOS
1952,NBA,Eastern Div Semifinals,/playoffs/1952-nba-eastern-division-semifinals-warriors-vs-nationals.html,SYR,PHW
1952,NBA,Western Div Semifinals,/playoffs/1952-nba-western-division-semifinals-olympians-vs-lakers.html,MNL,INO
1952,NBA,Western Div Semifinals,/playoffs/1952-nba-western-division-semifinals-pistons-vs-royals.html,ROC,FTW
1952,NBA,Eastern Div Finals,/playoffs/1952-nba-eastern-division-finals-knicks-vs-nationals.html,NYK,SYR
1952,NBA,Western Div Finals,/playoffs/1952-nba-western-division-finals-lakers-vs-royals.html,MNL,ROC
1952,NBA,Finals,/playoffs/1952-nba-finals-knicks-vs-lakers.html,MNL,NYK
1951,NBA,Eastern Div Semifinals,/playoffs/1951-nba-eastern-division-semifinals-knicks-vs-celtics.html,NYK,BOS
1951,NBA,Eastern Div Semifinals,/playoffs/1951-nba-eastern-division-semifinals-nationals-vs-warriors.html,SYR,PHW
1951,NBA,Western Div Semifinals,/playoffs/1951-nba-western-division-semifinals-olympians-vs-lakers.html,MNL,INO
1951,NBA,Western Div Semifinals,/playoffs/1951-nba-western-division-semifinals-pistons-vs-royals.html,ROC,FTW
1951,NBA,Eastern Div Finals,/playoffs/1951-nba-eastern-division-finals-nationals-vs-knicks.html,NYK,SYR
1951,NBA,Western Div Finals,/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,ROC,MNL
1951,NBA,Finals,/playoffs/1951-nba-finals-knicks-vs-royals.html,ROC,NYK
1950,NBA,Central Div 1st Place Tiebreak,/playoffs/1950-nba-central-division-first-place-tiebreaker-lakers-vs-royals.html,MNL,ROC
1950,NBA,Central Div 3rd Place Tiebreak,/playoffs/1950-nba-central-division-third-place-tiebreaker-stags-vs-pistons.html,FTW,CHS
1950,NBA,Central Div Semifinals,/playoffs/1950-nba-central-division-semifinals-pistons-vs-royals.html,FTW,ROC
1950,NBA,Central Div Semifinals,/playoffs/1950-nba-central-division-semifinals-stags-vs-lakers.html,MNL,CHS
1950,NBA,Eastern Div Semifinals,/playoffs/1950-nba-eastern-division-semifinals-knicks-vs-capitols.html,NYK,WSC
1950,NBA,Eastern Div Semifinals,/playoffs/1950-nba-eastern-division-semifinals-warriors-vs-nationals.html,SYR,PHW
1950,NBA,Western Div Semifinals,/playoffs/1950-nba-western-division-semifinals-blackhawks-vs-packers.html,AND,TRI
1950,NBA,Western Div Semifinals,/playoffs/1950-nba-western-division-semifinals-red-skins-vs-olympians.html,INO,SHE
1950,NBA,Central Div Finals,/playoffs/1950-nba-central-division-finals-pistons-vs-lakers.html,MNL,FTW
1950,NBA,Eastern Div Finals,/playoffs/1950-nba-eastern-division-finals-knicks-vs-nationals.html,SYR,NYK
1950,NBA,Western Div Finals,/playoffs/1950-nba-western-division-finals-packers-vs-olympians.html,AND,INO
1950,NBA,Semifinals,/playoffs/1950-nba-semifinals-packers-vs-lakers.html,MNL,AND
1950,NBA,Finals,/playoffs/1950-nba-finals-lakers-vs-nationals.html,MNL,SYR
1949,BAA,Eastern Div Semifinals,/playoffs/1949-baa-eastern-division-semifinals-knicks-vs-bullets.html,NYK,BLB
1949,BAA,Eastern Div Semifinals,/playoffs/1949-baa-eastern-division-semifinals-capitols-vs-warriors.html,WSC,PHW
1949,BAA,Western Div Semifinals,/playoffs/1949-baa-western-division-semifinals-stags-vs-lakers.html,MNL,CHS
1949,BAA,Western Div Semifinals,/playoffs/1949-baa-western-division-semifinals-bombers-vs-royals.html,ROC,STB
1949,BAA,Eastern Div Finals,/playoffs/1949-baa-eastern-division-finals-knicks-vs-capitols.html,WSC,NYK
1949,BAA,Western Div Finals,/playoffs/1949-baa-western-division-finals-lakers-vs-royals.html,MNL,ROC
1949,BAA,Finals,/playoffs/1949-baa-finals-capitols-vs-lakers.html,MNL,WSC
1948,BAA,Western Div Tiebreak,/playoffs/1948-baa-western-division-tiebreaker-bullets-vs-stags.html,BLB,CHS
1948,BAA,Western Div Tiebreak,/playoffs/1948-baa-western-division-tiebreaker-capitols-vs-stags.html,CHS,WSC
1948,BAA,Quarterfinals,/playoffs/1948-baa-quarterfinals-knicks-vs-bullets.html,BLB,NYK
1948,BAA,Quarterfinals,/playoffs/1948-baa-quarterfinals-stags-vs-celtics.html,CHS,BOS
1948,BAA,Semifinals,/playoffs/1948-baa-semifinals-bullets-vs-stags.html,BLB,CHS
1948,BAA,Semifinals,/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,PHW,STB
1948,BAA,Finals,/playoffs/1948-baa-finals-bullets-vs-warriors.html,BLB,PHW
1947,BAA,Quarterfinals,/playoffs/1947-baa-quarterfinals-knicks-vs-rebels.html,NYK,CLR
1947,BAA,Quarterfinals,/playoffs/1947-baa-quarterfinals-bombers-vs-warriors.html,PHW,STB
1947,BAA,Semifinals,/playoffs/1947-baa-semifinals-stags-vs-capitols.html,CHS,WSC
1947,BAA,Semifinals,/playoffs/1947-baa-semifinals-knicks-vs-warriors.html,PHW,NYK
1947,BAA,Finals,/playoffs/1947-baa-finals-stags-vs-warriors.html,PHW,CHS
