year,award,won,name,movie
2013 (86th),FOREIGN LANGUAGE FILM,false,The Broken Circle Breakdown ,Belgium
2013 (86th),FOREIGN LANGUAGE FILM,true,The Great Beauty ,Italy
2013 (86th),FOREIGN LANGUAGE FILM,false,The Hunt ,Denmark
2013 (86th),FOREIGN LANGUAGE FILM,false,The Missing Picture ,Cambodia
2013 (86th),FOREIGN LANGUAGE FILM,false,Omar ,Palestine
2013 (86th),MAKEUP AND HAIRSTYLING,true,Dallas Buyers Club ,Adruitha Lee and Robin Mathews
2013 (86th),MAKEUP AND HAIRSTYLING,false,Jackass Presents: Bad Grandpa ,Stephen Prouty
2013 (86th),MAKEUP AND HAIRSTYLING,false,The Lone Ranger ,Joel Harlow and Gloria Pasqua-Casny
2013 (86th),MUSIC (Original Score),false,The Book Thief ,John Williams
2013 (86th),MUSIC (Original Score),true,Gravity ,Steven Price
2013 (86th),MUSIC (Original Score),false,Her ,William Butler and Owen Pallett
2013 (86th),MUSIC (Original Score),false,Philomena ,Alexandre Desplat
2013 (86th),MUSIC (Original Score),false,Saving Mr. Banks ,Thomas Newman
2013 (86th),MUSIC (Original Song),false,"""Alone Yet Not Alone"" from Alone Yet Not Alone",Music by Bruce Broughton; Lyric by Dennis Spiegel
2013 (86th),MUSIC (Original Song),false,"""Happy"" from Despicable Me 2",Music and Lyric by Pharrell Williams
2013 (86th),MUSIC (Original Song),true,"""Let It Go"" from Frozen",Music and Lyric by Kristen Anderson-Lopez and Robert Lopez
2013 (86th),MUSIC (Original Song),false,"""The Moon Song"" from Her",Music by Karen O; Lyric by Karen O and Spike Jonze
2013 (86th),MUSIC (Original Song),false,"""Ordinary Love"" from Mandela: Long Walk to Freedom","Music by Paul Hewson, Dave Evans, Adam Clayton and Larry Mullen; Lyric by Paul Hewson"
2013 (86th),BEST PICTURE,false,American Hustle ,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers"
2013 (86th),BEST PICTURE,false,Captain Phillips ,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers"
2013 (86th),BEST PICTURE,false,Dallas Buyers Club ,"Robbie Brenner and Rachel Winter, Producers"
2013 (86th),BEST PICTURE,false,Gravity ,"Alfonso Cuarón and David Heyman, Producers"
2013 (86th),BEST PICTURE,false,Her ,"Megan Ellison, Spike Jonze and Vincent Landay, Producers"
2013 (86th),BEST PICTURE,false,Nebraska ,"Albert Berger and Ron Yerxa, Producers"
2013 (86th),BEST PICTURE,false,Philomena ,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers"
2013 (86th),BEST PICTURE,true,12 Years a Slave ,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers"
2013 (86th),BEST PICTURE,false,The Wolf of Wall Street ,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers"
2013 (86th),PRODUCTION DESIGN,false,American Hustle ,Production Design: Judy Becker; Set Decoration: Heather Loeffler
2013 (86th),PRODUCTION DESIGN,false,Gravity ,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard
2013 (86th),PRODUCTION DESIGN,true,The Great Gatsby ,Production Design: Catherine Martin; Set Decoration: Beverley Dunn
2013 (86th),PRODUCTION DESIGN,false,Her ,Production Design: K.K. Barrett; Set Decoration: Gene Serdena
2013 (86th),PRODUCTION DESIGN,false,12 Years a Slave ,Production Design: Adam Stockhausen; Set Decoration: Alice Baker
2013 (86th),SHORT FILM (Animated),false,Feral ,Daniel Sousa and Dan Golden
2013 (86th),SHORT FILM (Animated),false,Get a Horse! ,Lauren MacMullan and Dorothy McKim
2013 (86th),SHORT FILM (Animated),true,Mr. Hublot ,Laurent Witz and Alexandre Espigares
2013 (86th),SHORT FILM (Animated),false,Possessions ,Shuhei Morita
2013 (86th),SHORT FILM (Animated),false,Room on the Broom ,Max Lang and Jan Lachauer
2013 (86th),SHORT FILM (Live Action),false,Aquel No Era Yo (That Wasn't Me) ,Esteban Crespo
2013 (86th),SHORT FILM (Live Action),false,Avant Que De Tout Perdre (Just before Losing Everything) ,Xavier Legrand and Alexandre Gavras
2013 (86th),SHORT FILM (Live Action),true,Helium ,Anders Walter and Kim Magnusson
2013 (86th),SHORT FILM (Live Action),false,Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?) ,Selma Vilhunen and Kirsikka Saari
2013 (86th),SHORT FILM (Live Action),false,The Voorman Problem ,Mark Gill and Baldwin Li
2013 (86th),SOUND EDITING,false,All Is Lost ,Steve Boeddeker and Richard Hymns
2013 (86th),SOUND EDITING,false,Captain Phillips ,Oliver Tarney
2013 (86th),SOUND EDITING,true,Gravity ,Glenn Freemantle
2013 (86th),SOUND EDITING,false,The Hobbit: The Desolation of Smaug ,Brent Burge and Chris Ward
2013 (86th),SOUND EDITING,false,Lone Survivor ,Wylie Stateman
2013 (86th),SOUND MIXING,false,Captain Phillips ,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro"
2013 (86th),SOUND MIXING,true,Gravity ,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro"
2013 (86th),SOUND MIXING,false,The Hobbit: The Desolation of Smaug ,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson"
2013 (86th),SOUND MIXING,false,Inside Llewyn Davis ,"Skip Lievsay, Greg Orloff and Peter F. Kurland"
2013 (86th),SOUND MIXING,false,Lone Survivor ,"Andy Koyama, Beau Borders and David Brownlow"
2013 (86th),VISUAL EFFECTS,true,Gravity ,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould"
2013 (86th),VISUAL EFFECTS,false,The Hobbit: The Desolation of Smaug ,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds"
2013 (86th),VISUAL EFFECTS,false,Iron Man 3 ,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick"
2013 (86th),VISUAL EFFECTS,false,The Lone Ranger ,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier"
2013 (86th),VISUAL EFFECTS,false,Star Trek Into Darkness ,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton"
2013 (86th),WRITING (Adapted Screenplay),false,Before Midnight ,"Written by Richard Linklater, Julie Delpy, Ethan Hawke"
2013 (86th),WRITING (Adapted Screenplay),false,Captain Phillips ,Screenplay by Billy Ray
2013 (86th),WRITING (Adapted Screenplay),false,Philomena ,Screenplay by Steve Coogan and Jeff Pope
2013 (86th),WRITING (Adapted Screenplay),true,12 Years a Slave ,Screenplay by John Ridley
2013 (86th),WRITING (Adapted Screenplay),false,The Wolf of Wall Street ,Screenplay by Terence Winter
2013 (86th),WRITING (Original Screenplay),false,American Hustle ,Written by Eric Warren Singer and David O. Russell
2013 (86th),WRITING (Original Screenplay),false,Blue Jasmine ,Written by Woody Allen
2013 (86th),WRITING (Original Screenplay),false,Dallas Buyers Club ,Written by Craig Borten & Melisa Wallack
2013 (86th),WRITING (Original Screenplay),true,Her ,Written by Spike Jonze
2013 (86th),WRITING (Original Screenplay),false,Nebraska ,Written by Bob Nelson
2013 (86th),JEAN HERSHOLT HUMANITARIAN AWARD,true,Angelina Jolie,
2013 (86th),HONORARY AWARD,true,"To Angela Lansbury, an entertainment icon who has created some of cinema's most memorable characters, inspiring generations of actors.",
2013 (86th),HONORARY AWARD,true,To Steve Martin in recognition of his extraordinary talents and the unique inspiration he has brought to the art of motion pictures.,
2013 (86th),HONORARY AWARD,true,"To Piero Tosi, a visionary whose incomparable costume designs shaped timeless, living art in motion pictures.",
2013 (86th),GORDON E. SAWYER AWARD,true,Peter W. Anderson,
2013 (86th),SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),true,"To all those who built and operated film laboratories, for over a century of service to the motion picture industry. Lab employees have contributed extraordinary efforts to achieve filmmakers' artistic expectations for special film processing and the production of billions of feet of release prints per year. This work has allowed an expanded motion picture audience and unequaled worldwide cinema experience. [Special Photographic]",
2013 (86th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),true,"To OFER ALON for the design and implementation of the ZBrush software tool for multi-resolution sculpting of digital models. ZBrush pioneered multi-resolution digital sculpting, transforming how artists conceive and realize their final designs. ZBrush has enabled artists to create models far more quickly and with much greater detail than previous approaches. [Digital Imaging Technology]",
