year,award,won,name,movie
1938 (11th),MUSIC (Song),false,"""Now It Can Be Told"" from Alexander's Ragtime Band",Music and Lyrics by Irving Berlin
1938 (11th),MUSIC (Song),true,"""Thanks For The Memory"" from The Big Broadcast of 1938",Music by Ralph Rainger; Lyrics by Leo Robin
1938 (11th),OUTSTANDING PRODUCTION,false,The Adventures of Robin Hood ,Warner Bros.-First National
1938 (11th),OUTSTANDING PRODUCTION,false,Alexander's Ragtime Band ,20th Century-Fox
1938 (11th),OUTSTANDING PRODUCTION,false,Boys Town ,Metro-Goldwyn-Mayer
1938 (11th),OUTSTANDING PRODUCTION,false,The Citadel ,Metro-Goldwyn-Mayer
1938 (11th),OUTSTANDING PRODUCTION,false,Four Daughters ,Warner Bros.-First National
1938 (11th),OUTSTANDING PRODUCTION,false,Grand Illusion ,Realization D'Art Cinematographique
1938 (11th),OUTSTANDING PRODUCTION,false,Jezebel ,Warner Bros.
1938 (11th),OUTSTANDING PRODUCTION,false,Pygmalion ,Metro-Goldwyn-Mayer
1938 (11th),OUTSTANDING PRODUCTION,false,Test Pilot ,Metro-Goldwyn-Mayer
1938 (11th),OUTSTANDING PRODUCTION,true,You Can't Take It with You ,Columbia
1938 (11th),SHORT SUBJECT (Cartoon),false,Brave Little Tailor ,"Walt Disney, Producer"
1938 (11th),SHORT SUBJECT (Cartoon),true,Ferdinand the Bull ,"Walt Disney, Producer"
1938 (11th),SHORT SUBJECT (Cartoon),false,Good Scouts ,"Walt Disney, Producer"
1938 (11th),SHORT SUBJECT (Cartoon),false,Hunky and Spunky ,Paramount
1938 (11th),SHORT SUBJECT (Cartoon),false,Mother Goose Goes Hollywood ,"Walt Disney, Producer"
1938 (11th),SHORT SUBJECT (One-reel),false,The Great Heart ,Metro-Goldwyn-Mayer
1938 (11th),SHORT SUBJECT (One-reel),true,That Mothers Might Live ,Metro-Goldwyn-Mayer
1938 (11th),SHORT SUBJECT (One-reel),false,Timber Toppers ,20th Century-Fox
1938 (11th),SHORT SUBJECT (Two-reel),true,Declaration of Independence ,Warner Bros.
1938 (11th),SHORT SUBJECT (Two-reel),false,Swingtime in the Movies ,Warner Bros.
1938 (11th),SHORT SUBJECT (Two-reel),false,They're Always Caught ,Metro-Goldwyn-Mayer
1938 (11th),SOUND RECORDING,false,Army Girl ,"Republic Studio Sound Department, Charles L. Lootens, Sound Director"
1938 (11th),SOUND RECORDING,true,The Cowboy and the Lady ,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director"
1938 (11th),SOUND RECORDING,false,Four Daughters ,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1938 (11th),SOUND RECORDING,false,If I Were King ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1938 (11th),SOUND RECORDING,false,Merrily We Live ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1938 (11th),SOUND RECORDING,false,Suez ,"20th Century-Fox Studio Sound Department, Edmund H. Hansen, Sound Director"
1938 (11th),SOUND RECORDING,false,Sweethearts ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1938 (11th),SOUND RECORDING,false,That Certain Age ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1938 (11th),SOUND RECORDING,false,Vivacious Lady ,"RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1938 (11th),SOUND RECORDING,false,You Can't Take It with You ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1938 (11th),WRITING (Original Story),false,Alexander's Ragtime Band ,Irving Berlin
1938 (11th),WRITING (Original Story),false,Angels with Dirty Faces ,Rowland Brown
1938 (11th),WRITING (Original Story),false,Blockade ,John Howard Lawson
1938 (11th),WRITING (Original Story),true,Boys Town ,"Dore Schary, Eleanore Griffin"
1938 (11th),WRITING (Original Story),false,Mad about Music ,"Marcella Burke, Frederick Kohner"
1938 (11th),WRITING (Original Story),false,Test Pilot ,Frank Wead
1938 (11th),WRITING (Screenplay),false,Boys Town ,"John Meehan, Dore Schary"
1938 (11th),WRITING (Screenplay),false,The Citadel ,"Ian Dalrymple, Frank Wead, Elizabeth Hill"
1938 (11th),WRITING (Screenplay),false,Four Daughters ,"Julius J. Epstein, Lenore Coffee"
1938 (11th),WRITING (Screenplay),true,Pygmalion ,"Screenplay and Dialogue by George Bernard Shaw; Adaptation by W. P. Lipscomb, Cecil Lewis, Ian Dalrymple"
1938 (11th),WRITING (Screenplay),false,You Can't Take It with You ,Robert Riskin
1938 (11th),SPECIAL AWARD,true,"To Deanna Durbin and Mickey Rooney for their significant contribution in bringing to the screen the spirit and personification of youth, and as juvenile players setting a high standard of ability and achievement.",
1938 (11th),SPECIAL AWARD,true,To Harry M. Warner in recognition of patriotic service in the production of historical short subjects presenting significant episodes in the early struggle of the American people for liberty.,
1938 (11th),SPECIAL AWARD,true,"To Walt Disney for Snow White and the Seven Dwarfs, recognized as a significant screen innovation which has charmed millions and pioneered a great new entertainment field for the motion picture cartoon.",
1938 (11th),SPECIAL AWARD,true,"To Oliver Marsh and Allen Davey for the color cinematography of the Metro-Goldwyn-Mayer production, Sweethearts.",
1938 (11th),SPECIAL AWARD,true,"For outstanding achievement in creating Special Photographic and Sound Effects in the Paramount production, Spawn of the North.  Special Effects by Gordon Jennings, assisted by Jan Domela, Dev Jennings, Irmin Roberts and Art Smith.  Transparencies by Farciot Edouart, assisted by Loyal Griggs.  Sound Effects by Loren Ryder, assisted by Harry Mills, Louis H. Mesenkop and Walter Oberst.",
1938 (11th),SPECIAL AWARD,true,To J. Arthur Ball for his outstanding contributions to the advancement of color in Motion Picture Photography.,
1938 (11th),IRVING G. THALBERG MEMORIAL AWARD,false,Samuel Goldwyn,
1938 (11th),IRVING G. THALBERG MEMORIAL AWARD,false,Joe Pasternak,
1938 (11th),IRVING G. THALBERG MEMORIAL AWARD,false,David O. Selznick,
1938 (11th),IRVING G. THALBERG MEMORIAL AWARD,false,Hunt Stromberg,
1938 (11th),IRVING G. THALBERG MEMORIAL AWARD,true,Hal B. Wallis,
1938 (11th),IRVING G. THALBERG MEMORIAL AWARD,false,Walter Wanger,
1938 (11th),IRVING G. THALBERG MEMORIAL AWARD,false,Darryl F. Zanuck,
1938 (11th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To JOHN AALBERG and the RKO RADIO STUDIO SOUND DEPARTMENT for the application of compression to variable area recording in motion picture production. [Sound],
1938 (11th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To BYRON HASKIN and the SPECIAL EFFECTS DEPARTMENT OF WARNER BROS. STUDIO for pioneering the development and for the first practical application to motion picture production of the triple head background projector. [Special Photographic],
1939 (12th),ACTOR,true,Robert Donat,"Goodbye, Mr. Chips"
1939 (12th),ACTOR,false,Clark Gable,Gone with the Wind
1939 (12th),ACTOR,false,Laurence Olivier,Wuthering Heights
1939 (12th),ACTOR,false,Mickey Rooney,Babes in Arms
1939 (12th),ACTOR,false,James Stewart,Mr. Smith Goes to Washington
1939 (12th),ACTOR IN A SUPPORTING ROLE,false,Brian Aherne,Juarez
1939 (12th),ACTOR IN A SUPPORTING ROLE,false,Harry Carey,Mr. Smith Goes to Washington
1939 (12th),ACTOR IN A SUPPORTING ROLE,false,Brian Donlevy,Beau Geste
1939 (12th),ACTOR IN A SUPPORTING ROLE,true,Thomas Mitchell,Stagecoach
1939 (12th),ACTOR IN A SUPPORTING ROLE,false,Claude Rains,Mr. Smith Goes to Washington
1939 (12th),ACTRESS,false,Bette Davis,Dark Victory
1939 (12th),ACTRESS,false,Irene Dunne,Love Affair
1939 (12th),ACTRESS,false,Greta Garbo,Ninotchka
1939 (12th),ACTRESS,false,Greer Garson,"Goodbye, Mr. Chips"
1939 (12th),ACTRESS,true,Vivien Leigh,Gone with the Wind
1939 (12th),ACTRESS IN A SUPPORTING ROLE,false,Olivia de Havilland,Gone with the Wind
1939 (12th),ACTRESS IN A SUPPORTING ROLE,false,Geraldine Fitzgerald,Wuthering Heights
1939 (12th),ACTRESS IN A SUPPORTING ROLE,true,Hattie McDaniel,Gone with the Wind
1939 (12th),ACTRESS IN A SUPPORTING ROLE,false,Edna May Oliver,Drums along the Mohawk
1939 (12th),ACTRESS IN A SUPPORTING ROLE,false,Maria Ouspenskaya,Love Affair
1939 (12th),ART DIRECTION,false,Beau Geste ,"Hans Dreier, Robert Odell"
1939 (12th),ART DIRECTION,false,Captain Fury ,Charles D. Hall
1939 (12th),ART DIRECTION,false,First Love ,"Jack Otterson, Martin Obzina"
1939 (12th),ART DIRECTION,true,Gone with the Wind ,Lyle Wheeler
1939 (12th),ART DIRECTION,false,Love Affair ,"Van Nest Polglase, Al Herman"
1939 (12th),ART DIRECTION,false,Man of Conquest ,John Victor Mackay
1939 (12th),ART DIRECTION,false,Mr. Smith Goes to Washington ,Lionel Banks
1939 (12th),ART DIRECTION,false,The Private Lives of Elizabeth and Essex ,Anton Grot
1939 (12th),ART DIRECTION,false,The Rains Came ,"William Darling, George Dudley"
1939 (12th),ART DIRECTION,false,Stagecoach ,Alexander Toluboff
1939 (12th),ART DIRECTION,false,The Wizard of Oz ,"Cedric Gibbons, William A. Horning"
1939 (12th),ART DIRECTION,false,Wuthering Heights ,James Basevi
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,First Love ,Joseph Valentine
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,The Great Victor Herbert ,Victor Milner
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,Gunga Din ,Joseph H. August
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,Intermezzo ,Gregg Toland
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,Juarez ,Tony Gaudio
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,Lady of the Tropics ,George Folsey
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,Of Mice and Men ,Norbert Brodine
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,Only Angels Have Wings ,Joseph Walker
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,The Rains Came ,Arthur Miller
1939 (12th),CINEMATOGRAPHY (Black-and-White),false,Stagecoach ,Bert Glennon
1939 (12th),CINEMATOGRAPHY (Black-and-White),true,Wuthering Heights ,Gregg Toland
1939 (12th),CINEMATOGRAPHY (Color),false,Drums along the Mohawk ,"Ray Rennahan, Bert Glennon"
1939 (12th),CINEMATOGRAPHY (Color),false,Four Feathers ,"Georges Perinal, Osmond Borradaile"
1939 (12th),CINEMATOGRAPHY (Color),true,Gone with the Wind ,"Ernest Haller, Ray Rennahan"
1939 (12th),CINEMATOGRAPHY (Color),false,The Mikado ,"William V. Skall, Bernard Knowles"
1939 (12th),CINEMATOGRAPHY (Color),false,The Private Lives of Elizabeth and Essex ,"Sol Polito, W. Howard Greene"
1939 (12th),CINEMATOGRAPHY (Color),false,The Wizard of Oz ,Hal Rosson
1939 (12th),DIRECTING,true,Gone with the Wind ,Victor Fleming
1939 (12th),DIRECTING,false,"Goodbye, Mr. Chips ",Sam Wood
1939 (12th),DIRECTING,false,Mr. Smith Goes to Washington ,Frank Capra
1939 (12th),DIRECTING,false,Stagecoach ,John Ford
1939 (12th),DIRECTING,false,Wuthering Heights ,William Wyler
1939 (12th),FILM EDITING,true,Gone with the Wind ,"Hal C. Kern, James E. Newcom"
1939 (12th),FILM EDITING,false,"Goodbye, Mr. Chips ",Charles Frend
1939 (12th),FILM EDITING,false,Mr. Smith Goes to Washington ,"Gene Havlick, Al Clark"
1939 (12th),FILM EDITING,false,The Rains Came ,Barbara McLean
1939 (12th),FILM EDITING,false,Stagecoach ,"Otho Lovering, Dorothy Spencer"
1939 (12th),MUSIC (Original Score),false,Dark Victory ,Max Steiner
1939 (12th),MUSIC (Original Score),false,Eternally Yours ,Werner Janssen
1939 (12th),MUSIC (Original Score),false,Golden Boy ,Victor Young
1939 (12th),MUSIC (Original Score),false,Gone with the Wind ,Max Steiner
1939 (12th),MUSIC (Original Score),false,Gulliver's Travels ,Victor Young
1939 (12th),MUSIC (Original Score),false,The Man in the Iron Mask ,"Lud Gluskin, Lucien Moraweck"
1939 (12th),MUSIC (Original Score),false,Man of Conquest ,Victor Young
1939 (12th),MUSIC (Original Score),false,Nurse Edith Cavell ,Anthony Collins
1939 (12th),MUSIC (Original Score),false,Of Mice and Men ,Aaron Copland
1939 (12th),MUSIC (Original Score),false,The Rains Came ,Alfred Newman
1939 (12th),MUSIC (Original Score),true,The Wizard of Oz ,Herbert Stothart
1939 (12th),MUSIC (Original Score),false,Wuthering Heights ,Alfred Newman
1939 (12th),MUSIC (Scoring),false,Babes in Arms ,"George E. Stoll, Roger Edens"
1939 (12th),MUSIC (Scoring),false,First Love ,Charles Previn
1939 (12th),MUSIC (Scoring),false,The Great Victor Herbert ,"Phil Boutelje, Arthur Lange"
1939 (12th),MUSIC (Scoring),false,The Hunchback of Notre Dame ,Alfred Newman
1939 (12th),MUSIC (Scoring),false,Intermezzo ,Lou Forbes
1939 (12th),MUSIC (Scoring),false,Mr. Smith Goes to Washington ,Dimitri Tiomkin
1939 (12th),MUSIC (Scoring),false,Of Mice and Men ,Aaron Copland
1939 (12th),MUSIC (Scoring),false,The Private Lives of Elizabeth and Essex ,Erich Wolfgang Korngold
1939 (12th),MUSIC (Scoring),false,She Married a Cop ,Cy Feuer
1939 (12th),MUSIC (Scoring),true,Stagecoach ,"Richard Hageman, Frank Harling, John Leipold, Leo Shuken"
1939 (12th),MUSIC (Scoring),false,Swanee River ,Louis Silvers
1939 (12th),MUSIC (Scoring),false,They Shall Have Music ,Alfred Newman
1939 (12th),MUSIC (Scoring),false,Way Down South ,Victor Young
1939 (12th),MUSIC (Song),false,"""Faithful Forever"" from Gulliver's Travels",Music by Ralph Rainger; Lyrics by Leo Robin
1939 (12th),MUSIC (Song),false,"""I Poured My Heart Into A Song"" from Second Fiddle",Music and Lyrics by Irving Berlin
1939 (12th),MUSIC (Song),true,"""Over The Rainbow"" from The Wizard of Oz",Music by Harold Arlen; Lyrics by E. Y. Harburg
1939 (12th),MUSIC (Song),false,"""Wishing"" from Love Affair",Music and Lyrics by Buddy de Sylva
1939 (12th),OUTSTANDING PRODUCTION,false,Dark Victory ,Warner Bros.-First National
1939 (12th),OUTSTANDING PRODUCTION,true,Gone with the Wind ,Selznick International Pictures
1939 (12th),OUTSTANDING PRODUCTION,false,"Goodbye, Mr. Chips ",Metro-Goldwyn-Mayer
1939 (12th),OUTSTANDING PRODUCTION,false,Love Affair ,RKO Radio
1939 (12th),OUTSTANDING PRODUCTION,false,Mr. Smith Goes to Washington ,Columbia
1939 (12th),OUTSTANDING PRODUCTION,false,Ninotchka ,Metro-Goldwyn-Mayer
1939 (12th),OUTSTANDING PRODUCTION,false,Of Mice and Men ,Hal Roach (production company)
1939 (12th),OUTSTANDING PRODUCTION,false,Stagecoach ,Walter Wanger (production company)
1939 (12th),OUTSTANDING PRODUCTION,false,The Wizard of Oz ,Metro-Goldwyn-Mayer
1939 (12th),OUTSTANDING PRODUCTION,false,Wuthering Heights ,Samuel Goldwyn Productions
1939 (12th),SHORT SUBJECT (Cartoon),false,Detouring America ,Warner Bros.
1939 (12th),SHORT SUBJECT (Cartoon),false,Peace on Earth ,Metro-Goldwyn-Mayer
1939 (12th),SHORT SUBJECT (Cartoon),false,The Pointer ,"Walt Disney, Producer"
1939 (12th),SHORT SUBJECT (Cartoon),true,The Ugly Duckling ,"Walt Disney, Producer"
1939 (12th),SHORT SUBJECT (One-reel),true,Busy Little Bears ,Paramount
1939 (12th),SHORT SUBJECT (One-reel),false,Information Please ,RKO Radio
1939 (12th),SHORT SUBJECT (One-reel),false,Prophet without Honor ,Metro-Goldwyn-Mayer
1939 (12th),SHORT SUBJECT (One-reel),false,Sword Fishing ,Warner Bros.
1939 (12th),SHORT SUBJECT (Two-reel),false,Drunk Driving ,Metro-Goldwyn-Mayer
1939 (12th),SHORT SUBJECT (Two-reel),false,Five Times Five ,RKO Radio
1939 (12th),SHORT SUBJECT (Two-reel),true,Sons of Liberty ,Warner Bros.
1939 (12th),SOUND RECORDING,false,Balalaika ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1939 (12th),SOUND RECORDING,false,Gone with the Wind ,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1939 (12th),SOUND RECORDING,false,"Goodbye, Mr. Chips ","Denham Studio Sound Department, A. W. Watkins, Sound Director"
1939 (12th),SOUND RECORDING,false,The Great Victor Herbert ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1939 (12th),SOUND RECORDING,false,The Hunchback of Notre Dame ,"RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1939 (12th),SOUND RECORDING,false,Man of Conquest ,"Republic Studio Sound Department, Charles L. Lootens, Sound Director"
1939 (12th),SOUND RECORDING,false,Mr. Smith Goes to Washington ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1939 (12th),SOUND RECORDING,false,Of Mice and Men ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1939 (12th),SOUND RECORDING,false,The Private Lives of Elizabeth and Essex ,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1939 (12th),SOUND RECORDING,false,The Rains Came ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1939 (12th),SOUND RECORDING,true,When Tomorrow Comes ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1939 (12th),SPECIAL EFFECTS,false,Gone with the Wind ,"John R. Cosgrove, Fred Albin, Arthur Johns"
1939 (12th),SPECIAL EFFECTS,false,Only Angels Have Wings ,"Roy Davidson, Edwin C. Hahn"
1939 (12th),SPECIAL EFFECTS,false,The Private Lives of Elizabeth and Essex ,"Byron Haskin, Nathan Levinson"
1939 (12th),SPECIAL EFFECTS,true,The Rains Came ,"Fred Sersen, E. H. Hansen"
1939 (12th),SPECIAL EFFECTS,false,Topper Takes a Trip ,Roy Seawright
1939 (12th),SPECIAL EFFECTS,false,Union Pacific ,"Farciot Edouart, Gordon Jennings, Loren Ryder"
1939 (12th),SPECIAL EFFECTS,false,The Wizard of Oz ,"A. Arnold Gillespie, Douglas Shearer"
1939 (12th),WRITING (Original Story),false,Bachelor Mother ,Felix Jackson
1939 (12th),WRITING (Original Story),false,Love Affair ,"Mildred Cram, Leo McCarey"
1939 (12th),WRITING (Original Story),true,Mr. Smith Goes to Washington ,Lewis R. Foster
1939 (12th),WRITING (Original Story),false,Ninotchka ,Melchior Lengyel
1939 (12th),WRITING (Original Story),false,Young Mr. Lincoln ,Lamar Trotti
1939 (12th),WRITING (Screenplay),true,Gone with the Wind ,Sidney Howard
1939 (12th),WRITING (Screenplay),false,"Goodbye, Mr. Chips ","R. C. Sherriff, Claudine West, Eric Maschwitz"
1939 (12th),WRITING (Screenplay),false,Mr. Smith Goes to Washington ,Sidney Buchman
1939 (12th),WRITING (Screenplay),false,Ninotchka ,"Charles Brackett, Billy Wilder, Walter Reisch"
1939 (12th),WRITING (Screenplay),false,Wuthering Heights ,"Charles MacArthur, Ben Hecht"
1939 (12th),SPECIAL AWARD,true,"To Douglas Fairbanks (Commemorative Award) - recognizing the unique and outstanding contribution of Douglas Fairbanks, first President of the Academy, to the international development of the motion picture.",
1939 (12th),SPECIAL AWARD,true,"To The Motion Picture Relief Fund - acknowledging the outstanding services to the industry during the past year of the Motion Picture Relief Fund and its progressive leadership.  Presented to Jean Hersholt, President; Ralph Morgan, Chairman of the Executive Committee; Ralph Block, First Vice-President; and Conrad Nagel.",
1939 (12th),SPECIAL AWARD,true,To Judy Garland for her outstanding performance as a screen juvenile during the past year.,
1939 (12th),SPECIAL AWARD,true,To William Cameron Menzies for outstanding achievement in the use of color for the enhancement of dramatic mood in the production of Gone with the Wind.,
1939 (12th),SPECIAL AWARD,true,To the Technicolor Company for its contributions in successfully bringing three-color feature production to the screen.,
1939 (12th),IRVING G. THALBERG MEMORIAL AWARD,true,David O. Selznick,
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To GEORGE ANDERSON of Warner Bros. Studio for an improved positive head for sun arcs. [Lighting],
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To JOHN ARNOLD of Metro-Goldwyn-Mayer Studio for the M-G-M mobile camera crane. [Camera Cranes],
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To THOMAS T. MOULTON, FRED ALBIN and the SOUND DEPARTMENT OF THE SAMUEL GOLDWYN STUDIO for the origination and application of the Delta db test to sound recording in motion pictures. [Laboratory]",
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"To FARCIOT EDOUART, JOSEPH E. ROBBINS, WILLIAM RUDOLPH and PARAMOUNT PICTURES, INC. for the design and construction of a quiet portable treadmill. [Stage Operations]",
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To EMERY HUSE and RALPH B. ATKINSON of the Eastman Kodak Company for their specifications for chemical analysis of photographic developers and fixing baths. [Laboratory],
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To HAROLD NYE of Warner Bros. Studio for a miniature incandescent spot lamp. [Lighting],
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To A. J. TONDREAU of Warner Bros. Studio for the design and manufacture of an improved sound track printer. [Laboratory],
1939 (12th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,"For important contributions in cooperative development of new improved Process Projection Equipment:  F. R. ABBOTT, HALLER BELT, ALAN COOK and the BAUSCH & LOMB OPTICAL COMPANY for faster projection lenses;  The MITCHELL CAMERA COMPANY for a new type process projection head;  MOLE-RICHARDSON COMPANY for a new type automatically controlled projection arc lamp;  CHARLES HANDLEY, DAVID JOY and the NATIONAL CARBON COMPANY for improved and more stable high-intensity carbons;  WINTON HOCH and the TECHNICOLOR MOTION PICTURE CORP. for an auxiliary optical system;  DON MUSGRAVE and SELZNICK INTERNATIONAL PICTURES, INC. for pioneering in the use of coordinated equipment in the production, Gone with the Wind. [Special Photographic]",
1940 (13th),ACTOR,false,Charles Chaplin,The Great Dictator
1940 (13th),ACTOR,false,Henry Fonda,The Grapes of Wrath
1940 (13th),ACTOR,false,Raymond Massey,Abe Lincoln in Illinois
1940 (13th),ACTOR,false,Laurence Olivier,Rebecca
1940 (13th),ACTOR,true,James Stewart,The Philadelphia Story
1940 (13th),ACTOR IN A SUPPORTING ROLE,false,Albert Basserman,Foreign Correspondent
1940 (13th),ACTOR IN A SUPPORTING ROLE,true,Walter Brennan,The Westerner
1940 (13th),ACTOR IN A SUPPORTING ROLE,false,William Gargan,They Knew What They Wanted
1940 (13th),ACTOR IN A SUPPORTING ROLE,false,Jack Oakie,The Great Dictator
1940 (13th),ACTOR IN A SUPPORTING ROLE,false,James Stephenson,The Letter
1940 (13th),ACTRESS,false,Bette Davis,The Letter
1940 (13th),ACTRESS,false,Joan Fontaine,Rebecca
1940 (13th),ACTRESS,false,Katharine Hepburn,The Philadelphia Story
1940 (13th),ACTRESS,true,Ginger Rogers,Kitty Foyle
1940 (13th),ACTRESS,false,Martha Scott,Our Town
1940 (13th),ACTRESS IN A SUPPORTING ROLE,false,Judith Anderson,Rebecca
1940 (13th),ACTRESS IN A SUPPORTING ROLE,true,Jane Darwell,The Grapes of Wrath
1940 (13th),ACTRESS IN A SUPPORTING ROLE,false,Ruth Hussey,The Philadelphia Story
1940 (13th),ACTRESS IN A SUPPORTING ROLE,false,Barbara O'Neil,"All This, and Heaven Too"
1940 (13th),ACTRESS IN A SUPPORTING ROLE,false,Marjorie Rambeau,Primrose Path
1940 (13th),ART DIRECTION (Black-and-White),false,"Arise, My Love ","Hans Dreier, Robert Usher"
1940 (13th),ART DIRECTION (Black-and-White),false,Arizona ,"Lionel Banks, Robert Peterson"
1940 (13th),ART DIRECTION (Black-and-White),false,The Boys from Syracuse ,John Otterson
1940 (13th),ART DIRECTION (Black-and-White),false,The Dark Command ,John Victor Mackay
1940 (13th),ART DIRECTION (Black-and-White),false,Foreign Correspondent ,Alexander Golitzen
1940 (13th),ART DIRECTION (Black-and-White),false,Lillian Russell ,"Richard Day, Joseph C. Wright"
1940 (13th),ART DIRECTION (Black-and-White),false,My Favorite Wife ,"Van Nest Polglase, Mark-Lee Kirk"
1940 (13th),ART DIRECTION (Black-and-White),false,"My Son, My Son! ",John DuCasse Schulze
1940 (13th),ART DIRECTION (Black-and-White),false,Our Town ,Lewis J. Rachmil
1940 (13th),ART DIRECTION (Black-and-White),true,Pride and Prejudice ,"Cedric Gibbons, Paul Groesse"
1940 (13th),ART DIRECTION (Black-and-White),false,Rebecca ,Lyle Wheeler
1940 (13th),ART DIRECTION (Black-and-White),false,The Sea Hawk ,Anton Grot
1940 (13th),ART DIRECTION (Black-and-White),false,The Westerner ,James Basevi
1940 (13th),ART DIRECTION (Color),false,Bitter Sweet ,"Cedric Gibbons, John S. Detlie"
1940 (13th),ART DIRECTION (Color),false,Down Argentine Way ,"Richard Day, Joseph C. Wright"
1940 (13th),ART DIRECTION (Color),false,North West Mounted Police ,"Hans Dreier, Roland Anderson"
1940 (13th),ART DIRECTION (Color),true,The Thief of Bagdad ,Vincent Korda
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,Abe Lincoln in Illinois ,James Wong Howe
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,"All This, and Heaven Too ",Ernest Haller
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,"Arise, My Love ","Charles B. Lang, Jr."
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,Boom Town ,Harold Rosson
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,Foreign Correspondent ,Rudolph Maté
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,The Letter ,Gaetano (Tony) Gaudio
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,The Long Voyage Home ,Gregg Toland
1940 (13th),CINEMATOGRAPHY (Black-and-White),true,Rebecca ,George Barnes
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,Spring Parade ,Joseph Valentine
1940 (13th),CINEMATOGRAPHY (Black-and-White),false,Waterloo Bridge ,Joseph Ruttenberg
1940 (13th),CINEMATOGRAPHY (Color),false,Bitter Sweet ,"Oliver T. Marsh, Allen Davey"
1940 (13th),CINEMATOGRAPHY (Color),false,The Blue Bird ,"Arthur Miller, Ray Rennahan"
1940 (13th),CINEMATOGRAPHY (Color),false,Down Argentine Way ,"Leon Shamroy, Ray Rennahan"
1940 (13th),CINEMATOGRAPHY (Color),false,North West Mounted Police ,"Victor Milner, W. Howard Greene"
1940 (13th),CINEMATOGRAPHY (Color),false,Northwest Passage ,"Sidney Wagner, William V. Skall"
1940 (13th),CINEMATOGRAPHY (Color),true,The Thief of Bagdad ,Georges Périnal
1940 (13th),DIRECTING,true,The Grapes of Wrath ,John Ford
1940 (13th),DIRECTING,false,Kitty Foyle ,Sam Wood
1940 (13th),DIRECTING,false,The Letter ,William Wyler
1940 (13th),DIRECTING,false,The Philadelphia Story ,George Cukor
1940 (13th),DIRECTING,false,Rebecca ,Alfred Hitchcock
1940 (13th),FILM EDITING,false,The Grapes of Wrath ,Robert Simpson
1940 (13th),FILM EDITING,false,The Letter ,Warren Low
1940 (13th),FILM EDITING,false,The Long Voyage Home ,Sherman Todd
1940 (13th),FILM EDITING,true,North West Mounted Police ,Anne Bauchens
1940 (13th),FILM EDITING,false,Rebecca ,Hal C. Kern
1940 (13th),MUSIC (Original Score),false,Arizona ,Victor Young
1940 (13th),MUSIC (Original Score),false,The Dark Command ,Victor Young
1940 (13th),MUSIC (Original Score),false,The Fight for Life ,Louis Gruenberg
1940 (13th),MUSIC (Original Score),false,The Great Dictator ,Meredith Willson
1940 (13th),MUSIC (Original Score),false,The House of the Seven Gables ,Frank Skinner
